_id,data/faceRectangle/top,data/faceRectangle/width,data/faceRectangle/left,data/faceRectangle/height,data/faceId,data/attributes/age,data/attributes/gender,data/attributes/headPose/yaw,data/attributes/headPose/pitch,data/attributes/headPose/roll,_id,scores/scores/neutral,scores/scores/surprise,scores/scores/anger,scores/scores/happiness,scores/scores/fear,scores/scores/sadness,scores/scores/contempt,scores/scores/disgust,scores/faceRectangle/width,scores/faceRectangle/left,scores/faceRectangle/top,scores/faceRectangle/height
049001.jpg1,82,137,84,137,f30f861e-2820-4808-9ecc-cf6fe781bd54,84,male,-3.5,0,-0.2,048501.jpg1,0.8442331,0.013430356,0.001306771,0.04437306,0.001112973,0.07649559,0.009493497,0.00955467,109,375,85,109
049001.jpg2,82,114,392,114,37d33c6d-f3f0-4d14-9091-0d905a8e6972,44,female,-30.1,0,8.8,048751.jpg1,0.952396452,0.01256854,0.001723082,0.000982271,0.006866104,0.023637455,0.001302679,0.000523387,139,146,96,139
049251.jpg1,126,132,74,132,be9d642a-1bfa-4ecb-8fb2-1020c0847005,66,male,-13.2,0,-16.5,048751.jpg2,0.735758841,0.010970273,0.000688039,0.0728395,0.001032325,0.1548362,0.015538255,0.008336564,109,375,91,109
049251.jpg2,86,116,376,116,770479d5-c9d8-40ce-a195-24e1e05f6384,62,female,-20.9,0,-0.4,049001.jpg1,0.852402568,0.09379652,0.006941591,0.007618381,0.000125155,0.001040058,0.017247304,0.020828439,140,83,80,140
049501.jpg1,91,136,49,136,ac3b3586-2b79-47e7-933b-f2eafbc817cd,90,male,-15.3,0,-10.5,049001.jpg2,0.936329246,0.010369628,0.001977269,0.002519557,7.23071E-05,0.004221977,0.043022003,0.001488001,114,391,82,114
049501.jpg2,84,110,363,110,757e5c02-b0da-4032-9661-f23c9053472c,38,female,-21.7,0,2.2,049251.jpg1,0.9554783,6.06664E-05,0.001176773,0.000818291,1.53552E-05,0.04004055,0.002236942,0.000173105,144,67,123,144
049751.jpg1,101,137,89,137,3b57b109-51e0-4a67-ae22-896f9ca1a292,80,male,-3.3,0,-1.1,049251.jpg2,0.6480576,0.05569598,0.004126415,0.190471441,0.004384673,0.04407121,0.040930674,0.012262047,115,377,86,115
049751.jpg2,100,113,367,113,00dc47f0-09ac-4166-ac1f-63ccf0b6e6cd,36,female,-34.8,0,13.1,049501.jpg1,0.5633746,0.019281589,0.001322888,0.388797224,0.000216666,0.016748732,0.007900081,0.002358246,137,50,90,137
050001.jpg1,131,135,140,135,91ceefe2-3173-48b6-a4d0-60408d1e373d,84,male,-1,0,2.9,049501.jpg2,0.9264029,0.004037163,0.017756775,0.000486264,0.000299519,0.036651164,0.0103321,0.004034084,112,361,83,112
050001.jpg2,109,116,369,116,7f886281-9938-4262-87bb-4da6fc74ea18,48,female,-5.3,0,-12,049751.jpg1,0.5546568,0.010324366,0.000998892,0.000631659,0.03844585,0.388531923,0.002189919,0.00422058,137,90,101,137
050251.jpg1,105,133,88,133,2705fc77-7689-491d-ad61-0af95aaf54ff,81,male,1.1,0,-6.4,049751.jpg2,0.486186177,0.039153658,0.172685683,0.11427588,0.003288274,0.008585477,0.043994192,0.131830677,111,368,100,111
050251.jpg2,101,95,364,95,a23b226a-18c8-4bb2-8072-e3d137d6b8f8,56,male,-48.1,0,27.2,050001.jpg1,0.696253359,0.0227255,0.157346725,0.007712968,0.000284965,0.006887056,0.061065104,0.047724336,137,140,130,137
050501.jpg1,121,137,106,137,ca283cd4-ee98-48b0-ba69-a1ddc6d8007d,81,male,4.5,0,0.7,050001.jpg2,0.5424869,0.135615721,0.025709815,0.240372911,0.007616793,0.019939572,0.011418981,0.016839296,118,369,108,118
050501.jpg2,102,90,369,90,a4cdfb2e-2d02-4190-962d-667a175af8fd,50,male,-47.1,0,25,050251.jpg1,0.797758341,0.003292156,0.013976414,0.013656401,0.000982902,0.031812217,0.040405586,0.09811598,136,88,103,136
050751.jpg1,68,133,67,133,88d426f9-3fed-4aa0-8566-c1025611148c,71,male,-1,0,-2.8,050251.jpg2,0.9208224,0.006582295,0.004027527,0.019553818,0.001221585,0.041855082,0.004260197,0.001677132,95,364,101,95
050751.jpg2,95,96,366,96,63616302-acfc-4aec-99be-07098b4007a8,45,male,-51.3,0,24.5,050501.jpg1,0.5584403,0.012345557,0.3411858,0.012726957,0.001000943,0.003491109,0.023960166,0.046849135,137,107,121,137
051001.jpg1,93,136,189,136,6f8f2daf-f15f-4d02-82f7-e530c26ef876,82,male,-9,0,3.7,050501.jpg2,0.9557326,0.003259093,0.002028277,0.026198125,0.000440502,0.011713811,0.000360586,0.000267,94,367,100,94
051251.jpg1,82,137,232,137,b6b7083c-76b2-4823-85e9-0251956c55de,82,male,-1.3,0,2.7,050751.jpg1,0.9913677,0.001489126,0.001106614,0.002113287,4.9651E-05,0.002226884,0.001288134,0.000358627,133,68,68,133
051501.jpg1,87,135,216,135,c6683516-5387-4179-a56b-f1f77f770c1c,81,male,-3.3,0,1.9,050751.jpg2,0.85758394,0.002303494,0.000515819,0.103457041,0.000282127,0.032372747,0.003010242,0.00047462,93,368,99,93
051751.jpg1,62,138,229,138,c1b4ed1c-aac0-4d16-90dd-feec1678b6fe,76,male,-1.3,0,-4.5,051001.jpg1,0.44656828,0.013730107,0.4591932,0.00401251,0.000289017,0.001370177,0.01777406,0.05706264,136,190,94,136
052001.jpg1,79,139,193,139,6e0575bb-9372-49ea-a0c6-5cf79875d20a,81,male,-3.3,0,-3.4,051251.jpg1,0.946459055,0.005360371,0.006651326,0.009141527,0.001224687,0.020782134,0.006196608,0.004184299,134,233,83,134
052251.jpg1,102,135,194,135,3430a762-05bf-4960-bfd4-b1043eaf8445,82,male,-1.6,0,-7.2,051501.jpg1,0.4891487,0.03218188,0.345574647,0.001463876,0.001373466,0.004486596,0.009729813,0.116041042,137,215,86,137
052501.jpg1,81,132,186,132,950ac873-7553-4f89-909f-5f3845a1d5a2,81,male,7.7,0,-7.1,051751.jpg1,0.772688746,0.020209694,0.124181673,0.018446766,0.00144802,0.00204025,0.016515417,0.044469405,136,230,63,136
052751.jpg1,108,130,247,130,ec753df6-48ff-4063-8d23-f1774c433cc8,88,male,-9.5,0,0.4,052001.jpg1,0.715030253,0.09738048,0.105179496,0.02354,0.001451736,0.003399101,0.014359499,0.03965942,139,194,79,139
053251.jpg1,87,41,453,41,4899ba43-85af-4942-8b12-9f7bf60645df,46,female,3.2,0,3.9,052251.jpg1,0.2583215,0.08151374,0.52294445,0.020646974,0.016324801,0.029215895,0.007555119,0.063477546,135,193,101,135
053501.jpg1,100,117,267,117,47ccb386-5cfb-42bd-b6a0-e27ac09c7ff9,46,female,4,0,-3.5,052501.jpg1,0.8111543,0.037346292,0.022314575,0.03049805,0.006926657,0.065135635,0.006869247,0.019755218,132,186,82,132
053751.jpg1,49,133,64,133,034d54b4-541f-462b-a969-031f99434064,80,male,-5.7,0,-2.1,052751.jpg1,0.07083568,0.010521215,0.6830093,0.213971749,0.007338957,0.001510073,0.000466557,0.012346418,130,247,109,130
053751.jpg2,104,110,406,110,f7a3eecf-51b6-4855-b0eb-53eaf995f2f8,50,female,-21.7,0,2.2,053251.jpg1,0.282304436,0.000228095,0.001575827,0.6788478,1.83355E-05,0.002899119,0.030062944,0.004063478,41,453,87,41
054001.jpg1,104,116,222,116,2631b3c7-88b9-48ab-aad8-1ae445fcf6f7,46,female,-27,0,-2.8,053501.jpg1,0.36859262,0.001774257,0.000147557,0.612251461,0.001013923,0.011328165,0.004186879,0.000705126,119,266,99,119
054251.jpg1,109,108,260,108,37a45b5d-5ed2-4974-a4a2-42a81c68760d,46,female,-28.3,0,15.7,053751.jpg1,0.9967135,5.98492E-05,0.000106036,0.002814361,7.18357E-06,0.000197799,9.91703E-05,2.06768E-06,131,66,50,131
054501.jpg1,105,133,57,133,ed26e911-eb02-46f9-a190-f77b40b625ae,88,male,-3.3,0,-1.1,053751.jpg2,0.446648151,0.001685871,0.000367087,0.517421246,0.000174507,0.015039195,0.010228247,0.008435708,109,406,106,109
054501.jpg2,107,105,399,105,07ed44c6-b440-49ba-be43-32f6b3dbb05d,39,female,-40.5,0,17.6,054001.jpg1,0.371542037,0.6277421,4.59019E-05,4.34958E-06,4.81401E-05,0.000484475,0.000117502,1.5464E-05,116,222,104,116
054751.jpg1,97,115,216,115,0d85ca80-2bfe-4899-ae46-c564b185527f,44,female,-18.1,0,3.3,054251.jpg1,0.850281537,0.00560301,0.007264788,0.0482279,0.000816873,0.043731753,0.020021856,0.02405227,108,260,110,108
055001.jpg1,72,128,134,128,68c48680-cbd3-4720-af1d-eb43ab355d25,74,male,26.5,0,2.5,054501.jpg1,0.921567,0.040802877,0.019095166,0.004213804,0.00010401,0.001038389,0.003538242,0.009640492,134,56,105,134
055001.jpg2,109,113,414,113,e524e5b5-f1d4-4326-8388-166e397bc25b,42,female,-23,0,11.7,054501.jpg2,0.7357321,0.023548331,0.001685578,0.184025049,0.001426792,0.04491996,0.005271383,0.003390806,107,398,107,107
055251.jpg1,100,129,110,129,b2a0e8b2-dcd3-4ed0-aa2a-1b65d27789b7,82,male,-2.2,0,3.4,054751.jpg1,0.397539,0.001296209,0.001234772,0.550353,0.001558742,0.006829308,0.038748007,0.002440956,115,216,97,115
055251.jpg2,113,106,402,106,5bba313f-d87c-4a14-9538-91e82093ece1,43,female,-27.1,0,11.3,055001.jpg1,0.9800607,8.00511E-05,0.002824856,0.000266516,1.86281E-05,0.01070368,0.005397456,0.000648102,128,135,72,128
055501.jpg1,87,82,83,82,41ce83f3-e6f9-421a-abc0-73a846046b78,40,male,5.9,0,-8.3,055001.jpg2,0.818406761,0.013480641,0.010323928,0.000874388,0.003153705,0.101521239,0.0066285,0.045610815,113,415,109,113
055501.jpg2,65,69,455,69,02873687-4c62-4975-ab6f-d62626c0479e,27,female,1.3,0,-0.3,055251.jpg1,0.956103146,0.006084743,0.001948861,0.002029578,0.000188744,0.02568478,0.005571414,0.002388719,130,110,100,130
055751.jpg1,101,135,97,135,ba7c5249-56fb-4c76-8137-8cc00acbb035,86,male,8.3,0,-7.2,055251.jpg2,0.881345,0.001738867,9.99178E-05,0.021397788,0.000108348,0.09085915,0.003066546,0.001384391,106,404,114,106
055751.jpg2,108,91,368,91,3ba6df93-ecfe-41e8-aad2-cc7c5f6a3901,75,female,-45.8,0,21.3,055501.jpg1,0.9998042,2.25E-07,2.89842E-05,9.24E-07,6.05E-07,0.00016425,8.31E-07,2.68E-09,82,82,87,82
056001.jpg1,108,133,111,133,98f92864-653d-4b86-9f21-a0966710842c,86,male,1.1,0,1.2,055501.jpg2,0.5252661,0.2624026,0.003695497,0.170293123,0.002969367,0.01087223,0.003788054,0.020713052,69,456,65,69
056001.jpg2,98,96,374,96,f2856563-e65d-4879-84c0-c407a25a66d3,62,female,-45.7,0,19,055751.jpg1,0.774688244,0.049893264,0.06863256,0.020850183,0.000604276,0.006688096,0.0433169,0.035326455,136,97,101,136
056251.jpg1,88,135,64,135,656ecb1a-d940-493e-bc48-9f6e139b2db7,80,male,-3.3,0,-4.8,055751.jpg2,0.865008533,0.003029648,0.00040921,0.077241465,0.000274568,0.03162404,0.02177929,0.000633254,92,368,107,92
056251.jpg2,108,99,381,99,1823013f-37ea-4051-aba6-c4b11d9e139b,54,female,-40.7,0,15.9,056001.jpg1,0.7832046,0.001705217,0.000784732,0.197220191,0.000130093,0.008727285,0.00262465,0.005603191,135,110,108,135
056501.jpg1,87,133,266,133,4d29ff33-133e-4ff6-8b55-868fe2cc25c8,76,male,-2.9,0,-1.2,056001.jpg2,0.9514186,0.001089696,4.48452E-05,0.03473145,3.48905E-05,0.011577387,0.001026006,7.71325E-05,95,374,97,95
056751.jpg1,113,130,259,130,feb629a7-4083-4bde-8445-93a3052072bf,83,male,2.4,0,-2.5,056251.jpg1,0.46370706,0.002191274,0.315764785,0.024622634,0.003046057,0.024811089,0.062723436,0.103133656,133,66,89,133
057001.jpg1,91,78,132,78,097671b6-77f5-451e-b0a1-21000e69eb38,35,male,24.8,0,-8.7,056251.jpg2,0.951743543,0.000290508,3.55454E-05,0.005277403,2.80854E-05,0.024890596,0.017588107,0.000146233,98,382,108,98
057001.jpg2,74,69,453,69,8c8d3580-4d6c-4425-9ff9-6a2a57dd563a,30,female,-26.3,0,6.1,056501.jpg1,0.715897739,0.259164035,0.014687291,0.000147623,0.00022738,0.000885005,0.004504457,0.004486476,134,265,86,134
057251.jpg1,122,43,216,43,90234f1b-d547-4aac-9ec5-e461e61e8518,74,male,14.2,0,-0.5,056751.jpg1,0.480067283,0.005886795,0.375064552,0.015834041,0.003047445,0.007539593,0.04707651,0.06548379,132,259,111,132
057251.jpg2,159,31,473,31,e20ac315-0fd3-4f02-8a51-4affefbbc35d,16,female,22.4,0,0.3,057001.jpg1,0.83960253,0.001947007,0.052200086,0.020617781,0.001472651,0.037141785,0.029854795,0.017163388,78,133,92,78
057501.jpg1,56,99,281,99,ed319771-5eaf-42e9-b347-118451290a77,44,male,-22.8,0,-0.6,057001.jpg2,0.502479732,0.109331004,0.008362958,0.102570668,0.028602371,0.151157409,0.052306324,0.04518952,69,453,74,69
057751.jpg1,54,49,529,49,14a0e404-4998-46c8-bfc5-15d7cb905300,18,male,-30.7,0,20.3,057251.jpg1,0.926081657,0.003247716,0.001092955,0.01682442,0.000113523,0.050745256,0.000844868,0.001049602,44,216,122,44
057751.jpg2,131,48,167,48,f043991d-92a7-4609-adbf-23b73fba3247,32,female,21.8,0,-3.1,057501.jpg1,0.9850287,0.001090318,0.005108293,0.000646999,0.000583692,0.00650683,0.000811069,0.000224087,100,280,56,100
057751.jpg3,91,45,560,45,f077bfa5-41cd-451a-9110-7dd8467bfda8,18,female,-50.7,0,12.6,057751.jpg1,0.958193,0.02172373,8.5677E-05,2.41102E-05,0.00177383,0.016723298,0.001283256,0.000193109,50,166,130,50
058001.jpg1,99,83,193,83,d55eede5-8e37-4152-a9bb-72dd4534ebb5,14,female,29.6,0,9.2,057751.jpg2,0.7087883,0.001352287,0.195247382,0.001178103,8.73628E-05,0.003383244,0.028665027,0.06129832,48,529,54,48
058251.jpg1,78,164,311,164,c00c6179-5ea0-4525-98c2-300cd69a5f0b,29,male,-33.3,0,5.1,057751.jpg3,0.9247285,0.061125513,0.000325644,0.000231986,0.006392683,0.007115941,7.39043E-05,5.83056E-06,44,561,92,44
058751.jpg1,66,98,270,98,245dea1a-40a4-4fa9-9968-04682ad44b50,42,male,-3.5,0,7.2,058001.jpg1,0.831145346,0.000591802,0.00048672,5.68862E-06,0.000577593,0.166288361,0.000776436,0.000128042,86,192,97,86
059251.jpg1,70,39,503,39,57c11d05-437e-4e55-8518-9b4b8ab53dc1,27,female,-32.1,0,11.1,058251.jpg1,0.80541414,0.021418208,0.000205796,0.002833259,0.005036453,0.09248506,0.06432639,0.008280679,159,314,80,159
059251.jpg2,54,37,193,37,71939978-e094-4fc9-86b9-0021c9403915,23,male,48.8,0,-8.4,058751.jpg1,0.8429456,0.010877672,0.003251075,0.135383785,3.02743E-05,0.000452147,0.00548524,0.001574227,98,269,66,98
059751.jpg1,61,96,256,96,dccfc392-2a29-4fb5-ad9a-d3fb2c25acbc,45,male,-17.3,0,1.9,059251.jpg1,0.9644904,0.000128597,0.003184275,0.003651089,0.000107484,0.018108925,0.010188146,0.000141096,39,503,70,39
060001.jpg1,72,99,261,99,d92e70f8-794c-41c2-9750-5b394c888983,38,male,-1.4,0,-3.5,059251.jpg2,0.9517377,0.000557962,0.000898249,0.016187087,6.65219E-05,0.026025996,0.003112082,0.001414396,38,192,54,38
061001.jpg1,88,132,236,132,70bda8c1-167b-4da1-a0a7-a15a55b2a48f,85,male,-1.9,0,-0.7,059751.jpg1,0.891755939,0.074244104,0.00052569,0.023795152,0.000226414,0.002186044,0.00614335,0.001123293,96,256,61,96
061251.jpg1,95,139,229,139,f4ac26aa-c987-4e9a-bbb9-d0da0d020755,74,male,-0.9,0,-0.7,060001.jpg1,0.847961545,0.001008348,0.051864836,0.000571048,0.000498177,0.07191208,0.015786326,0.010397648,98,262,72,98
061501.jpg1,86,143,229,143,c0fd95a5-80a0-4637-b25b-16dd0db39f34,76,male,-4,0,-0.6,061001.jpg1,0.85097456,0.019517342,0.04283131,0.044196863,0.000340484,0.005267906,0.011328189,0.025543371,132,236,88,132
061751.jpg1,75,139,236,139,3bdde370-93aa-41fd-9013-4d77c8fdbdb1,78,male,-3.3,0,-0.1,061251.jpg1,0.738942266,0.003126564,0.08053715,0.06818855,0.001340334,0.01241409,0.052369952,0.043081097,140,229,94,140
062001.jpg1,72,138,267,138,61457221-aedd-4aa5-bd66-62e91497ef6f,76,male,-4,0,-0.3,061501.jpg1,0.8434771,0.008206701,0.05751693,0.005475717,0.007473227,0.015089942,0.014651822,0.048108596,139,231,88,139
062251.jpg1,89,139,233,139,eb546f67-e898-486c-9915-a86736105c7a,83,male,-5.3,0,-3.2,061751.jpg1,0.933090448,0.014096946,0.01261636,0.013573136,0.001009901,0.006734406,0.007637365,0.011241424,138,237,76,138
062501.jpg1,89,139,256,139,26d2b3f8-6e7b-4b57-bd3f-d8aeb0fa6a61,83,male,-3.3,0,-1.9,062001.jpg1,0.9843821,0.001227896,0.003251194,0.003259111,0.000166333,0.00489256,0.002410494,0.000410326,140,266,71,140
062751.jpg1,104,143,235,143,3b767973-5e8f-4209-bc17-0aebff8734b5,83,male,-1.1,0,-5,062251.jpg1,0.609235,0.003193888,0.143473119,0.007100622,0.000809752,0.009119023,0.028879657,0.198188975,139,234,89,139
063251.jpg1,106,46,211,46,108c7c2e-76c7-4dcd-9171-b69beabe67b0,37,male,0.1,0,5.3,062501.jpg1,0.989236057,0.003890798,0.004135324,0.00120805,0.000244183,0.000242125,0.000919718,0.000123729,142,254,87,142
063251.jpg2,119,38,112,38,4b25c3f0-b776-415b-9de2-98e4fc2bdadc,45,male,-9.4,0,6.1,062751.jpg1,0.540118158,0.321935415,0.07612337,0.005819071,0.000249318,0.000537545,0.017080773,0.038136333,144,233,103,144
063251.jpg3,146,38,503,38,5287b083-baa0-478e-b8a4-de5d1a9cacf8,44,male,-42.9,0,2.4,063251.jpg1,0.732748747,0.000806748,0.004402632,0.19140996,0.000242488,0.008694083,0.057104662,0.004590692,47,211,106,47
063501.jpg1,119,39,428,39,04c7990f-ba86-4cb8-b4df-e03df1139eb5,41,male,-41.9,0,0.4,063251.jpg2,0.258079976,0.000710088,0.000659115,0.731784344,0.001267275,0.004786123,0.002578357,0.000134752,39,111,119,39
064251.jpg1,124,79,177,79,5a43d529-c002-4c56-9a28-120b3b485106,27,male,8.1,0,-1.4,063251.jpg3,0.375195771,2.0441E-05,3.76487E-05,0.622694433,1.29261E-06,0.001937812,9.89726E-05,1.36176E-05,38,504,146,38
064251.jpg2,83,70,429,70,ae3442e5-1e07-41bb-a9aa-0c7d9a3529b3,31,female,-5.3,0,-9.3,063501.jpg1,0.030669479,1.62217E-05,4.67543E-05,0.9674216,4.41939E-06,0.001828464,4.85698E-06,8.21674E-06,39,427,119,39
064501.jpg1,106,137,272,137,2007196f-fae9-4b74-a129-88ff728469e1,38,male,-0.5,0,-5.1,064251.jpg1,0.941156,1.70958E-06,0.000492745,0.000221135,7.27E-07,0.058023512,6.88717E-05,3.52627E-05,80,177,124,80
064751.jpg1,81,137,236,137,1979faf4-0461-488f-9ea9-81e3d41a9499,81,male,21.8,0,-2.5,064251.jpg2,0.7748788,5.41902E-05,6.86488E-05,0.000405793,0.000364591,0.2217086,0.001946291,0.000573097,68,430,83,68
065001.jpg1,88,136,278,136,692b0c14-ab3a-4142-993e-e3bd524c882f,38,male,2.2,0,1,064501.jpg1,0.9908311,0.00012833,0.000747421,8.6226E-06,0.000702754,0.007458721,0.000121096,1.98084E-06,137,273,106,137
065251.jpg1,90,136,222,136,9c11319d-1e04-4b58-9131-b6f8d2ff5f9e,82,male,19.4,0,-8.3,064751.jpg1,0.9919044,0.001955981,0.001195127,0.002296682,0.000645352,0.000552135,0.001331903,0.000118453,135,237,81,135
065501.jpg1,77,142,178,142,fb0a0a8d-318d-4cc0-b758-075d5f089f4a,82,male,-4,0,-5.1,065001.jpg1,0.940541863,0.014470307,0.002941765,0.024254406,0.000429699,0.000372808,0.015209883,0.001779261,135,280,88,135
065751.jpg1,87,139,84,139,790c5ce0-4578-410c-8312-ddb0d284bcb8,76,male,29.9,0,-4.7,065251.jpg1,0.5592231,0.019083278,0.37177974,0.002440692,0.002187693,0.000811941,0.007115391,0.03735815,134,222,92,134
065751.jpg2,96,100,358,100,a992a582-3b39-48ac-8886-7f187ad6083a,48,female,-49.4,0,11.4,065501.jpg1,0.9797448,0.007010693,0.000922989,0.004317623,0.003602407,0.003005346,0.001228637,0.000167505,143,179,77,143
066001.jpg1,99,134,252,134,61370bef-aed6-4d65-a0fe-9cff6370afd4,37,male,-2.3,0,-5.1,065751.jpg1,0.6031007,0.033407304,0.333938479,0.000361025,0.000310726,0.001021299,0.007994724,0.019865753,139,85,87,139
066251.jpg1,86,154,108,154,d836780f-8554-4dff-a700-1e5ee318a13a,82,male,21.8,0,-2.1,065751.jpg2,0.354031265,8.06359E-06,2.66432E-06,0.6447361,2.38796E-06,0.001059242,0.000148241,1.20282E-05,99,358,97,99
066251.jpg2,98,120,412,120,dcf57280-1d29-4195-81fa-a5dd973a5da5,55,female,3.1,0,5,066001.jpg1,0.955574751,0.000129978,0.005066353,1.47166E-05,1.65698E-05,0.038226668,0.00064245,0.000328513,132,252,99,132
066501.jpg1,88,145,212,145,f5622241-770d-4771-884b-ed756653ba69,82,male,20.7,0,-7.2,066251.jpg1,0.743372738,0.003879711,0.001917269,0.2037051,0.000275871,0.034685046,0.002986856,0.009177405,153,109,86,153
066751.jpg1,89,149,208,149,1fa8623c-264a-47fb-9605-3786a5878389,78,male,-8.5,0,0.9,066251.jpg2,0.6131152,0.004157956,0.000469801,0.354539752,0.00338328,0.009167122,0.014913889,0.000253003,124,410,96,124
067001.jpg1,99,151,220,151,6deab314-0a28-43f6-a941-87f8553dc5ca,81,male,-3.3,0,-0.3,066501.jpg1,0.625581861,0.010205757,0.2793464,0.029246885,0.005591285,0.002196361,0.027369306,0.02046212,148,210,86,148
067251.jpg1,102,143,244,143,acfb1af1-f7ea-4b27-b9a3-3c7d9f9bf39b,86,male,33.6,0,-4.8,066751.jpg1,0.7778688,0.1533043,0.0304579,0.01280708,0.000420526,0.002693465,0.013913625,0.008534316,147,209,90,147
067501.jpg1,95,116,243,116,fc021174-14a0-4700-b456-bde0e6b523b4,40,female,4,0,-21.8,067001.jpg1,0.86622566,0.003397802,0.048551552,0.032662157,0.00242254,0.01154031,0.016683677,0.018516313,151,221,100,151
067751.jpg1,117,136,247,136,7c5e5483-45c5-45c9-ba96-9763c4056f0e,34,female,-4,0,5.3,067251.jpg1,0.861909151,0.059959125,0.005165747,0.011052107,0.011821434,0.04194825,0.005451404,0.002692756,143,242,101,143
068251.jpg1,108,132,258,132,cfa687a6-65ef-49c3-9d2c-b1967e14086f,44,female,12.2,0,-18.4,067501.jpg1,0.926594257,0.000729844,0.000858601,0.029592114,0.000269098,0.01557029,0.025338357,0.001047437,117,242,94,117
068501.jpg1,111,135,260,135,258f6463-5c91-4437-bf53-abe11d9bd528,46,female,2.6,0,6.3,067751.jpg1,0.760855258,0.059945803,0.0085507,0.014548658,0.013231489,0.06610759,0.04510935,0.031651128,137,247,117,137
068751.jpg1,96,131,277,131,2d7c71e1-e782-44ac-9cd1-e463057cd91c,34,female,13.9,0,-7.4,068251.jpg1,0.954267144,0.005784579,0.005552623,0.008510097,0.000750667,0.015283082,0.008135049,0.00171676,133,257,107,133
069001.jpg1,111,135,249,135,26293b91-639f-48b1-9462-3bd9b4aafa5b,46,female,-3.6,0,-3.4,068501.jpg1,0.786300242,0.012169974,0.006651776,0.140237078,0.001327444,0.015491101,0.016689267,0.021133114,137,259,109,137
069251.jpg1,104,135,251,135,c15e6d77-3509-4ba2-84be-94ebcd1791ea,46,female,7.4,0,-7.5,068751.jpg1,0.777061939,0.032662,0.000488426,0.147133768,0.004425986,0.03120889,0.006198356,0.00082065,133,276,96,133
069501.jpg1,105,131,433,131,9004cc8c-f734-48f4-bd8a-d98c9578c4bb,45,female,12,0,-11.6,069001.jpg1,0.5513841,0.317652822,0.001964399,0.002587612,0.006360224,0.08552658,0.013406399,0.021117853,135,249,110,135
069501.jpg2,94,123,147,123,ddbd5ffd-51e9-48e3-8409-4538df2293e2,59,male,47.6,0,-5,069251.jpg1,0.4224407,0.545687139,0.004541433,0.003107399,0.006392951,0.009624021,0.002937905,0.005268411,135,252,104,135
069751.jpg1,102,136,426,136,6e72e907-4102-43bc-9154-f215412b12c9,44,female,3.4,0,-13.9,069501.jpg1,0.000401401,8.76546E-05,6.22E-09,0.999507248,1.73E-09,3.49E-10,3.65277E-06,6.44E-09,131,434,105,131
070001.jpg1,100,129,291,129,1154f525-7880-4d66-a9ed-307923ad8903,20,female,8.6,0,2,069501.jpg2,0.874513865,0.048586253,0.05206344,0.00040945,0.007852095,0.012478756,0.002234448,0.001861718,125,146,93,125
070251.jpg1,109,136,260,136,49391102-46c1-4b36-8374-d2aed56508f0,59,female,-2.5,0,0.7,069751.jpg1,0.52719295,0.018386457,0.001954677,0.415774375,0.000567259,0.000664976,0.031136096,0.004323225,134,427,103,134
070501.jpg1,54,76,128,76,b8206b5d-e71c-4274-8b11-d780c072071b,30,male,-35.7,0,14.6,070001.jpg1,0.7900149,0.026062127,0.000934618,0.04958512,0.025677484,0.077320196,0.012906131,0.017499404,130,290,100,130
070501.jpg2,142,64,320,64,e3b8183b-263b-40dc-90db-1c3b7b687748,54,female,-50,0,6.4,070251.jpg1,0.762503743,0.138701573,0.001465288,0.04324593,0.001157433,0.006002663,0.0439674,0.002955968,134,261,109,134
070751.jpg1,81,130,286,130,81977801-e433-43c3-ba03-db58dbef88f4,43,female,15.9,0,-6.2,070501.jpg1,0.203573883,0.000175393,3.97601E-05,0.7758659,0.000275133,0.019920422,0.000137007,1.24882E-05,64,320,142,64
071001.jpg1,111,121,283,121,f874b9f0-f4f4-4730-aefc-17d723cf18c4,60,female,-6.4,0,8.9,070751.jpg1,0.422824055,0.04763498,0.002589715,0.5219697,0.000697824,0.000372906,0.003482662,0.000428214,128,287,81,128
071251.jpg1,85,112,282,112,f7d13570-8764-4d0d-9728-72ce83497dd3,43,female,3.8,0,-5.2,071001.jpg1,0.8504099,0.08568203,0.00287621,0.02263011,0.002409628,0.002904848,0.031454653,0.001632597,120,283,111,120
071501.jpg1,59,72,166,72,32351310-1c2d-4f31-af71-796d31fd3d59,72,male,-41.6,0,2.8,071251.jpg1,0.6237829,0.018744126,0.002337165,0.337521881,0.001748936,0.007280606,0.00695531,0.00162914,115,281,84,115
071501.jpg2,125,72,354,72,f3978c7c-346d-4f2e-b35d-2c36da5a5183,46,female,-41.9,0,8.5,071501.jpg1,0.3572199,0.012362337,0.00028286,0.618924141,0.002025025,0.008763159,0.000300783,0.000121801,72,353,125,72
072001.jpg1,89,135,199,135,3ffa1c15-92c5-4743-8f15-73712eafc1a7,84,male,-3,0,-2.3,072001.jpg1,0.836434364,0.006770435,0.008052145,0.09154211,0.001895147,0.002761263,0.04631503,0.006229537,134,200,89,134
072251.jpg1,78,136,176,136,f5d25a54-dc91-4bf0-ace7-daf9935e2ef6,80,male,8.2,0,-6.7,072251.jpg1,0.9212371,0.013795223,0.008555207,0.048479278,0.002555423,0.002367998,0.001858759,0.001151009,137,176,79,137
072501.jpg1,74,142,222,142,fd269daf-f6d5-4677-808f-b0d72cc2fb8c,82,male,17.4,0,-3.2,072501.jpg1,0.9762488,0.005253575,0.004600144,0.00516166,0.00047609,0.004436861,0.002960665,0.000862204,142,223,74,142
