_id,scores/scores/neutral,scores/scores/surprise,scores/scores/anger,scores/scores/happiness,scores/scores/fear,scores/scores/sadness,scores/scores/contempt,scores/scores/disgust,scores/faceRectangle/width,scores/faceRectangle/left,scores/faceRectangle/top,scores/faceRectangle/height
041501.jpg1,0.9194668,0.011235618,0.00221697381,0.04770647,0.0000217828365,0.00283656968,0.00504200626,0.0114737749,136,127,76,136
041501.jpg2,0.979948,0.0140817547,0.0000215503223,0.00163987651,0.000386923581,0.00275699352,0.00111672352,0.0000481846328,101,343,96,101
041751.jpg1,0.929293036,0.0147423809,0.03729486,0.007726249,0.00001366606,0.000298100058,0.00471082469,0.0059208707,132,98,86,132
041751.jpg2,0.8552058,0.12384326,0.000221649447,0.0113468384,0.0014085786,0.00470624538,0.00308367121,0.0001839653,97,345,94,97
042001.jpg1,0.6426167,0.00726591842,0.0372574031,0.0390962474,0.0211161822,0.211786121,0.0275268555,0.0133345844,134,114,89,134
042001.jpg2,0.900661349,0.0408568531,0.000339794176,0.00169428182,0.00161498762,0.0544297658,0.0003344362,0.00006856059,91,364,107,91
042251.jpg1,0.260413319,0.00267366157,0.6038345,0.0544068143,0.000142365971,0.0008467696,0.00674364576,0.07093889,146,189,91,146
042501.jpg1,0.9321819,0.00184458063,0.007861513,0.040795356,0.000418524985,0.0107675921,0.00428711437,0.00184343406,145,223,88,145
042751.jpg1,0.985382438,0.008191207,0.0000577576247,0.000230185324,0.0001893377,0.00557424268,0.000159553019,0.000215288048,146,279,88,146
043001.jpg1,0.210209414,0.00674894,0.750563,0.0130086243,0.00277192355,0.002985835,0.00145441818,0.0122577995,145,255,85,145
043251.jpg1,0.7317678,0.000875187165,0.003114447,0.000632323266,0.00133075449,0.251221776,0.00385004142,0.00720769074,146,199,116,146
043501.jpg1,0.7946647,0.151825771,0.000604852568,0.036726106,0.0007613383,0.00102232,0.0137265539,0.000668398163,117,274,91,117
043751.jpg1,0.846608639,0.000370445225,0.0236382373,0.00148052524,0.00006787766,0.11425,0.01120721,0.0023770493,128,56,141,128
043751.jpg2,0.4620646,0.012656399,0.00153400644,0.476413071,0.0006775176,0.00151443959,0.0421330743,0.003006901,115,392,92,115
044001.jpg1,0.9908454,0.002164208,0.000829361146,0.0001313542,0.0000991986453,0.00538688572,0.000438892923,0.000104734885,146,47,68,146
044001.jpg2,0.0690012947,0.00627146568,0.000771066931,0.9123032,0.0003924375,0.00178278983,0.00748890825,0.001988823,107,384,111,107
044251.jpg1,0.425779521,0.00218447158,0.000285480637,0.5542556,0.0008877651,0.0048364657,0.01139005,0.000380617421,118,387,93,118
044501.jpg1,0.932743,0.0390388072,0.007650031,0.003639808,0.006791482,0.00476565724,0.004215821,0.00115535758,145,78,89,145
044501.jpg2,0.150372922,0.00473125838,0.000113216454,0.837275147,0.0005380628,0.00345227146,0.00278798933,0.0007291287,121,385,86,121
044751.jpg1,0.6517004,0.0354425758,0.0135786058,0.2428803,0.00227879174,0.007923005,0.0315739438,0.0146224052,123,396,85,123
045001.jpg1,0.09508965,0.0000373356233,0.00149128377,0.233439714,0.0000222127946,0.007094286,0.662311,0.0005144782,125,183,160,125
045001.jpg2,0.460640877,0.00167754909,0.0002406777,0.509972453,0.000187137775,0.005730844,0.0189984012,0.00255204551,113,383,87,113
045251.jpg1,0.9812612,0.00272030453,0.00239704573,0.00233494886,0.0002087874,0.00418285467,0.006160342,0.000734500063,143,137,71,143
045251.jpg2,0.03983974,0.121395648,0.000478142028,0.8373728,0.000342638174,0.000039348728,0.00031597956,0.000215744993,116,397,76,116
045501.jpg1,0.7949461,0.000730426342,0.01799265,0.117068954,0.00013206467,0.0462208241,0.0195774753,0.0033315476,125,116,141,125
045501.jpg2,0.886554837,0.05936591,0.009521219,0.01599495,0.007511474,0.004835041,0.0129161356,0.00330042653,120,385,95,120
045751.jpg1,0.923430562,0.0113269,0.00256258459,0.0315356776,0.000203040516,0.009912444,0.0180946384,0.002934176,110,406,95,110
046001.jpg1,0.5352745,0.000754064,0.3480531,0.000841816247,0.00332110445,0.09909678,0.0107872058,0.00187143078,141,95,87,141
046001.jpg2,0.9704593,0.00120947289,0.00182454521,0.009719708,0.000341191073,0.009129855,0.006902534,0.000413388858,118,371,98,118
046251.jpg1,0.789834738,0.0238137133,0.119911492,0.00513061974,0.0112369545,0.0122021008,0.008875879,0.0289944876,140,86,92,140
046251.jpg2,0.9358197,0.0076662004,0.004459012,0.027402347,0.00117569137,0.0211020373,0.00114737276,0.00122766162,88,385,106,88
046501.jpg1,0.8874907,0.0101174405,0.0199151374,0.0357403345,0.00382426032,0.0255401749,0.009449352,0.007922638,140,76,91,140
046501.jpg2,0.855783045,0.0112486258,0.0011096301,0.0565341152,0.00226547429,0.0713332444,0.0010105446,0.0007153127,91,399,103,91
046751.jpg1,0.7600472,0.0336245038,0.08212664,0.007789907,0.03812038,0.0207971688,0.0136519345,0.0438422449,140,190,92,140
047001.jpg1,0.85148865,0.0063451957,0.121873431,0.000595585851,0.00003471165,0.00488539459,0.000146294624,0.014630761,93,214,72,93
047001.jpg2,0.812536061,0.000159532574,0.00115249248,0.000249930919,0.000145450962,0.183581755,0.00171447615,0.000460328563,83,432,122,83
047251.jpg1,0.823908865,0.00178409088,0.00309720146,0.00129842048,0.000577469938,0.143744946,0.009025916,0.0165631045,113,244,95,113
047501.jpg1,0.9085325,0.00538648153,0.00249570888,0.0477102734,0.000387384527,0.0273078661,0.0059142,0.002265611,117,427,88,117
047751.jpg1,0.8792005,0.00438677,0.0432214849,0.003430642,0.000610679039,0.0373494,0.0279840268,0.00381650031,136,82,85,136
047751.jpg2,0.117106728,0.004044486,0.000234380568,0.87208575,0.00176929613,0.00274979277,0.001761753,0.000247824035,120,390,85,120
048001.jpg1,0.94424057,0.00242429343,0.005391641,0.002092073,0.0018512517,0.0424742363,0.00110671553,0.000419199816,141,77,68,141
048001.jpg2,0.955707133,0.0124682179,0.00231712731,0.004993743,0.000347064779,0.0180654265,0.00385601074,0.00224529067,114,440,78,114
048251.jpg1,0.00246621156,0.0000037798834,0.00202759821,0.00009190787,0.00000469807947,0.923876941,0.06066423,0.0108646378,136,59,90,136
048251.jpg2,0.8943121,0.009316453,0.009290137,0.00519946,0.000938399462,0.0488490425,0.0162882414,0.01580616,113,402,82,113
048501.jpg1,0.8442331,0.013430356,0.00130677142,0.04437306,0.00111297343,0.07649559,0.009493497,0.00955467,109,375,85,109
048751.jpg1,0.952396452,0.01256854,0.00172308169,0.0009822713,0.00686610444,0.023637455,0.00130267872,0.0005233866,139,146,96,139
048751.jpg2,0.735758841,0.0109702731,0.000688038766,0.0728395,0.001032325,0.1548362,0.0155382548,0.008336564,109,375,91,109
049001.jpg1,0.852402568,0.09379652,0.00694159139,0.007618381,0.000125154722,0.00104005821,0.0172473043,0.0208284389,140,83,80,140
049001.jpg2,0.936329246,0.0103696277,0.00197726884,0.00251955749,0.00007230707,0.00422197673,0.043022003,0.00148800132,114,391,82,114
049251.jpg1,0.9554783,0.0000606663925,0.00117677287,0.0008182906,0.00001535517,0.04004055,0.00223694229,0.000173104869,144,67,123,144
049251.jpg2,0.6480576,0.05569598,0.004126415,0.190471441,0.004384673,0.04407121,0.0409306735,0.0122620473,115,377,86,115
049501.jpg1,0.5633746,0.0192815885,0.00132288772,0.388797224,0.00021666575,0.016748732,0.007900081,0.00235824613,137,50,90,137
049501.jpg2,0.9264029,0.00403716275,0.017756775,0.00048626354,0.00029951887,0.0366511643,0.0103321,0.004034084,112,361,83,112
049751.jpg1,0.5546568,0.0103243655,0.0009988921,0.000631659233,0.03844585,0.388531923,0.00218991935,0.00422058,137,90,101,137
049751.jpg2,0.486186177,0.0391536579,0.172685683,0.11427588,0.0032882744,0.008585477,0.043994192,0.131830677,111,368,100,111
050001.jpg1,0.696253359,0.0227255,0.157346725,0.007712968,0.000284964684,0.0068870564,0.0610651039,0.0477243364,137,140,130,137
050001.jpg2,0.5424869,0.135615721,0.0257098153,0.240372911,0.007616793,0.0199395716,0.0114189805,0.0168392956,118,369,108,118
050251.jpg1,0.797758341,0.00329215615,0.0139764138,0.0136564011,0.0009829018,0.0318122171,0.0404055864,0.09811598,136,88,103,136
050251.jpg2,0.9208224,0.006582295,0.004027527,0.0195538178,0.00122158462,0.0418550819,0.004260197,0.00167713233,95,364,101,95
050501.jpg1,0.5584403,0.0123455571,0.3411858,0.012726957,0.00100094278,0.00349110924,0.0239601657,0.0468491353,137,107,121,137
050501.jpg2,0.9557326,0.0032590928,0.002028277,0.0261981245,0.0004405019,0.0117138112,0.000360586157,0.000266999617,94,367,100,94
050751.jpg1,0.9913677,0.00148912554,0.00110661355,0.00211328734,0.00004965096,0.002226884,0.00128813356,0.0003586274,133,68,68,133
050751.jpg2,0.85758394,0.00230349367,0.000515819353,0.103457041,0.000282127,0.0323727466,0.00301024178,0.000474619883,93,368,99,93
051001.jpg1,0.44656828,0.0137301069,0.4591932,0.00401250971,0.000289017247,0.00137017679,0.01777406,0.05706264,136,190,94,136
051251.jpg1,0.946459055,0.0053603705,0.006651326,0.009141527,0.00122468686,0.0207821336,0.0061966083,0.00418429868,134,233,83,134
051501.jpg1,0.4891487,0.03218188,0.345574647,0.00146387611,0.001373466,0.004486596,0.009729813,0.116041042,137,215,86,137
051751.jpg1,0.772688746,0.0202096943,0.124181673,0.0184467658,0.00144801987,0.00204025046,0.016515417,0.044469405,136,230,63,136
052001.jpg1,0.715030253,0.09738048,0.105179496,0.02354,0.00145173585,0.00339910062,0.0143594993,0.03965942,139,194,79,139
052251.jpg1,0.2583215,0.08151374,0.52294445,0.0206469744,0.0163248014,0.0292158946,0.007555119,0.063477546,135,193,101,135
052501.jpg1,0.8111543,0.0373462923,0.0223145746,0.03049805,0.0069266567,0.0651356354,0.006869247,0.0197552182,132,186,82,132
052751.jpg1,0.07083568,0.0105212154,0.6830093,0.213971749,0.007338957,0.00151007331,0.0004665572,0.0123464176,130,247,109,130
053251.jpg1,0.282304436,0.000228094956,0.00157582713,0.6788478,0.0000183354878,0.0028991194,0.0300629437,0.004063478,41,453,87,41
053501.jpg1,0.36859262,0.00177425682,0.000147557017,0.612251461,0.00101392262,0.0113281645,0.004186879,0.0007051256,119,266,99,119
053751.jpg1,0.9967135,0.00005984922,0.000106036066,0.00281436113,0.000007183574,0.0001977994,0.00009917034,0.00000206768163,131,66,50,131
053751.jpg2,0.446648151,0.001685871,0.000367087,0.517421246,0.000174507455,0.0150391953,0.0102282465,0.00843570847,109,406,106,109
054001.jpg1,0.371542037,0.6277421,0.000045901892,0.000004349584,0.00004814011,0.000484475138,0.000117502452,0.0000154640275,116,222,104,116
054251.jpg1,0.850281537,0.0056030103,0.007264788,0.0482279,0.0008168725,0.0437317528,0.0200218558,0.02405227,108,260,110,108
054501.jpg1,0.921567,0.0408028774,0.0190951657,0.00421380438,0.000104010469,0.00103838858,0.00353824161,0.009640492,134,56,105,134
054501.jpg2,0.7357321,0.0235483311,0.00168557756,0.184025049,0.00142679247,0.04491996,0.00527138263,0.003390806,107,398,107,107
054751.jpg1,0.397539,0.001296209,0.00123477238,0.550353,0.00155874155,0.006829308,0.0387480073,0.00244095642,115,216,97,115
055001.jpg1,0.9800607,0.00008005111,0.0028248555,0.000266516348,0.0000186280577,0.01070368,0.00539745577,0.000648102141,128,135,72,128
055001.jpg2,0.818406761,0.0134806409,0.0103239277,0.000874387741,0.00315370481,0.101521239,0.0066285003,0.0456108153,113,415,109,113
055251.jpg1,0.956103146,0.00608474342,0.00194886129,0.0020295782,0.000188744161,0.02568478,0.005571414,0.00238871947,130,110,100,130
055251.jpg2,0.881345,0.00173886726,0.00009991776,0.0213977881,0.000108347638,0.09085915,0.003066546,0.00138439052,106,404,114,106
055501.jpg1,0.9998042,2.250517e-7,0.0000289842355,9.23568564e-7,6.046937e-7,0.0001642501,8.307445e-7,2.67832911e-9,82,82,87,82
055501.jpg2,0.5252661,0.2624026,0.00369549682,0.170293123,0.002969367,0.01087223,0.00378805376,0.0207130518,69,456,65,69
055751.jpg1,0.774688244,0.0498932637,0.06863256,0.0208501834,0.0006042764,0.006688096,0.0433169,0.0353264548,136,97,101,136
055751.jpg2,0.865008533,0.00302964752,0.0004092096,0.0772414654,0.000274567923,0.03162404,0.02177929,0.00063325424,92,368,107,92
056001.jpg1,0.7832046,0.00170521706,0.000784731645,0.197220191,0.00013009322,0.008727285,0.00262465049,0.005603191,135,110,108,135
056001.jpg2,0.9514186,0.00108969572,0.0000448451938,0.03473145,0.00003489045,0.0115773873,0.00102600642,0.00007713254,95,374,97,95
056251.jpg1,0.46370706,0.00219127443,0.315764785,0.0246226341,0.00304605742,0.024811089,0.0627234355,0.103133656,133,66,89,133
056251.jpg2,0.951743543,0.0002905078,0.0000355454358,0.005277403,0.0000280854165,0.024890596,0.0175881069,0.000146233448,98,382,108,98
056501.jpg1,0.715897739,0.259164035,0.0146872913,0.000147622646,0.000227380355,0.000885004643,0.00450445665,0.004486476,134,265,86,134
056751.jpg1,0.480067283,0.00588679453,0.375064552,0.0158340409,0.00304744486,0.007539593,0.04707651,0.06548379,132,259,111,132
057001.jpg1,0.83960253,0.00194700726,0.0522000864,0.0206177812,0.00147265114,0.037141785,0.029854795,0.0171633884,78,133,92,78
057001.jpg2,0.502479732,0.109331004,0.008362958,0.102570668,0.028602371,0.151157409,0.0523063242,0.04518952,69,453,74,69
057251.jpg1,0.926081657,0.00324771623,0.00109295454,0.01682442,0.000113522925,0.0507452562,0.000844867842,0.00104960159,44,216,122,44
057501.jpg1,0.9850287,0.00109031843,0.00510829268,0.0006469985,0.0005836922,0.00650683045,0.000811069156,0.000224086834,100,280,56,100
057751.jpg1,0.958193,0.02172373,0.00008567702,0.0000241102371,0.0017738298,0.0167232975,0.00128325645,0.000193108557,50,166,130,50
057751.jpg2,0.7087883,0.00135228678,0.195247382,0.0011781028,0.0000873627941,0.00338324415,0.0286650266,0.06129832,48,529,54,48
057751.jpg3,0.9247285,0.0611255132,0.0003256435,0.0002319859,0.006392683,0.007115941,0.0000739042953,0.000005830562,44,561,92,44
058001.jpg1,0.831145346,0.000591802,0.0004867204,0.00000568861742,0.0005775925,0.166288361,0.0007764356,0.000128042069,86,192,97,86
058251.jpg1,0.80541414,0.0214182083,0.000205796037,0.00283325883,0.005036453,0.09248506,0.06432639,0.008280679,159,314,80,159
058751.jpg1,0.8429456,0.0108776717,0.003251075,0.135383785,0.0000302742628,0.000452146662,0.00548524,0.00157422666,98,269,66,98
059251.jpg1,0.9644904,0.000128597167,0.00318427547,0.00365108927,0.000107483851,0.0181089249,0.0101881456,0.000141096083,39,503,70,39
059251.jpg2,0.9517377,0.0005579623,0.0008982493,0.0161870867,0.0000665218759,0.0260259956,0.00311208167,0.00141439564,38,192,54,38
059751.jpg1,0.891755939,0.0742441043,0.0005256903,0.0237951521,0.000226414224,0.00218604435,0.00614335,0.00112329342,96,256,61,96
060001.jpg1,0.847961545,0.00100834807,0.0518648364,0.0005710477,0.0004981774,0.07191208,0.0157863256,0.0103976484,98,262,72,98
061001.jpg1,0.85097456,0.0195173416,0.04283131,0.0441968627,0.000340484257,0.005267906,0.0113281887,0.0255433712,132,236,88,132
061251.jpg1,0.738942266,0.0031265635,0.08053715,0.06818855,0.00134033442,0.01241409,0.0523699522,0.0430810973,140,229,94,140
061501.jpg1,0.8434771,0.008206701,0.05751693,0.00547571667,0.007473227,0.0150899421,0.0146518219,0.0481085964,139,231,88,139
061751.jpg1,0.933090448,0.0140969455,0.01261636,0.0135731362,0.00100990129,0.006734406,0.00763736526,0.0112414239,138,237,76,138
062001.jpg1,0.9843821,0.00122789561,0.00325119426,0.0032591105,0.00016633331,0.00489256,0.00241049449,0.000410325825,140,266,71,140
062251.jpg1,0.609235,0.00319388765,0.143473119,0.007100622,0.000809752266,0.009119023,0.0288796574,0.198188975,139,234,89,139
062501.jpg1,0.989236057,0.00389079843,0.00413532369,0.00120804971,0.000244183,0.000242124763,0.00091971783,0.000123728925,142,254,87,142
062751.jpg1,0.540118158,0.321935415,0.07612337,0.005819071,0.000249317585,0.0005375454,0.0170807727,0.0381363332,144,233,103,144
063251.jpg1,0.732748747,0.0008067476,0.00440263236,0.19140996,0.0002424875,0.0086940825,0.0571046621,0.004590692,47,211,106,47
063251.jpg2,0.258079976,0.0007100882,0.0006591148,0.731784344,0.00126727507,0.004786123,0.00257835677,0.000134752016,39,111,119,39
063251.jpg3,0.375195771,0.0000204409844,0.00003764868,0.622694433,0.00000129261366,0.00193781243,0.00009897259,0.0000136175922,38,504,146,38
063501.jpg1,0.0306694787,0.000016221722,0.00004675433,0.9674216,0.000004419387,0.00182846375,0.000004856979,0.00000821674,39,427,119,39
064251.jpg1,0.941156,0.00000170957674,0.000492744963,0.000221135488,7.27297333e-7,0.0580235124,0.0000688716755,0.0000352627321,80,177,124,80
064251.jpg2,0.7748788,0.0000541902082,0.00006864881,0.000405792583,0.000364590582,0.2217086,0.001946291,0.00057309703,68,430,83,68
064501.jpg1,0.9908311,0.000128329979,0.0007474211,0.0000086226,0.0007027535,0.007458721,0.000121096193,0.000001980837,137,273,106,137
064751.jpg1,0.9919044,0.00195598067,0.00119512668,0.00229668245,0.0006453524,0.000552135,0.00133190292,0.000118452568,135,237,81,135
065001.jpg1,0.940541863,0.0144703072,0.00294176466,0.0242544059,0.000429699256,0.0003728076,0.0152098825,0.00177926116,135,280,88,135
065251.jpg1,0.5592231,0.0190832783,0.37177974,0.00244069169,0.00218769256,0.0008119412,0.007115391,0.03735815,134,222,92,134
065501.jpg1,0.9797448,0.007010693,0.000922989,0.00431762263,0.00360240671,0.00300534558,0.00122863671,0.000167505015,143,179,77,143
065751.jpg1,0.6031007,0.0334073044,0.333938479,0.0003610245,0.0003107255,0.0010212987,0.007994724,0.0198657531,139,85,87,139
065751.jpg2,0.354031265,0.000008063586,0.00000266431766,0.6447361,0.00000238796451,0.00105924217,0.000148241423,0.0000120282366,99,358,97,99
066001.jpg1,0.955574751,0.000129978464,0.00506635336,0.0000147166038,0.00001656982,0.0382266678,0.000642449537,0.000328513124,132,252,99,132
066251.jpg1,0.743372738,0.003879711,0.0019172692,0.2037051,0.000275871338,0.0346850455,0.0029868558,0.009177405,153,109,86,153
066251.jpg2,0.6131152,0.00415795576,0.000469801045,0.354539752,0.00338328048,0.009167122,0.0149138886,0.0002530025,124,410,96,124
066501.jpg1,0.625581861,0.0102057569,0.2793464,0.0292468853,0.00559128541,0.002196361,0.0273693055,0.02046212,148,210,86,148
066751.jpg1,0.7778688,0.1533043,0.0304579,0.01280708,0.000420525874,0.00269346475,0.0139136249,0.008534316,147,209,90,147
067001.jpg1,0.86622566,0.00339780236,0.048551552,0.032662157,0.00242254045,0.01154031,0.0166836772,0.0185163133,151,221,100,151
067251.jpg1,0.861909151,0.0599591248,0.005165747,0.0110521074,0.0118214339,0.04194825,0.00545140356,0.002692756,143,242,101,143
067501.jpg1,0.926594257,0.0007298438,0.0008586009,0.0295921136,0.000269098469,0.01557029,0.0253383573,0.001047437,117,242,94,117
067751.jpg1,0.760855258,0.0599458031,0.0085507,0.0145486575,0.0132314889,0.06610759,0.04510935,0.0316511281,137,247,117,137
068251.jpg1,0.954267144,0.00578457862,0.005552623,0.008510097,0.0007506672,0.0152830817,0.008135049,0.00171675952,133,257,107,133
068501.jpg1,0.786300242,0.0121699739,0.00665177638,0.140237078,0.00132744422,0.015491101,0.016689267,0.0211331137,137,259,109,137
068751.jpg1,0.777061939,0.032662,0.000488425954,0.147133768,0.004425986,0.03120889,0.00619835639,0.00082064973,133,276,96,133
069001.jpg1,0.5513841,0.317652822,0.00196439936,0.002587612,0.00636022445,0.08552658,0.0134063987,0.021117853,135,249,110,135
069251.jpg1,0.4224407,0.545687139,0.00454143342,0.00310739945,0.006392951,0.009624021,0.00293790526,0.00526841125,135,252,104,135
069501.jpg1,0.000401400961,0.00008765459,6.21992147e-9,0.999507248,1.72972192e-9,3.48597151e-10,0.00000365277242,6.439851e-9,131,434,105,131
069501.jpg2,0.874513865,0.0485862531,0.05206344,0.000409449916,0.007852095,0.0124787558,0.00223444751,0.00186171825,125,146,93,125
069751.jpg1,0.52719295,0.0183864571,0.00195467728,0.415774375,0.0005672589,0.000664975669,0.0311360955,0.00432322454,134,427,103,134
070001.jpg1,0.7900149,0.0260621272,0.0009346175,0.04958512,0.0256774835,0.0773201957,0.0129061313,0.017499404,130,290,100,130
070251.jpg1,0.762503743,0.138701573,0.00146528787,0.04324593,0.00115743256,0.006002663,0.0439674,0.00295596849,134,261,109,134
070501.jpg1,0.203573883,0.000175392677,0.0000397601034,0.7758659,0.000275133119,0.0199204218,0.00013700717,0.0000124881844,64,320,142,64
070751.jpg1,0.422824055,0.04763498,0.00258971471,0.5219697,0.000697823649,0.000372905924,0.00348266237,0.000428213651,128,287,81,128
071001.jpg1,0.8504099,0.08568203,0.00287620956,0.02263011,0.00240962766,0.00290484773,0.0314546525,0.001632597,120,283,111,120
071251.jpg1,0.6237829,0.018744126,0.00233716541,0.337521881,0.00174893579,0.007280606,0.00695531024,0.00162913988,115,281,84,115
071501.jpg1,0.3572199,0.0123623367,0.000282859866,0.618924141,0.002025025,0.008763159,0.000300783053,0.000121800695,72,353,125,72
072001.jpg1,0.836434364,0.006770435,0.008052145,0.09154211,0.00189514749,0.0027612627,0.04631503,0.00622953661,134,200,89,134
072251.jpg1,0.9212371,0.0137952231,0.008555207,0.0484792776,0.00255542272,0.00236799777,0.00185875851,0.00115100888,137,176,79,137
072501.jpg1,0.9762488,0.005253575,0.00460014446,0.00516166,0.000476089946,0.00443686126,0.002960665,0.0008622043,142,223,74,142
072751.jpg1,0.901730359,0.0289055239,0.0120882075,0.008929544,0.0005258134,0.008961673,0.03211745,0.006741441,142,179,97,142
073001.jpg1,0.898635268,0.0106301755,0.0397370867,0.00387696479,0.00309084449,0.006211328,0.0124205882,0.0253977552,144,180,89,144
073251.jpg1,0.7188982,0.0164735168,0.152007461,0.0216315929,0.0006221921,0.00732282642,0.01933559,0.06370867,144,200,79,144
073501.jpg1,0.423813969,0.00241140858,0.353466064,0.0234016478,0.000569953,0.003220359,0.0351681821,0.1579484,144,214,93,144
073751.jpg1,0.959319353,0.0140577909,0.008743069,0.006158003,0.000423026533,0.00212441175,0.00543381227,0.00374055351,142,228,91,142
074001.jpg1,0.9244841,0.0101488046,0.0209938847,0.00560593139,0.00284170127,0.0197000671,0.00691879774,0.009306736,142,223,86,142
074251.jpg1,0.8055136,0.125159666,0.0190131664,0.00609758776,0.00728449225,0.0286003184,0.00611847034,0.00221268367,144,207,100,144
074751.jpg1,0.00163424225,0.0292656384,1.00070032e-8,0.9690931,0.00000181361975,2.79243835e-7,9.131845e-7,0.0000040138184,112,298,89,112
075251.jpg1,0.2154826,0.0005832171,0.0002142726,0.743279159,0.00052054663,0.0111763021,0.025149893,0.003593989,113,413,87,113
075501.jpg1,0.228993148,0.11430461,0.0000268030726,0.6408689,0.00461390149,0.006422437,0.0037436597,0.00102653785,116,422,90,116
075751.jpg1,0.406153977,0.422793537,0.00853118,0.015359493,0.0296843965,0.00251395022,0.111522585,0.00344088138,115,238,107,115
076001.jpg1,0.7457586,0.195951357,0.0168758724,0.000630303752,0.00111457682,0.0218781289,0.0137261776,0.004064991,116,222,98,116
076251.jpg1,0.6462557,0.31986025,0.02654271,0.000183388242,0.000401532016,0.000780494534,0.00277340226,0.00320255826,137,102,103,137
076251.jpg2,0.100420952,0.266659468,0.0004598777,0.62352407,0.00662582368,0.0008352219,0.0006466318,0.0008279662,123,393,92,123
076501.jpg1,0.9779705,0.00332271843,0.00395057769,0.007884088,0.0002170728,0.000594372046,0.00411965,0.00194105087,140,205,84,140
076751.jpg1,0.441969454,0.317123264,0.0135660786,0.05194912,0.111687504,0.0532405078,0.00409677858,0.00636727968,66,162,58,66
077001.jpg1,0.0284896754,0.850077152,0.0117620835,0.000149876112,0.10877075,0.0000251960682,0.0003840969,0.000341163774,139,164,118,139
077251.jpg1,0.940964758,0.00170224032,0.0005358023,0.0450601652,0.0006400262,0.003840941,0.00678468,0.000471402134,138,220,85,138
077501.jpg1,0.8984777,0.00361007079,0.0174604338,0.0345199369,0.0008463618,0.01331196,0.01687038,0.0149032008,139,209,108,139
077751.jpg1,0.8911673,0.0001734306,0.0208700877,0.000252795755,0.000140409553,0.08464575,0.00206231955,0.0006879255,49,127,64,49
077751.jpg2,0.00344551262,0.0000274098584,2.34811974e-8,0.996514,2.09172285e-7,0.0000113688247,0.00000142709587,3.81866361e-9,42,477,112,42
078001.jpg1,0.9604748,0.000808315352,0.006705469,0.00198522024,0.00003510763,0.007230965,0.02149328,0.00126686518,77,248,65,77
078001.jpg2,0.760920167,0.000187437021,0.0000247271455,0.227905154,0.000280398555,0.0104426453,0.000236525389,0.00000296606754,69,329,144,69
078251.jpg1,0.665019453,0.008087279,0.000075028,0.145069,0.003335249,0.17232579,0.003780309,0.00230787462,112,211,89,112
078501.jpg1,0.113531895,0.360868663,0.04936864,0.429774672,0.014657516,0.00373663451,0.000582402456,0.0274795927,123,391,72,123
078501.jpg2,0.9321012,0.00379604055,0.0350901149,0.00102896546,0.0007940938,0.01611296,0.00186815148,0.009208474,121,113,101,121
078751.jpg1,0.211649373,0.7627073,0.000331492949,0.0201036688,0.00205147173,0.002883536,0.000244855939,0.0000283049085,59,436,103,59
079001.jpg1,0.8782783,0.00196179235,0.000549987133,0.0221160129,0.000369964371,0.085434176,0.01077236,0.0005173692,131,69,101,131
079001.jpg2,0.5411722,0.0240244139,0.0005423266,0.295645028,0.0314276256,0.0859324038,0.0129738888,0.008282109,119,431,94,119
079251.jpg1,0.4339958,0.0147975758,0.0014507802,0.38863492,0.00820091553,0.107571378,0.028705636,0.0166429635,112,287,87,112
079501.jpg1,0.8713714,0.0467600822,0.006228307,0.011895488,0.00181126886,0.00705101667,0.05316505,0.00171740679,117,217,91,117
079751.jpg1,0.9308721,0.000414262351,0.00213530217,0.00465840753,0.000103118444,0.0534395538,0.007692577,0.000684721,110,254,94,110
080001.jpg1,0.4525225,0.015306185,0.01557025,0.462607861,0.0008153148,0.000452943175,0.04768042,0.00504456135,114,245,92,114
080501.jpg1,0.943202734,0.0229035579,0.004758896,0.00597789045,0.00577049,0.01339014,0.00295254169,0.001043731,139,164,84,139
080751.jpg1,0.86623466,0.022371836,0.07538314,0.000896798156,0.00125989935,0.00401151972,0.007520775,0.0223213919,135,205,59,135
081001.jpg1,0.90249896,0.0312070679,0.01911547,0.00897602,0.000699087454,0.016036991,0.0104243485,0.0110420305,137,196,101,137
081251.jpg1,0.6784555,0.0551044345,0.165402174,0.00411963835,0.00036070263,0.00252725836,0.04252204,0.0515082777,137,194,89,137
081501.jpg1,0.988945544,0.000266744726,0.0002575412,0.004201459,0.0000539437351,0.004791038,0.0014360249,0.00004771572,41,168,66,41
082001.jpg1,0.8488088,0.00175591931,0.00221904856,0.07928578,0.0004154303,0.0401894264,0.02554342,0.00178215979,111,311,100,111
082251.jpg1,0.843598366,0.00363145256,0.00497467257,0.00422669947,0.000541144458,0.134662271,0.006438914,0.00192644948,109,324,100,109
082751.jpg1,0.229224324,0.433811277,0.00177814078,0.21661973,0.02672129,0.03492736,0.0116951512,0.0452227332,115,292,100,115
083001.jpg1,0.0595930777,0.368171215,0.0000658586359,0.56918937,0.000441114738,0.00031792064,0.00133995188,0.000881486456,115,287,83,115
083251.jpg1,0.8489569,0.0320544243,0.00060398475,0.00164325454,0.001956877,0.08420438,0.00611862773,0.0244615376,112,272,111,112
083501.jpg1,0.859951,0.005840532,0.0123748705,0.0476596951,0.00248701475,0.0281051714,0.0335097648,0.0100719491,112,251,86,112
