_id,scores/scores/neutral,scores/scores/surprise,scores/scores/anger,scores/scores/happiness,scores/scores/fear,scores/scores/sadness,scores/scores/contempt,scores/scores/disgust,scores/faceRectangle/width,scores/faceRectangle/left,scores/faceRectangle/top,scores/faceRectangle/height
083751.jpg1,0.000020689833,0.000139898926,1.10591647e-9,0.999839365,1.69143757e-8,2.55112926e-8,5.67531844e-9,7.681679e-9,117,294,81,117
084001.jpg1,0.9524932,0.0000159869614,0.00522798952,0.0000739657,8.472311e-7,0.0223683659,0.0171008687,0.00271878159,49,137,74,49
084001.jpg2,0.2856495,0.009733292,0.00278268149,0.664707541,0.00169260928,0.00756755425,0.01747269,0.0103941113,48,458,96,48
084251.jpg1,0.939759552,0.009958883,0.000116453666,0.0215165615,0.000889928429,0.0145465657,0.0128313135,0.000380717684,109,271,61,109
084501.jpg1,0.456566,0.0324803069,0.004131724,0.474104255,0.00128063944,0.00258061034,0.02001884,0.008837609,116,233,98,116
084751.jpg1,0.878692031,0.0040845247,0.0375256427,0.0126061663,0.00102979969,0.0353046656,0.0258829053,0.004874249,77,171,69,77
084751.jpg2,0.922241,0.0293411687,0.00229692226,0.0345940776,0.00223173364,0.009019535,0.000147931147,0.000127681837,66,352,124,66
085001.jpg1,0.77053833,0.0591777042,0.00123949244,0.146303311,0.004096628,0.00399058638,0.008611237,0.00604274869,120,258,75,120
085501.jpg1,0.9636811,0.0156590883,0.00360824238,0.000850673066,0.000297634018,0.003198421,0.00533794845,0.00736688171,137,77,66,137
085501.jpg2,0.950790644,0.0192188658,0.0009677082,0.0160997175,0.00235391944,0.0101725161,0.000279112748,0.00011751573,97,379,110,97
085751.jpg1,0.9629056,0.009626594,0.00132138084,0.00224779174,0.00115249364,0.0132748848,0.008118544,0.00135274231,141,183,79,141
086001.jpg1,0.8392853,0.00602632249,0.0359115042,0.00316674518,0.00159224845,0.0262502,0.0275604185,0.0602072477,156,226,75,156
086251.jpg1,0.796446443,0.02473721,0.0577790737,0.007056891,0.000814232859,0.0127897421,0.006169234,0.0942071751,156,178,75,156
086501.jpg1,0.8697393,0.0482593253,0.0267854873,0.006111722,0.00217794883,0.005825437,0.0138043016,0.0272964668,161,196,68,161
086751.jpg1,0.963994145,0.008763708,0.009079797,0.007611965,0.00009157392,0.000977934,0.00465166336,0.00482920231,157,194,54,157
087001.jpg1,0.06870795,0.00117313559,0.00002472263,0.9189954,0.000156954367,0.009779082,0.00100188132,0.000160897238,58,497,107,58
087251.jpg1,0.6278718,0.0034774316,0.00180952821,0.309235215,0.000508171564,0.0215003137,0.02006771,0.0155298123,119,241,110,119
087501.jpg1,0.835912,0.034910474,0.0527296849,0.00263111154,0.0005693679,0.00341950264,0.0508008376,0.0190270189,66,412,108,66
087751.jpg1,0.691997647,0.0179325081,0.0070102457,0.260947436,0.00300825341,0.006577545,0.00537579274,0.00715056947,113,205,105,113
088001.jpg1,0.868776,0.0719321147,0.00193552894,0.0009412185,0.00202699564,0.0475289449,0.00250697113,0.00435218774,130,230,100,130
088251.jpg1,0.572537243,0.03129003,0.00221116841,0.343354344,0.002621299,0.007115922,0.03938672,0.00148326578,128,237,91,128
088501.jpg1,0.9835848,0.000323558575,0.001126654,0.004390125,0.00008037544,0.007311131,0.00303965178,0.0001436988,134,334,79,134
089001.jpg1,0.837510467,0.000700783567,0.0161336921,0.00279763,0.0003961206,0.129348084,0.00341067719,0.00970256,134,214,97,134
089251.jpg1,0.983340442,0.000013988958,0.000876730948,0.000364519277,0.0000031405757,0.0153624229,0.0000323360837,0.00000642513032,37,99,49,37
089501.jpg1,0.681328,0.01537732,0.0380486734,0.221278578,0.0009697073,0.0008335239,0.0324152149,0.009748977,115,265,77,115
089751.jpg1,0.5464575,0.0009675887,0.00351368566,0.0134699885,0.00951103,0.347896546,0.0158860181,0.06229761,120,299,99,120
090001.jpg1,0.8153706,0.0236635879,0.0304548237,0.00113363692,0.00195565983,0.09789594,0.00546564627,0.0240601078,137,185,96,137
090251.jpg1,0.9919904,0.00005477716,0.0000165533329,0.003203737,0.00000276628157,0.001482735,0.003224175,0.0000248613487,50,447,109,50
090501.jpg1,0.975848436,0.00643194746,0.00725612976,0.00321403448,0.000249005359,0.00260901242,0.00287400582,0.0015174381,137,200,85,137
090751.jpg1,0.565629,0.0358121134,0.2427581,0.06223993,0.0010498116,0.01663164,0.004927339,0.0709520951,134,206,98,134
091001.jpg1,0.802211344,0.140026331,0.04319217,0.000921660452,0.000579631,0.00303077954,0.00431183958,0.0057262443,136,201,80,136
091251.jpg1,0.5121294,0.170713469,0.196743712,0.00706000254,0.0149379885,0.03159876,0.00601989171,0.0607967228,136,198,90,136
091501.jpg1,0.977247536,0.00316013838,0.00500890659,0.004736082,0.0001269683,0.00185492763,0.00695086271,0.0009145572,137,181,98,137
091751.jpg1,0.9748434,0.00115211785,0.00316673983,0.0127726523,0.0018004314,0.004375284,0.00176282169,0.000126584564,133,195,89,133
092001.jpg1,0.5151712,0.444467545,0.0168858189,0.004241276,0.0012282345,0.00106209109,0.00229196716,0.0146519179,150,175,62,150
092251.jpg1,0.251184642,0.67460227,0.0591832325,0.000480709976,0.00778868329,0.00010980598,0.000126575775,0.00652406225,151,178,54,151
092501.jpg1,0.66971,0.237683013,0.06546027,0.00109710032,0.00441460265,0.009707048,0.005273132,0.006654869,156,170,103,156
093751.jpg1,0.8973563,0.0000827158,0.00293182652,0.06972437,0.000112851187,0.00406775251,0.0245186836,0.00120550254,120,258,90,120
094001.jpg1,0.26757285,0.044353798,0.000284231326,0.6404428,0.00119813974,0.00230884273,0.0388354845,0.005003846,73,272,63,73
094251.jpg1,0.270287722,0.00382675766,0.0000573067337,0.711408,0.00001148244,0.000657408847,0.0134653579,0.000285915681,107,226,92,107
094501.jpg1,0.206078067,0.00114532688,0.0005079983,0.7809584,0.00002855928,0.00159379689,0.008731692,0.0009561683,38,430,74,38
094751.jpg1,0.541238964,0.002109178,0.00234519783,0.408177465,0.000139060721,0.004081778,0.0395604633,0.00234789,84,281,90,84
095001.jpg1,0.8811234,0.00578339957,0.07594639,0.00249648024,0.002179667,0.0249013286,0.00279244781,0.00477687549,39,186,64,39
095251.jpg1,0.889971256,0.000279910339,0.000147481012,0.09627211,0.0000215986583,0.00471989857,0.00849095,0.00009680623,46,226,59,46
095501.jpg1,0.153576821,0.0274908841,0.000191698156,0.8076496,0.000485804339,0.00266322866,0.007021834,0.000920115155,119,257,113,119
096001.jpg1,0.7432653,0.00568106771,0.0005987916,0.00370120723,0.000281391927,0.0125719113,0.23198925,0.00191113434,108,241,76,108
096251.jpg1,0.4875949,0.009470373,0.00256608962,0.463071585,0.00191382435,0.01655954,0.012800822,0.00602285936,120,240,111,120
096501.jpg1,0.9401882,0.000177653332,0.000235631363,0.00641849451,0.0000402018959,0.0457793362,0.007002007,0.00015843728,47,158,72,47
096501.jpg2,0.163849771,0.00292334822,0.0009429716,0.791155,0.0005606216,0.0007406758,0.03278999,0.00703762425,46,413,80,46
097251.jpg1,0.6745737,0.2479846,0.0220602341,0.0110640461,0.005146899,0.0104492074,0.01259276,0.0161285345,111,345,113,111
097501.jpg1,0.699642956,0.05294798,0.105500266,0.0313632824,0.007356376,0.03478356,0.014746557,0.0536590368,134,90,92,134
097501.jpg2,0.2711079,0.198297426,0.193613276,0.105135791,0.0334605053,0.0693938956,0.0128642516,0.116126932,113,380,79,113
097751.jpg1,0.9015861,0.0004232519,0.00173559261,0.00238011917,0.000155854839,0.0744546652,0.0134108979,0.00585350953,127,145,106,127
097751.jpg2,0.3780945,0.176283062,0.0313633978,0.170312628,0.0277569126,0.15542385,0.0133924717,0.0473731719,105,349,96,105
098001.jpg1,0.5048296,0.0426655151,0.004849466,0.400719434,0.0008428989,0.00255303341,0.0167645253,0.0267755352,82,477,82,82
098251.jpg1,0.5096318,0.07838529,0.00700741727,0.367853731,0.0009640194,0.00218497822,0.0129768467,0.0209959149,83,475,81,83
098501.jpg1,0.5376309,0.0408464633,0.00444678031,0.377649367,0.0008666878,0.00310262758,0.0181676652,0.01728951,82,477,82,82
098751.jpg1,0.4983341,0.0300768167,0.003488807,0.436738729,0.000338959246,0.0014222716,0.0145895,0.0150108039,82,477,82,82
099751.jpg1,0.7599271,0.000221170878,0.057432998,0.0044148243,0.0001847987,0.117576785,0.0546472147,0.00559513224,45,247,96,45
100001.jpg1,0.9975514,0.00002531994,0.000364288251,0.000760176568,4.08437558e-7,0.00129318028,0.00000418101263,0.00000109219366,50,218,116,50
100501.jpg1,0.545960963,0.000564686547,0.0000476146051,0.4414737,0.00011408281,0.00259553734,0.00918546,0.00005794418,118,303,92,118
100751.jpg1,0.7609279,0.00594414,0.0145476321,0.0183298383,0.00736565562,0.14196448,0.0220231339,0.0288972,117,311,106,117
101001.jpg1,0.919885039,0.00433483627,0.0197296,0.0130242491,0.0009979416,0.0124541642,0.0256165322,0.003957625,139,281,94,139
101251.jpg1,0.6156811,0.26051572,0.0020665396,0.03737931,0.0109270541,0.0183685049,0.0516672879,0.00339443772,141,291,105,141
101501.jpg1,0.6184517,0.302845061,0.00278249383,0.03717713,0.005293228,0.009779138,0.0176503882,0.006020823,136,269,107,136
101751.jpg1,0.7392076,0.08749436,0.04622529,0.045660004,0.00242028618,0.01782346,0.0126562389,0.0485127121,141,296,91,141
102001.jpg1,0.822875,0.048309274,0.0144503443,0.0380693339,0.00352321076,0.03669107,0.017366942,0.0187148,138,241,106,138
102251.jpg1,0.856728435,0.130948871,0.000241460468,0.0008038212,0.000589036732,0.00248654932,0.007024294,0.00117752142,134,253,116,134
102501.jpg1,0.8803153,0.004121133,0.00276204455,0.06320758,0.0001829367,0.0125360116,0.0337984934,0.00307651772,134,265,103,134
102751.jpg1,0.7931211,0.00113141432,0.0223321375,0.0201127585,0.0004744316,0.120383322,0.0279616918,0.0144831538,131,288,109,131
103001.jpg1,0.892782,0.00523054553,0.000330389,0.01845621,0.001445256,0.07711076,0.0034306976,0.00121418957,139,299,107,139
103251.jpg1,0.8196884,0.00277787843,0.0191045832,0.09565875,0.000118698983,0.00379444449,0.04716549,0.0116917472,132,244,109,132
103751.jpg1,0.628274739,0.00496873,0.000312585733,0.295362771,0.00263155927,0.06378786,0.00404673256,0.000615033437,138,254,122,138
104001.jpg1,0.863401055,0.00233385758,0.00163447135,0.0432219133,0.000169955936,0.03692016,0.03675459,0.0155640151,135,228,129,135
104251.jpg1,0.934074163,0.0005497512,0.006959751,0.0244094,0.000306786766,0.0140398163,0.0119917132,0.00766861625,61,77,58,61
104251.jpg2,0.5332313,0.039584063,0.0000406843,0.419252336,0.000312593242,0.00375590683,0.00360942748,0.00021369115,60,457,102,60
104501.jpg1,0.925036,0.0666041151,0.0052793487,0.000300951535,0.00183039519,0.000400792,0.000439319119,0.000109046086,152,198,91,152
104751.jpg1,0.963632762,0.0118095018,0.00140609778,0.000773388834,0.00048765674,0.0203080568,0.0009887625,0.000593749632,157,92,95,157
104751.jpg2,0.754271865,5.71354235e-7,0.00000411801329,0.00000333654839,3.7159586e-7,0.245311454,0.000376052,0.00003222719,132,421,139,132
105001.jpg1,0.9440066,0.0449471325,0.00247484259,0.00206556148,0.00044424666,0.002236444,0.003205948,0.0006191799,153,286,88,153
105251.jpg1,0.604566932,0.00727647,0.1417245,0.03708369,0.0029561338,0.07711618,0.0308143478,0.09846176,154,250,128,154
105501.jpg1,0.925525546,0.0107096853,0.00830196,0.00646512955,0.005531274,0.0347605571,0.0054974067,0.0032084228,156,238,88,156
105751.jpg1,0.8681003,0.000301516557,0.07870283,0.0009983081,0.0000173804419,0.0103521952,0.00286248326,0.0386650153,128,149,104,128
105751.jpg2,0.9357005,0.00176583847,0.000225696014,0.00410934025,0.00006687448,0.0516681,0.005046483,0.00141720334,110,419,124,110
106001.jpg1,0.99458313,0.003469617,0.0003302777,0.000183278957,0.0007479282,0.0005864412,0.0000904840854,0.00000885515,150,82,77,150
106001.jpg2,0.432050318,0.0008025228,0.001411816,0.495080352,0.000899253646,0.0260981452,0.033784654,0.009872955,118,428,102,118
106251.jpg1,0.9763525,0.0005162594,0.0167323984,0.000316058926,0.000016138978,0.00162435,0.00387499342,0.0005673181,127,282,84,127
106751.jpg1,0.97791934,0.00245040026,0.000339803431,0.000293082,0.0000286768081,0.0182235278,0.000673710369,0.00007147422,52,502,119,52
106751.jpg2,0.496780336,0.000453753048,0.0008738198,0.471339017,0.00004787706,0.0254386067,0.00364099257,0.001425602,50,93,59,50
107001.jpg1,0.9861557,0.00024971625,0.000149415588,0.0132659106,0.0000228124518,0.0000414163333,0.000113730755,0.000001305242,152,193,55,152
107251.jpg1,0.9532957,0.018207306,0.007747416,0.006467174,0.0012327336,0.00303758541,0.00769310957,0.00231895526,158,212,82,158
107501.jpg1,0.8217121,0.0403485745,0.110163525,0.00180241792,0.00006124711,0.0006212888,0.006736689,0.0185541753,156,192,94,156
107751.jpg1,0.9607019,0.0182749052,0.0161258876,0.0002854139,0.00008994593,0.0008734473,0.0009041969,0.0027442975,145,170,98,145
108001.jpg1,0.6093014,0.00415204372,0.135637388,0.00379643729,0.0008881627,0.008389263,0.0369391367,0.200896189,139,204,76,139
108251.jpg1,0.9469094,0.0355924219,0.005920303,0.000190059713,0.00007016795,0.006593097,0.00264882972,0.00207571429,141,241,115,141
108501.jpg1,0.860121369,0.00049086276,0.00145322073,0.0001405734,0.0002599946,0.134970352,0.00103923178,0.001524395,143,179,100,143
108751.jpg1,0.54477936,0.0713702142,0.224143177,0.041395627,0.00176386919,0.00329472567,0.01051951,0.102733515,138,213,88,138
109001.jpg1,0.9562907,0.000020606265,0.0003215024,0.007915002,0.000008834223,0.01101235,0.0236885864,0.0007423946,98,434,126,98
109251.jpg1,0.98469156,0.00332989614,0.00327362842,0.000561520341,0.000108062552,0.00675404863,0.00100257364,0.000278704829,142,223,73,142
109501.jpg1,0.09536213,0.000290746248,0.00004139909,0.89716655,0.000103977094,0.00249671913,0.00447295047,0.0000655377662,51,480,127,51
110001.jpg1,0.238538533,0.0131926909,0.327908248,0.3745351,0.000425770646,0.00528326724,0.00184966263,0.03826672,140,205,103,140
110251.jpg1,0.894685745,0.040474847,0.011645522,0.01613258,0.01899469,0.0108272256,0.00563517772,0.00160422374,137,201,91,137
110501.jpg1,0.701871037,0.01579514,0.1224508,0.0348291174,0.00147951825,0.0108877849,0.03481683,0.0778698,138,213,89,138
110751.jpg1,0.918298364,0.07014408,0.00723407045,0.000209899081,0.000811053731,0.000376434735,0.00218599755,0.0007401198,131,220,60,131
111001.jpg1,0.0006608165,0.0000414804745,3.126964e-8,0.999294937,1.97195575e-8,5.650354e-8,0.00000258046771,5.441588e-8,112,255,96,112
111251.jpg1,0.8525165,0.016409304,0.01072183,0.07088052,0.0022354,0.0192991272,0.0124827186,0.015454622,113,256,91,113
111501.jpg1,0.8261794,0.0270974375,0.00196103822,0.09560465,0.00379063166,0.03259759,0.00673936959,0.00602991926,116,266,95,116
111751.jpg1,0.360758275,0.003617967,0.00137447007,0.570280969,0.000340370723,0.0120773157,0.04012403,0.0114265718,109,245,96,109
112001.jpg1,0.9326404,0.0251781438,0.0159471743,0.000973280345,0.00250731781,0.0157103911,0.004170612,0.0028727164,114,116,79,114
112001.jpg2,0.9366682,0.0159218851,0.00816985,0.009871529,0.0006200384,0.0083551025,0.0153027149,0.00509068742,108,426,102,108
112251.jpg1,0.9378899,0.011536682,0.003345674,0.019196609,0.00007547484,0.00208650948,0.0249672122,0.0009019714,110,287,83,110
112501.jpg1,0.7064955,0.00529016554,0.00466289464,0.237450257,0.00115471112,0.0172113236,0.0152672464,0.0124678593,113,260,89,113
112751.jpg1,0.817039549,0.06260849,0.00157898513,0.07663166,0.00219265744,0.0334430449,0.003448048,0.003057561,113,406,118,113
113001.jpg1,0.74887836,0.000254800165,0.0068478873,0.00143802038,0.000345508219,0.215331271,0.0211075675,0.00579659874,128,227,98,128
113251.jpg1,0.7514606,0.00593625428,0.08085884,0.00110656349,0.000938786136,0.138984233,0.00739688938,0.0133177917,127,229,95,127
113501.jpg1,0.6893714,0.09117679,0.164574474,0.00429157075,0.00140681036,0.004866703,0.00596779259,0.0383444764,127,183,70,127
113751.jpg1,0.822127938,0.116399989,0.01867059,0.00510743959,0.0014137245,0.0114655877,0.00441032229,0.0204044264,128,172,61,128
114001.jpg1,0.767546952,0.05271114,0.0518036373,0.00774200447,0.00526340073,0.0532843359,0.0151355891,0.0465129353,127,190,90,127
114251.jpg1,0.9580743,0.0353847258,0.000343917869,0.00257331785,0.000556803541,0.00102889573,0.00181211683,0.000225950309,131,220,54,131
114501.jpg1,0.9072833,0.00331812655,0.0168396551,0.0546768,0.0003687978,0.00312336115,0.007964943,0.00642501749,127,194,76,127
114751.jpg1,0.6435498,0.02191284,0.107956953,0.076887235,0.0009156256,0.00692436658,0.0267854128,0.115067735,125,201,96,125
115001.jpg1,0.813695431,0.007202358,0.00250008074,0.161323488,0.000406826322,0.007826755,0.005367402,0.00167767471,129,176,81,129
115251.jpg1,0.9758131,0.012884,0.00291662966,0.003259021,0.00100363616,0.002289136,0.00153399783,0.000300475542,129,194,71,129
115501.jpg1,0.737992167,0.000158732742,0.0002088318,0.2535315,0.0000152460534,0.00139615755,0.006488604,0.000208799131,45,462,140,45
115751.jpg1,0.833102,0.0309247971,0.01196645,0.06325684,0.00251083868,0.0230695,0.009868693,0.0253009126,120,268,99,120
116001.jpg1,0.93162185,0.0118501456,0.00160451536,0.0261904225,0.000191347877,0.0163179,0.009710902,0.00251289364,109,266,94,109
116251.jpg1,0.9716294,0.000422128564,0.00260386639,0.0001302759,0.00005430169,0.0234150272,0.00149020669,0.000254816929,123,115,78,123
116251.jpg2,0.9332173,0.00167611137,0.00485003041,0.03132014,0.0001691665,0.00421601,0.01952608,0.00502515351,119,424,86,119
116501.jpg1,0.9609714,0.0007364134,0.000228813093,0.0200875085,0.000224768679,0.008402894,0.00901052,0.000337682373,125,176,85,125
116501.jpg2,0.83367157,0.0258711372,0.0107284281,0.07002796,0.00157625123,0.0204450171,0.0141315339,0.0235481225,116,418,90,116
116751.jpg1,0.9595292,0.01179323,0.004254333,0.0009498533,0.0005233705,0.02168594,0.0008188872,0.000445137179,122,169,90,122
116751.jpg2,0.8855366,0.000209966092,0.00227048388,0.00476981839,0.000488821242,0.08356516,0.0191736128,0.003985553,116,404,94,116
117001.jpg1,0.321427256,0.6744537,0.001458223,0.000187648446,0.0004290051,0.000693543232,0.000574780046,0.0007758817,119,429,91,119
117001.jpg2,0.454362631,0.000004268095,0.3185045,0.0008176043,0.0000632960437,0.2027699,0.0228337944,0.000643970445,114,141,109,114
117251.jpg1,0.984697163,0.0012515079,0.00166716846,0.000308880233,0.000137554787,0.009740013,0.00176787388,0.00042984006,120,120,97,120
117251.jpg2,0.951306343,0.0168442819,0.002968087,0.0210985281,0.000472626736,0.00288552558,0.00342872553,0.0009958823,119,393,86,119
117501.jpg1,0.9946266,0.0004665699,0.001061695,0.00160735671,0.0000178566661,0.00155079132,0.000627923466,0.0000412043264,127,81,83,127
117501.jpg2,0.8106824,0.0131599344,0.006276706,0.04235163,0.00382834254,0.06389065,0.0250665341,0.0347438,115,373,89,115
117751.jpg1,0.854645848,0.0292907618,0.0935253352,0.006764881,0.000149753585,0.00100987847,0.003939032,0.0106745083,129,84,102,129
117751.jpg2,0.901013434,0.000920465041,0.0005497386,0.0385080166,0.00009359554,0.04317298,0.0141231557,0.00161861244,108,386,117,108
118001.jpg1,0.945367038,0.0128641278,0.0209429432,0.00714923954,0.000153603687,0.007733688,0.00452813646,0.00126122276,115,169,96,115
118001.jpg2,0.8931086,0.00000479138043,0.000008484,0.0000189763559,5.6117625e-7,0.106031716,0.0007949978,0.00003184294,109,396,127,109
118251.jpg1,0.8462692,0.006285539,0.0212641489,0.00735295564,0.0103189889,0.0834514,0.0101547167,0.01490304,132,87,69,132
118251.jpg2,0.496379048,0.00105386169,0.00003642665,0.473749816,0.00003390561,0.00585408648,0.0228039026,0.00008895465,106,386,123,106
118501.jpg1,0.7129958,0.265399277,0.0141272033,0.0008015238,0.000121590871,0.0009332432,0.00291672023,0.00270461431,130,92,80,130
118501.jpg2,0.88861537,0.000349473179,0.000168121638,0.006788785,0.00008031837,0.101375252,0.00240313937,0.000219548587,106,420,120,106
118751.jpg1,0.7342591,0.2247479,0.03536089,0.00009888614,0.0002459665,0.00141169992,0.00149960571,0.00237590121,129,130,76,129
118751.jpg2,0.878136158,0.00368742,0.00006337807,0.11020036,0.000104616222,0.004731694,0.00300452,0.00007187254,95,385,106,95
119001.jpg1,0.7733184,0.00007939812,0.0010243929,0.00458701933,0.00017961851,0.212835029,0.00694256,0.00103355828,91,463,144,91
119501.jpg1,0.0131384293,0.000567168056,0.0000111842046,0.985595167,0.0000214934953,0.000145202008,0.000436102127,0.00008527556,109,279,112,109
119751.jpg1,0.9168792,0.0375719331,0.00152333744,0.00238014222,0.000181038078,0.025847204,0.01047901,0.00513816159,114,273,92,114
120001.jpg1,0.2001588,0.00368539686,0.0000671686,0.787505,0.000626940862,0.00157203409,0.00503943535,0.00134525273,119,274,90,119
120251.jpg1,0.1504641,0.000625209068,0.00000105662821,0.8485116,0.0000467854443,0.00008419316,0.00026449954,0.00000255988175,118,273,88,118
120501.jpg1,0.989204347,0.000531524536,0.000515155552,0.00420692144,0.000204523065,0.0028966656,0.0022362147,0.0002046573,129,112,92,129
120501.jpg2,0.405687481,0.0212982632,0.000544126437,0.563049555,0.0005236582,0.00202275114,0.006059345,0.000814824,118,417,81,118
120751.jpg1,0.9379357,0.00261798082,0.00337797566,0.0307827163,0.00418941444,0.0119104488,0.00873089,0.000454883062,127,156,83,127
120751.jpg2,0.933407068,0.0000165890815,0.0004427708,0.00013273918,0.000012162137,0.06349074,0.00235449662,0.000143453566,115,442,86,115
121001.jpg1,0.7645481,0.000267119554,0.000101634585,0.148145735,0.00143133849,0.07952351,0.005762169,0.000220395188,62,422,126,62
121001.jpg2,0.9563763,0.009370352,0.01932075,0.000304710615,0.0000577781357,0.0065636565,0.005173951,0.00283249677,62,181,59,62
121501.jpg1,0.944658756,0.0125726052,0.00373525522,0.00299557415,0.000161528442,0.0140425377,0.0203776546,0.00145610515,116,412,84,116
121501.jpg2,0.928409755,0.008680395,0.05215449,0.000214484171,0.0007351862,0.00602576463,0.00136965781,0.00241024257,105,130,85,105
121751.jpg1,0.9026721,0.000847975,0.07422937,0.000457770278,0.000158848532,0.00611834833,0.0112483,0.004267297,116,145,98,116
121751.jpg2,0.9340414,0.00337401,0.0052060755,0.005571738,0.000316316145,0.0404892229,0.0069774366,0.004023811,112,420,100,112
122001.jpg1,0.555155158,0.3759805,0.00148625812,0.00163217646,0.002006614,0.05552751,0.00366254454,0.00454921648,113,222,93,113
122251.jpg1,0.9044373,0.00443448033,0.0006973473,0.0286858883,0.000259572669,0.0552787855,0.003961113,0.00224551349,110,204,94,110
122501.jpg1,0.9097063,0.0180796124,0.0115631968,0.00743625732,0.00133150036,0.0173410065,0.03073528,0.00380685879,120,261,80,120
122751.jpg1,0.5011179,0.00142471,0.002500289,0.451069117,0.00008549222,0.00384934829,0.02575452,0.0141986562,111,276,92,111
123001.jpg1,0.3366254,0.36719197,0.0404511169,0.217116088,0.00182011188,0.0016893656,0.006898007,0.02820794,121,375,75,121
123251.jpg1,0.865215659,0.0405748747,0.0009080331,0.0815703347,0.000216858578,0.007966955,0.00278056669,0.0007667421,114,397,88,114
123501.jpg1,0.9805795,0.015075027,0.000625408255,0.00211943244,0.00009241784,0.000224168485,0.0009217636,0.00036230663,123,106,96,123
123501.jpg2,0.7977137,0.0759768039,0.00200001616,0.0245336015,0.009236188,0.0554106273,0.0150609994,0.020068055,110,426,107,110
123751.jpg1,0.7443008,0.126329467,0.11077676,0.0046199346,0.000363809377,0.00107726257,0.00341960462,0.009112399,124,125,88,124
123751.jpg2,0.850721061,0.00120521616,0.005929352,0.009781705,0.000559481035,0.116281383,0.007747602,0.00777420262,102,392,110,102
124001.jpg1,0.873266637,0.034690015,0.06505135,0.00231814268,0.00017926094,0.000938586832,0.008020602,0.0155353881,125,93,86,125
124001.jpg2,0.000144366626,4.338106e-8,2.20142429e-8,0.999855459,5.0183685e-10,8.012641e-8,4.925911e-8,4.94911356e-9,103,416,105,103
124251.jpg1,0.5992915,0.359008342,0.0304410346,0.000330313633,0.000114247428,0.000687096,0.00389426039,0.006233167,130,130,95,130
124501.jpg1,0.8385863,0.1029284,0.0281576347,0.00280418,0.000952052767,0.00126271637,0.0173172168,0.00799152,127,200,91,127
124751.jpg1,0.573648036,0.01308271,0.2836467,0.0165770184,0.000337418285,0.003984252,0.0412158556,0.06750803,128,195,87,128
125001.jpg1,0.977750242,0.0201876126,0.000551684643,0.000461695949,0.000884518551,0.000105618921,0.00005575969,0.000002858793,68,141,64,68
125251.jpg1,0.8909871,0.01133787,0.000148686944,0.06994375,0.000253868435,0.0108386539,0.01605045,0.000439624477,130,99,94,130
125251.jpg2,0.702367663,0.000630966,0.000340351427,0.27848503,0.0000399361634,0.0168753918,0.00107440515,0.000186266829,93,399,105,93
125501.jpg1,0.004193942,0.000608662842,5.971509e-8,0.9950278,6.07031836e-7,3.614507e-7,0.000166611309,0.00000197495933,119,259,96,119
125751.jpg1,0.8596232,0.09533195,0.0009231478,0.006086039,0.0009829407,0.0271110572,0.008577151,0.00136452564,110,280,103,110
126001.jpg1,0.9299598,0.056871783,0.00155653339,0.0019016997,0.0004619597,0.00314128073,0.0034816335,0.00262531429,128,133,71,128
126001.jpg2,0.8743357,0.00036800935,0.00595219061,0.008095002,0.0002739282,0.06824211,0.0374638364,0.00526921125,115,419,110,115
126251.jpg1,0.9801826,0.00555537129,0.0028933743,0.0002110153,0.000257950276,0.0060431133,0.00450913375,0.000347467751,117,198,96,117
126251.jpg2,0.871362,0.005428892,0.005426138,0.05561969,0.00127981114,0.0381642729,0.0156399,0.00707932049,114,448,90,114
126751.jpg1,0.888963938,0.0102785332,0.0258376431,0.0394095741,0.001934863,0.0107659772,0.011157562,0.0116518931,126,109,67,126
126751.jpg2,0.9103208,0.00129851839,0.0001861915,0.08462443,0.0000937198,0.00268516084,0.000761811971,0.0000293351259,107,409,106,107
127001.jpg1,0.5749619,0.0599639639,0.00121834571,0.348948926,0.0009917567,0.005847675,0.00670487154,0.001362554,121,403,102,121
127001.jpg2,0.945347965,0.000352534029,0.0201033615,0.005796718,0.00000764347351,0.0134412935,0.0130856745,0.0018647929,116,65,118,116
127251.jpg1,0.97703594,0.0119485268,0.001049005,0.00357017131,0.0002087934,0.00296654669,0.00272681378,0.000494217034,126,108,100,126
127251.jpg2,0.173639223,0.0616306737,0.000805655844,0.7322667,0.003624658,0.0157673657,0.009165895,0.00309978728,121,373,107,121
127501.jpg1,0.916113734,0.060755,0.00365734124,0.00400620233,0.00194531714,0.008021255,0.00292042014,0.00258070487,127,124,60,127
127501.jpg2,1.90358946e-8,6.110095e-11,1.03415437e-16,1,1.430316e-14,6.886543e-15,2.4179438e-11,4.168513e-14,119,446,84,119
127751.jpg1,0.751588643,0.193626821,0.0311964825,0.005654,0.00125888584,0.00513620768,0.00227121939,0.00926774647,143,262,87,143
128251.jpg1,0.999489069,0.000149329877,0.00000580311644,0.0000093613935,0.0000109484608,0.000323377666,0.0000116869869,4.07562425e-7,140,257,71,140
128501.jpg1,0.7709989,0.0142653976,0.121892862,0.00593601028,0.007193534,0.008763239,0.0147055043,0.0562445857,126,155,83,126
128751.jpg1,0.978772759,0.0005657961,0.00188613636,0.0005200352,0.000124553044,0.0163250249,0.00151454459,0.000291129138,129,173,102,129
129001.jpg1,0.6245315,0.0143058691,0.183560446,0.00375981233,0.002529209,0.07271802,0.03364203,0.06495311,130,159,120,130
