_id,ID,scores/scores/neutral,scores/scores/surprise,scores/scores/anger,scores/scores/happiness,scores/scores/fear,scores/scores/sadness,scores/scores/contempt,scores/scores/disgust,scores/faceRectangle/width,scores/faceRectangle/left,scores/faceRectangle/top,scores/faceRectangle/height,id,Who?
068501.jpg1,068501.jpg,0.786300242,0.012169974,0.006651776,0.140237078,0.001327444,0.015491101,0.016689267,0.021133114,137,259,109,137,068501.jpg5,female
068751.jpg1,068751.jpg,0.777061939,0.032662,0.000488426,0.147133768,0.004425986,0.03120889,0.006198356,0.00082065,133,276,96,133,068751.jpg6,female
069001.jpg1,069001.jpg,0.5513841,0.317652822,0.001964399,0.002587612,0.006360224,0.08552658,0.013406399,0.021117853,135,249,110,135,069001.jpg5,female
069251.jpg1,069251.jpg,0.4224407,0.545687139,0.004541433,0.003107399,0.006392951,0.009624021,0.002937905,0.005268411,135,252,104,135,069251.jpg5,female
069501.jpg1,069501.jpg,0.000401401,8.77E-05,6.22E-09,0.999507248,1.73E-09,3.49E-10,3.65E-06,6.44E-09,131,434,105,131,069501.jpg9,female
069501.jpg2,069501.jpg,0.874513865,0.048586253,0.05206344,0.00040945,0.007852095,0.012478756,0.002234448,0.001861718,125,146,93,125,069501.jpg3,male
069751.jpg1,069751.jpg,0.52719295,0.018386457,0.001954677,0.415774375,0.000567259,0.000664976,0.031136096,0.004323225,134,427,103,134,069751.jpg9,female
070001.jpg1,070001.jpg,0.7900149,0.026062127,0.000934618,0.04958512,0.025677484,0.077320196,0.012906131,0.017499404,130,290,100,130,070001.jpg6,female
070251.jpg1,070251.jpg,0.762503743,0.138701573,0.001465288,0.04324593,0.001157433,0.006002663,0.0439674,0.002955968,134,261,109,134,070251.jpg5,female
070501.jpg1,070501.jpg,0.203573883,0.000175393,3.98E-05,0.7758659,0.000275133,0.019920422,0.000137007,1.25E-05,64,320,142,64,070501.jpg6,female
070751.jpg1,070751.jpg,0.422824055,0.04763498,0.002589715,0.5219697,0.000697824,0.000372906,0.003482662,0.000428214,128,287,81,128,070751.jpg6,female
071001.jpg1,071001.jpg,0.8504099,0.08568203,0.00287621,0.02263011,0.002409628,0.002904848,0.031454653,0.001632597,120,283,111,120,071001.jpg6,female
071251.jpg1,071251.jpg,0.6237829,0.018744126,0.002337165,0.337521881,0.001748936,0.007280606,0.00695531,0.00162914,115,281,84,115,071251.jpg6,female
071501.jpg1,071501.jpg,0.3572199,0.012362337,0.00028286,0.618924141,0.002025025,0.008763159,0.000300783,0.000121801,72,353,125,72,071501.jpg7,female
072001.jpg1,072001.jpg,0.836434364,0.006770435,0.008052145,0.09154211,0.001895147,0.002761263,0.04631503,0.006229537,134,200,89,134,072001.jpg4,male
072251.jpg1,072251.jpg,0.9212371,0.013795223,0.008555207,0.048479278,0.002555423,0.002367998,0.001858759,0.001151009,137,176,79,137,072251.jpg4,male
072501.jpg1,072501.jpg,0.9762488,0.005253575,0.004600144,0.00516166,0.00047609,0.004436861,0.002960665,0.000862204,142,223,74,142,072501.jpg4,male
072751.jpg1,072751.jpg,0.901730359,0.028905524,0.012088208,0.008929544,0.000525813,0.008961673,0.03211745,0.006741441,142,179,97,142,072751.jpg4,male
073001.jpg1,073001.jpg,0.898635268,0.010630176,0.039737087,0.003876965,0.003090844,0.006211328,0.012420588,0.025397755,144,180,89,144,073001.jpg4,male
073251.jpg1,073251.jpg,0.7188982,0.016473517,0.152007461,0.021631593,0.000622192,0.007322826,0.01933559,0.06370867,144,200,79,144,073251.jpg4,male
073501.jpg1,073501.jpg,0.423813969,0.002411409,0.353466064,0.023401648,0.000569953,0.003220359,0.035168182,0.1579484,144,214,93,144,073501.jpg4,male
073751.jpg1,073751.jpg,0.959319353,0.014057791,0.008743069,0.006158003,0.000423027,0.002124412,0.005433812,0.003740554,142,228,91,142,073751.jpg5,male
074001.jpg1,074001.jpg,0.9244841,0.010148805,0.020993885,0.005605931,0.002841701,0.019700067,0.006918798,0.009306736,142,223,86,142,074001.jpg4,male
074251.jpg1,074251.jpg,0.8055136,0.125159666,0.019013166,0.006097588,0.007284492,0.028600318,0.00611847,0.002212684,144,207,100,144,074251.jpg4,male
074751.jpg1,074751.jpg,0.001634242,0.029265638,1.00E-08,0.9690931,1.81E-06,2.79E-07,9.13E-07,4.01E-06,112,298,89,112,074751.jpg6,female
075251.jpg1,075251.jpg,0.2154826,0.000583217,0.000214273,0.743279159,0.000520547,0.011176302,0.025149893,0.003593989,113,413,87,113,075251.jpg8,female
075501.jpg1,075501.jpg,0.228993148,0.11430461,2.68E-05,0.6408689,0.004613901,0.006422437,0.00374366,0.001026538,116,422,90,116,075501.jpg8,female
075751.jpg1,075751.jpg,0.406153977,0.422793537,0.00853118,0.015359493,0.029684397,0.00251395,0.111522585,0.003440881,115,238,107,115,075751.jpg5,female
076001.jpg1,076001.jpg,0.7457586,0.195951357,0.016875872,0.000630304,0.001114577,0.021878129,0.013726178,0.004064991,116,222,98,116,076001.jpg4,female
076251.jpg1,076251.jpg,0.6462557,0.31986025,0.02654271,0.000183388,0.000401532,0.000780495,0.002773402,0.003202558,137,102,103,137,076251.jpg2,male
076251.jpg2,076251.jpg,0.100420952,0.266659468,0.000459878,0.62352407,0.006625824,0.000835222,0.000646632,0.000827966,123,393,92,123,076251.jpg8,female
076501.jpg1,076501.jpg,0.9779705,0.003322718,0.003950578,0.007884088,0.000217073,0.000594372,0.00411965,0.001941051,140,205,84,140,076501.jpg4,male
076751.jpg1,076751.jpg,0.441969454,0.317123264,0.013566079,0.05194912,0.111687504,0.053240508,0.004096779,0.00636728,66,162,58,66,076751.jpg3,male
077001.jpg1,077001.jpg,0.028489675,0.850077152,0.011762084,0.000149876,0.10877075,2.52E-05,0.000384097,0.000341164,139,164,118,139,077001.jpg3,male
077251.jpg1,077251.jpg,0.940964758,0.00170224,0.000535802,0.045060165,0.000640026,0.003840941,0.00678468,0.000471402,138,220,85,138,077251.jpg4,male
077501.jpg1,077501.jpg,0.8984777,0.003610071,0.017460434,0.034519937,0.000846362,0.01331196,0.01687038,0.014903201,139,209,108,139,077501.jpg4,male
077751.jpg1,077751.jpg,0.8911673,0.000173431,0.020870088,0.000252796,0.00014041,0.08464575,0.00206232,0.000687926,49,127,64,49,077751.jpg3,male
077751.jpg2,077751.jpg,0.003445513,2.74E-05,2.35E-08,0.996514,2.09E-07,1.14E-05,1.43E-06,3.82E-09,42,477,112,42,077751.jpg10,female
078001.jpg1,078001.jpg,0.9604748,0.000808315,0.006705469,0.00198522,3.51E-05,0.007230965,0.02149328,0.001266865,77,248,65,77,078001.jpg5,male
078001.jpg2,078001.jpg,0.760920167,0.000187437,2.47E-05,0.227905154,0.000280399,0.010442645,0.000236525,2.97E-06,69,329,144,69,078001.jpg7,male
078251.jpg1,078251.jpg,0.665019453,0.008087279,0.000075028,0.145069,0.003335249,0.17232579,0.003780309,0.002307875,112,211,89,112,078251.jpg4,female
078501.jpg1,078501.jpg,0.113531895,0.360868663,0.04936864,0.429774672,0.014657516,0.003736635,0.000582402,0.027479593,123,391,72,123,078501.jpg8,female
078501.jpg2,078501.jpg,0.9321012,0.003796041,0.035090115,0.001028965,0.000794094,0.01611296,0.001868151,0.009208474,121,113,101,121,078501.jpg2,male
078751.jpg1,078751.jpg,0.211649373,0.7627073,0.000331493,0.020103669,0.002051472,0.002883536,0.000244856,2.83E-05,59,436,103,59,078751.jpg9,female
079001.jpg1,079001.jpg,0.8782783,0.001961792,0.000549987,0.022116013,0.000369964,0.085434176,0.01077236,0.000517369,131,69,101,131,079001.jpg1,male
079001.jpg2,079001.jpg,0.5411722,0.024024414,0.000542327,0.295645028,0.031427626,0.085932404,0.012973889,0.008282109,119,431,94,119,079001.jpg9,female
079251.jpg1,079251.jpg,0.4339958,0.014797576,0.00145078,0.38863492,0.008200916,0.107571378,0.028705636,0.016642964,112,287,87,112,079251.jpg6,female
079501.jpg1,079501.jpg,0.8713714,0.046760082,0.006228307,0.011895488,0.001811269,0.007051017,0.05316505,0.001717407,117,217,91,117,079501.jpg4,female
079751.jpg1,079751.jpg,0.9308721,0.000414262,0.002135302,0.004658408,0.000103118,0.053439554,0.007692577,0.000684721,110,254,94,110,079751.jpg5,female
080001.jpg1,080001.jpg,0.4525225,0.015306185,0.01557025,0.462607861,0.000815315,0.000452943,0.04768042,0.005044561,114,245,92,114,080001.jpg5,female
080501.jpg1,080501.jpg,0.943202734,0.022903558,0.004758896,0.00597789,0.00577049,0.01339014,0.002952542,0.001043731,139,164,84,139,080501.jpg3,male
080751.jpg1,080751.jpg,0.86623466,0.022371836,0.07538314,0.000896798,0.001259899,0.00401152,0.007520775,0.022321392,135,205,59,135,080751.jpg4,male
081001.jpg1,081001.jpg,0.90249896,0.031207068,0.01911547,0.00897602,0.000699087,0.016036991,0.010424349,0.011042031,137,196,101,137,081001.jpg4,male
081251.jpg1,081251.jpg,0.6784555,0.055104435,0.165402174,0.004119638,0.000360703,0.002527258,0.04252204,0.051508278,137,194,89,137,081251.jpg4,male
081501.jpg1,081501.jpg,0.988945544,0.000266745,0.000257541,0.004201459,5.39E-05,0.004791038,0.001436025,4.77E-05,41,168,66,41,081501.jpg3,male
082001.jpg1,082001.jpg,0.8488088,0.001755919,0.002219049,0.07928578,0.00041543,0.040189426,0.02554342,0.00178216,111,311,100,111,082001.jpg6,female
082251.jpg1,082251.jpg,0.843598366,0.003631453,0.004974673,0.004226699,0.000541144,0.134662271,0.006438914,0.001926449,109,324,100,109,082251.jpg6,female
082751.jpg1,082751.jpg,0.229224324,0.433811277,0.001778141,0.21661973,0.02672129,0.03492736,0.011695151,0.045222733,115,292,100,115,082751.jpg6,female
083001.jpg1,083001.jpg,0.059593078,0.368171215,6.59E-05,0.56918937,0.000441115,0.000317921,0.001339952,0.000881486,115,287,83,115,083001.jpg6,female
083251.jpg1,083251.jpg,0.8489569,0.032054424,0.000603985,0.001643255,0.001956877,0.08420438,0.006118628,0.024461538,112,272,111,112,083251.jpg5,female
083501.jpg1,083501.jpg,0.859951,0.005840532,0.012374871,0.047659695,0.002487015,0.028105171,0.033509765,0.010071949,112,251,86,112,083501.jpg5,female
083751.jpg1,083751.jpg,2.07E-05,0.000139899,1.11E-09,0.999839365,1.69E-08,2.55E-08,5.68E-09,7.68E-09,117,294,81,117,083751.jpg6,female
084001.jpg1,084001.jpg,0.9524932,1.60E-05,0.00522799,7.40E-05,8.47E-07,0.022368366,0.017100869,0.002718782,49,137,74,49,084001.jpg3,male
084001.jpg2,084001.jpg,0.2856495,0.009733292,0.002782681,0.664707541,0.001692609,0.007567554,0.01747269,0.010394111,48,458,96,48,084001.jpg9,female
084251.jpg1,084251.jpg,0.939759552,0.009958883,0.000116454,0.021516562,0.000889928,0.014546566,0.012831314,0.000380718,109,271,61,109,084251.jpg5,female
084501.jpg1,084501.jpg,0.456566,0.032480307,0.004131724,0.474104255,0.001280639,0.00258061,0.02001884,0.008837609,116,233,98,116,084501.jpg5,female
084751.jpg1,084751.jpg,0.878692031,0.004084525,0.037525643,0.012606166,0.0010298,0.035304666,0.025882905,0.004874249,77,171,69,77,084751.jpg3,male
084751.jpg2,084751.jpg,0.922241,0.029341169,0.002296922,0.034594078,0.002231734,0.009019535,0.000147931,0.000127682,66,352,124,66,084751.jpg7,male
085001.jpg1,085001.jpg,0.77053833,0.059177704,0.001239492,0.146303311,0.004096628,0.003990586,0.008611237,0.006042749,120,258,75,120,085001.jpg5,female
085501.jpg1,085501.jpg,0.9636811,0.015659088,0.003608242,0.000850673,0.000297634,0.003198421,0.005337948,0.007366882,137,77,66,137,085501.jpg2,male
085501.jpg2,085501.jpg,0.950790644,0.019218866,0.000967708,0.016099718,0.002353919,0.010172516,0.000279113,0.000117516,97,379,110,97,085501.jpg8,male
085751.jpg1,085751.jpg,0.9629056,0.009626594,0.001321381,0.002247792,0.001152494,0.013274885,0.008118544,0.001352742,141,183,79,141,085751.jpg4,male
086001.jpg1,086001.jpg,0.8392853,0.006026322,0.035911504,0.003166745,0.001592248,0.0262502,0.027560419,0.060207248,156,226,75,156,086001.jpg5,male
086251.jpg1,086251.jpg,0.796446443,0.02473721,0.057779074,0.007056891,0.000814233,0.012789742,0.006169234,0.094207175,156,178,75,156,086251.jpg4,male
086501.jpg1,086501.jpg,0.8697393,0.048259325,0.026785487,0.006111722,0.002177949,0.005825437,0.013804302,0.027296467,161,196,68,161,086501.jpg4,male
086751.jpg1,086751.jpg,0.963994145,0.008763708,0.009079797,0.007611965,9.16E-05,0.000977934,0.004651663,0.004829202,157,194,54,157,086751.jpg4,male
087001.jpg1,087001.jpg,0.06870795,0.001173136,2.47E-05,0.9189954,0.000156954,0.009779082,0.001001881,0.000160897,58,497,107,58,087001.jpg10,female
087251.jpg1,087251.jpg,0.6278718,0.003477432,0.001809528,0.309235215,0.000508172,0.021500314,0.02006771,0.015529812,119,241,110,119,087251.jpg5,female
087501.jpg1,087501.jpg,0.835912,0.034910474,0.052729685,0.002631112,0.000569368,0.003419503,0.050800838,0.019027019,66,412,108,66,087501.jpg8,female
087751.jpg1,087751.jpg,0.691997647,0.017932508,0.007010246,0.260947436,0.003008253,0.006577545,0.005375793,0.007150569,113,205,105,113,087751.jpg4,female
088001.jpg1,088001.jpg,0.868776,0.071932115,0.001935529,0.000941219,0.002026996,0.047528945,0.002506971,0.004352188,130,230,100,130,088001.jpg5,female
088251.jpg1,088251.jpg,0.572537243,0.03129003,0.002211168,0.343354344,0.002621299,0.007115922,0.03938672,0.001483266,128,237,91,128,088251.jpg5,female
088501.jpg1,088501.jpg,0.9835848,0.000323559,0.001126654,0.004390125,8.04E-05,0.007311131,0.003039652,0.000143699,134,334,79,134,088501.jpg7,male
089001.jpg1,089001.jpg,0.837510467,0.000700784,0.016133692,0.00279763,0.000396121,0.129348084,0.003410677,0.00970256,134,214,97,134,089001.jpg4,male
089251.jpg1,089251.jpg,0.983340442,1.40E-05,0.000876731,0.000364519,3.14E-06,0.015362423,3.23E-05,6.43E-06,37,99,49,37,089251.jpg2,male
089501.jpg1,089501.jpg,0.681328,0.01537732,0.038048673,0.221278578,0.000969707,0.000833524,0.032415215,0.009748977,115,265,77,115,089501.jpg5,female
089751.jpg1,089751.jpg,0.5464575,0.000967589,0.003513686,0.013469989,0.00951103,0.347896546,0.015886018,0.06229761,120,299,99,120,089751.jpg6,female
090001.jpg1,090001.jpg,0.8153706,0.023663588,0.030454824,0.001133637,0.00195566,0.09789594,0.005465646,0.024060108,137,185,96,137,090001.jpg4,male
090251.jpg1,090251.jpg,0.9919904,5.48E-05,1.66E-05,0.003203737,2.77E-06,0.001482735,0.003224175,2.49E-05,50,447,109,50,090251.jpg9,female
090501.jpg1,090501.jpg,0.975848436,0.006431947,0.00725613,0.003214034,0.000249005,0.002609012,0.002874006,0.001517438,137,200,85,137,090501.jpg4,male
090751.jpg1,090751.jpg,0.565629,0.035812113,0.2427581,0.06223993,0.001049812,0.01663164,0.004927339,0.070952095,134,206,98,134,090751.jpg4,male
091001.jpg1,091001.jpg,0.802211344,0.140026331,0.04319217,0.00092166,0.000579631,0.00303078,0.00431184,0.005726244,136,201,80,136,091001.jpg4,male
091251.jpg1,091251.jpg,0.5121294,0.170713469,0.196743712,0.007060003,0.014937989,0.03159876,0.006019892,0.060796723,136,198,90,136,091251.jpg4,male
091501.jpg1,091501.jpg,0.977247536,0.003160138,0.005008907,0.004736082,0.000126968,0.001854928,0.006950863,0.000914557,137,181,98,137,091501.jpg4,male
091751.jpg1,091751.jpg,0.9748434,0.001152118,0.00316674,0.012772652,0.001800431,0.004375284,0.001762822,0.000126585,133,195,89,133,091751.jpg4,male
092001.jpg1,092001.jpg,0.5151712,0.444467545,0.016885819,0.004241276,0.001228235,0.001062091,0.002291967,0.014651918,150,175,62,150,092001.jpg4,#N/A
092251.jpg1,092251.jpg,0.251184642,0.67460227,0.059183233,0.00048071,0.007788683,0.000109806,0.000126576,0.006524062,151,178,54,151,092251.jpg4,male
092501.jpg1,092501.jpg,0.66971,0.237683013,0.06546027,0.0010971,0.004414603,0.009707048,0.005273132,0.006654869,156,170,103,156,092501.jpg3,male
093751.jpg1,093751.jpg,0.8973563,8.27E-05,0.002931827,0.06972437,0.000112851,0.004067753,0.024518684,0.001205503,120,258,90,120,093751.jpg5,female
094001.jpg1,094001.jpg,0.26757285,0.044353798,0.000284231,0.6404428,0.00119814,0.002308843,0.038835485,0.005003846,73,272,63,73,094001.jpg5,female
094251.jpg1,094251.jpg,0.270287722,0.003826758,5.73E-05,0.711408,1.15E-05,0.000657409,0.013465358,0.000285916,107,226,92,107,094251.jpg5,female
094501.jpg1,094501.jpg,0.206078067,0.001145327,0.000507998,0.7809584,2.86E-05,0.001593797,0.008731692,0.000956168,38,430,74,38,094501.jpg9,female
094751.jpg1,094751.jpg,0.541238964,0.002109178,0.002345198,0.408177465,0.000139061,0.004081778,0.039560463,0.00234789,84,281,90,84,094751.jpg6,female
095001.jpg1,095001.jpg,0.8811234,0.0057834,0.07594639,0.00249648,0.002179667,0.024901329,0.002792448,0.004776875,39,186,64,39,095001.jpg4,male
095251.jpg1,095251.jpg,0.889971256,0.00027991,0.000147481,0.09627211,2.16E-05,0.004719899,0.00849095,9.68E-05,46,226,59,46,095251.jpg5,male
095501.jpg1,095501.jpg,0.153576821,0.027490884,0.000191698,0.8076496,0.000485804,0.002663229,0.007021834,0.000920115,119,257,113,119,095501.jpg5,female
096001.jpg1,096001.jpg,0.7432653,0.005681068,0.000598792,0.003701207,0.000281392,0.012571911,0.23198925,0.001911134,108,241,76,108,096001.jpg5,female
096251.jpg1,096251.jpg,0.4875949,0.009470373,0.00256609,0.463071585,0.001913824,0.01655954,0.012800822,0.006022859,120,240,111,120,096251.jpg5,female
096501.jpg1,096501.jpg,0.9401882,0.000177653,0.000235631,0.006418495,4.02E-05,0.045779336,0.007002007,0.000158437,47,158,72,47,096501.jpg3,male
096501.jpg2,096501.jpg,0.163849771,0.002923348,0.000942972,0.791155,0.000560622,0.000740676,0.03278999,0.007037624,46,413,80,46,096501.jpg8,female
097251.jpg1,097251.jpg,0.6745737,0.2479846,0.022060234,0.011064046,0.005146899,0.010449207,0.01259276,0.016128535,111,345,113,111,097251.jpg7,female
097501.jpg1,097501.jpg,0.699642956,0.05294798,0.105500266,0.031363282,0.007356376,0.03478356,0.014746557,0.053659037,134,90,92,134,097501.jpg2,male
097501.jpg2,097501.jpg,0.2711079,0.198297426,0.193613276,0.105135791,0.033460505,0.069393896,0.012864252,0.116126932,113,380,79,113,097501.jpg8,female
097751.jpg1,097751.jpg,0.9015861,0.000423252,0.001735593,0.002380119,0.000155855,0.074454665,0.013410898,0.00585351,127,145,106,127,097751.jpg3,male
097751.jpg2,097751.jpg,0.3780945,0.176283062,0.031363398,0.170312628,0.027756913,0.15542385,0.013392472,0.047373172,105,349,96,105,097751.jpg7,female
098001.jpg1,098001.jpg,0.5048296,0.042665515,0.004849466,0.400719434,0.000842899,0.002553033,0.016764525,0.026775535,82,477,82,82,098001.jpg10,female
098251.jpg1,098251.jpg,0.5096318,0.07838529,0.007007417,0.367853731,0.000964019,0.002184978,0.012976847,0.020995915,83,475,81,83,098251.jpg10,female
098501.jpg1,098501.jpg,0.5376309,0.040846463,0.00444678,0.377649367,0.000866688,0.003102628,0.018167665,0.01728951,82,477,82,82,098501.jpg10,female
098751.jpg1,098751.jpg,0.4983341,0.030076817,0.003488807,0.436738729,0.000338959,0.001422272,0.0145895,0.015010804,82,477,82,82,098751.jpg10,female
099751.jpg1,099751.jpg,0.7599271,0.000221171,0.057432998,0.004414824,0.000184799,0.117576785,0.054647215,0.005595132,45,247,96,45,099751.jpg5,male
100001.jpg1,100001.jpg,0.9975514,2.53E-05,0.000364288,0.000760177,4.08E-07,0.00129318,4.18E-06,1.09E-06,50,218,116,50,100001.jpg4,male
100501.jpg1,100501.jpg,0.545960963,0.000564687,4.76E-05,0.4414737,0.000114083,0.002595537,0.00918546,5.79E-05,118,303,92,118,100501.jpg6,female
100751.jpg1,100751.jpg,0.7609279,0.00594414,0.014547632,0.018329838,0.007365656,0.14196448,0.022023134,0.0288972,117,311,106,117,100751.jpg6,female
101001.jpg1,101001.jpg,0.919885039,0.004334836,0.0197296,0.013024249,0.000997942,0.012454164,0.025616532,0.003957625,139,281,94,139,101001.jpg6,female
101251.jpg1,101251.jpg,0.6156811,0.26051572,0.00206654,0.03737931,0.010927054,0.018368505,0.051667288,0.003394438,141,291,105,141,101251.jpg6,female
101501.jpg1,101501.jpg,0.6184517,0.302845061,0.002782494,0.03717713,0.005293228,0.009779138,0.017650388,0.006020823,136,269,107,136,101501.jpg5,female
101751.jpg1,101751.jpg,0.7392076,0.08749436,0.04622529,0.045660004,0.002420286,0.01782346,0.012656239,0.048512712,141,296,91,141,101751.jpg6,female
102001.jpg1,102001.jpg,0.822875,0.048309274,0.014450344,0.038069334,0.003523211,0.03669107,0.017366942,0.0187148,138,241,106,138,102001.jpg5,female
102251.jpg1,102251.jpg,0.856728435,0.130948871,0.00024146,0.000803821,0.000589037,0.002486549,0.007024294,0.001177521,134,253,116,134,102251.jpg5,female
102501.jpg1,102501.jpg,0.8803153,0.004121133,0.002762045,0.06320758,0.000182937,0.012536012,0.033798493,0.003076518,134,265,103,134,102501.jpg5,female
102751.jpg1,102751.jpg,0.7931211,0.001131414,0.022332138,0.020112759,0.000474432,0.120383322,0.027961692,0.014483154,131,288,109,131,102751.jpg6,female
103001.jpg1,103001.jpg,0.892782,0.005230546,0.000330389,0.01845621,0.001445256,0.07711076,0.003430698,0.00121419,139,299,107,139,103001.jpg6,female
103251.jpg1,103251.jpg,0.8196884,0.002777878,0.019104583,0.09565875,0.000118699,0.003794444,0.04716549,0.011691747,132,244,109,132,103251.jpg5,female
103751.jpg1,103751.jpg,0.628274739,0.00496873,0.000312586,0.295362771,0.002631559,0.06378786,0.004046733,0.000615033,138,254,122,138,103751.jpg5,female
104001.jpg1,104001.jpg,0.863401055,0.002333858,0.001634471,0.043221913,0.000169956,0.03692016,0.03675459,0.015564015,135,228,129,135,104001.jpg5,female
104251.jpg1,104251.jpg,0.934074163,0.000549751,0.006959751,0.0244094,0.000306787,0.014039816,0.011991713,0.007668616,61,77,58,61,104251.jpg2,male
104251.jpg2,104251.jpg,0.5332313,0.039584063,4.07E-05,0.419252336,0.000312593,0.003755907,0.003609427,0.000213691,60,457,102,60,104251.jpg9,female
104501.jpg1,104501.jpg,0.925036,0.066604115,0.005279349,0.000300952,0.001830395,0.000400792,0.000439319,0.000109046,152,198,91,152,104501.jpg4,male
104751.jpg1,104751.jpg,0.963632762,0.011809502,0.001406098,0.000773389,0.000487657,0.020308057,0.000988763,0.00059375,157,92,95,157,104751.jpg2,male
104751.jpg2,104751.jpg,0.754271865,5.71E-07,4.12E-06,3.34E-06,3.72E-07,0.245311454,0.000376052,3.22E-05,132,421,139,132,104751.jpg8,female
105001.jpg1,105001.jpg,0.9440066,0.044947133,0.002474843,0.002065561,0.000444247,0.002236444,0.003205948,0.00061918,153,286,88,153,105001.jpg6,male
105251.jpg1,105251.jpg,0.604566932,0.00727647,0.1417245,0.03708369,0.002956134,0.07711618,0.030814348,0.09846176,154,250,128,154,105251.jpg5,male
105501.jpg1,105501.jpg,0.925525546,0.010709685,0.00830196,0.00646513,0.005531274,0.034760557,0.005497407,0.003208423,156,238,88,156,105501.jpg5,male
105751.jpg1,105751.jpg,0.8681003,0.000301517,0.07870283,0.000998308,1.74E-05,0.010352195,0.002862483,0.038665015,128,149,104,128,105751.jpg3,male
105751.jpg2,105751.jpg,0.9357005,0.001765838,0.000225696,0.00410934,6.69E-05,0.0516681,0.005046483,0.001417203,110,419,124,110,105751.jpg8,female
106001.jpg1,106001.jpg,0.99458313,0.003469617,0.000330278,0.000183279,0.000747928,0.000586441,9.05E-05,8.86E-06,150,82,77,150,106001.jpg2,male
106001.jpg2,106001.jpg,0.432050318,0.000802523,0.001411816,0.495080352,0.000899254,0.026098145,0.033784654,0.009872955,118,428,102,118,106001.jpg9,female
106251.jpg1,106251.jpg,0.9763525,0.000516259,0.016732398,0.000316059,1.61E-05,0.00162435,0.003874993,0.000567318,127,282,84,127,106251.jpg6,male
106751.jpg1,106751.jpg,0.97791934,0.0024504,0.000339803,0.000293082,2.87E-05,0.018223528,0.00067371,7.15E-05,52,502,119,52,106751.jpg10,female
106751.jpg2,106751.jpg,0.496780336,0.000453753,0.00087382,0.471339017,4.79E-05,0.025438607,0.003640993,0.001425602,50,93,59,50,106751.jpg2,male
107001.jpg1,107001.jpg,0.9861557,0.000249716,0.000149416,0.013265911,2.28E-05,4.14E-05,0.000113731,1.31E-06,152,193,55,152,107001.jpg4,male
107251.jpg1,107251.jpg,0.9532957,0.018207306,0.007747416,0.006467174,0.001232734,0.003037585,0.00769311,0.002318955,158,212,82,158,107251.jpg4,male
107501.jpg1,107501.jpg,0.8217121,0.040348575,0.110163525,0.001802418,6.12E-05,0.000621289,0.006736689,0.018554175,156,192,94,156,107501.jpg4,male
107751.jpg1,107751.jpg,0.9607019,0.018274905,0.016125888,0.000285414,8.99E-05,0.000873447,0.000904197,0.002744298,145,170,98,145,107751.jpg3,male
108001.jpg1,108001.jpg,0.6093014,0.004152044,0.135637388,0.003796437,0.000888163,0.008389263,0.036939137,0.200896189,139,204,76,139,108001.jpg4,male
108251.jpg1,108251.jpg,0.9469094,0.035592422,0.005920303,0.00019006,7.02E-05,0.006593097,0.00264883,0.002075714,141,241,115,141,108251.jpg5,male
108501.jpg1,108501.jpg,0.860121369,0.000490863,0.001453221,0.000140573,0.000259995,0.134970352,0.001039232,0.001524395,143,179,100,143,108501.jpg4,male
108751.jpg1,108751.jpg,0.54477936,0.071370214,0.224143177,0.041395627,0.001763869,0.003294726,0.01051951,0.102733515,138,213,88,138,108751.jpg4,male
109001.jpg1,109001.jpg,0.9562907,2.06E-05,0.000321502,0.007915002,8.83E-06,0.01101235,0.023688586,0.000742395,98,434,126,98,109001.jpg9,female
109251.jpg1,109251.jpg,0.98469156,0.003329896,0.003273628,0.00056152,0.000108063,0.006754049,0.001002574,0.000278705,142,223,73,142,109251.jpg4,male
109501.jpg1,109501.jpg,0.09536213,0.000290746,4.14E-05,0.89716655,0.000103977,0.002496719,0.00447295,6.55E-05,51,480,127,51,109501.jpg10,female
110001.jpg1,110001.jpg,0.238538533,0.013192691,0.327908248,0.3745351,0.000425771,0.005283267,0.001849663,0.03826672,140,205,103,140,110001.jpg4,male
110251.jpg1,110251.jpg,0.894685745,0.040474847,0.011645522,0.01613258,0.01899469,0.010827226,0.005635178,0.001604224,137,201,91,137,110251.jpg4,male
110501.jpg1,110501.jpg,0.701871037,0.01579514,0.1224508,0.034829117,0.001479518,0.010887785,0.03481683,0.0778698,138,213,89,138,110501.jpg4,male
110751.jpg1,110751.jpg,0.918298364,0.07014408,0.00723407,0.000209899,0.000811054,0.000376435,0.002185998,0.00074012,131,220,60,131,110751.jpg4,male
111001.jpg1,111001.jpg,0.000660817,4.15E-05,3.13E-08,0.999294937,1.97E-08,5.65E-08,2.58E-06,5.44E-08,112,255,96,112,111001.jpg5,female
111251.jpg1,111251.jpg,0.8525165,0.016409304,0.01072183,0.07088052,0.0022354,0.019299127,0.012482719,0.015454622,113,256,91,113,111251.jpg5,female
111501.jpg1,111501.jpg,0.8261794,0.027097438,0.001961038,0.09560465,0.003790632,0.03259759,0.00673937,0.006029919,116,266,95,116,111501.jpg5,female
111751.jpg1,111751.jpg,0.360758275,0.003617967,0.00137447,0.570280969,0.000340371,0.012077316,0.04012403,0.011426572,109,245,96,109,111751.jpg5,female
112001.jpg1,112001.jpg,0.9326404,0.025178144,0.015947174,0.00097328,0.002507318,0.015710391,0.004170612,0.002872716,114,116,79,114,112001.jpg2,male
