_id,ID,scores/scores/neutral,scores/scores/surprise,scores/scores/anger,scores/scores/happiness,scores/scores/fear,scores/scores/sadness,scores/scores/contempt,scores/scores/disgust,scores/faceRectangle/width,scores/faceRectangle/left,scores/faceRectangle/top,scores/faceRectangle/height,id,Who?
034751.jpg2,034751.jpg,0.8498957,1.84E-05,3.08E-05,0.007669239,1.38E-05,0.106461056,0.035454426,0.000456628,123,394,126,123,034751.jpg8,female
035001.jpg1,035001.jpg,0.9515843,0.009153801,0.002303477,0.006298814,0.001038389,0.021218676,0.007515471,0.000887109,153,209,94,153,035001.jpg4,male
035251.jpg1,035251.jpg,0.529054463,0.001403269,0.3865252,0.007052656,0.000196984,0.001198829,0.01902384,0.055544745,153,211,103,153,035251.jpg4,male
035501.jpg1,035501.jpg,0.9773611,0.003391057,0.000467143,0.008614478,0.000996875,0.00778715,0.001241367,0.000140845,155,82,88,155,035501.jpg2,male
035501.jpg2,035501.jpg,0.143746451,1.31E-05,8.53E-07,0.855567753,6.39E-07,0.000486531,0.000182498,2.23E-06,110,363,113,110,035501.jpg7,female
035751.jpg1,035751.jpg,0.6908246,0.017710198,0.1969328,0.012896466,0.001833028,0.010553037,0.017917251,0.051332586,157,102,106,157,035751.jpg2,male
035751.jpg2,035751.jpg,0.4737622,0.000277293,8.10E-06,0.524399459,8.08E-06,0.001136191,0.000400222,8.40E-06,104,362,122,104,035751.jpg7,female
036001.jpg1,036001.jpg,0.864961863,0.000466458,0.015219459,0.000391269,0.000822448,0.115298443,0.00145317,0.001386879,105,259,180,105,036001.jpg5,male
036251.jpg1,036251.jpg,0.864587367,0.09039846,0.00736382,0.001882052,0.009939891,0.017305447,0.004200566,0.004322374,152,178,80,152,036251.jpg4,male
036751.jpg1,036751.jpg,0.008258326,6.47E-07,8.42E-09,0.9881086,9.19E-08,0.003571195,3.97E-05,2.14E-05,143,166,91,143,036751.jpg3,male
037001.jpg1,037001.jpg,0.9092204,0.00322214,0.0033016,0.024782982,0.001178998,0.03769185,0.007150846,0.013451189,153,188,105,153,037001.jpg4,male
037251.jpg1,037251.jpg,0.962932944,0.004064247,0.004242697,0.005557535,0.000324,0.012412553,0.009289155,0.001176893,152,171,113,152,037251.jpg3,male
037501.jpg1,037501.jpg,0.863012731,0.003941582,0.022724,0.053196743,0.000403773,0.022848256,0.011804661,0.022068275,154,42,102,154,037501.jpg1,male
037501.jpg2,037501.jpg,0.188658983,0.001409146,3.84E-06,0.809131444,3.72E-06,0.000279187,0.000508914,4.77E-06,116,429,154,116,037501.jpg9,female
037751.jpg1,037751.jpg,0.776956856,0.0147691,0.06393483,0.00210663,0.000840499,0.025235198,0.048293237,0.06786364,152,195,110,152,037751.jpg4,male
038001.jpg1,038001.jpg,0.90961355,0.001919565,0.008274687,0.015420838,0.000826068,0.023294166,0.026826153,0.013824996,151,232,106,151,038001.jpg5,male
038251.jpg1,038251.jpg,0.3240341,0.07441186,0.586902738,0.003443698,0.003218695,0.00044007,0.000642577,0.006906243,152,207,102,152,038251.jpg4,male
038501.jpg1,038501.jpg,0.7621693,0.003792447,0.06450564,0.07287479,0.000665312,0.005340368,0.053741265,0.036910866,150,220,104,150,038501.jpg4,male
038751.jpg1,038751.jpg,0.5104542,0.017733505,0.416482329,0.002686536,0.001325495,0.006966881,0.023653863,0.020697204,152,215,133,152,038751.jpg4,male
039001.jpg1,039001.jpg,0.635012269,0.035229422,0.308204919,0.00102934,0.000117127,0.00023652,0.00276306,0.017407343,149,207,100,149,039001.jpg4,male
039251.jpg1,039251.jpg,0.923377454,1.82E-05,0.00022361,0.001142653,5.50E-05,0.070540994,0.00453935,0.000102728,96,471,141,96,039251.jpg9,female
039501.jpg1,039501.jpg,0.666744947,0.016605642,0.282973945,0.002593532,0.004424893,0.003989472,0.00454086,0.018126719,154,244,103,154,039501.jpg5,male
039751.jpg1,039751.jpg,0.348431855,0.03879766,0.000599575,0.6013081,0.000125967,0.000625421,0.009828173,0.000283278,117,308,111,117,039751.jpg6,female
040001.jpg1,040001.jpg,0.087141424,0.043559723,0.002087276,0.8446516,0.004148057,0.018069653,6.48E-05,0.000277458,79,324,163,79,040001.jpg6,#N/A
040251.jpg1,040251.jpg,0.5242543,0.005421656,0.001886796,0.433209121,0.000989989,0.003637131,0.027179882,0.003421085,117,287,104,117,040251.jpg6,female
040501.jpg1,040501.jpg,0.272529364,0.09049279,0.000508103,0.5996667,0.008039846,0.014107853,0.011498221,0.003157133,117,245,99,117,040501.jpg5,female
040751.jpg1,040751.jpg,0.13535966,0.050405793,0.001407926,0.7998366,0.001678371,0.005954638,0.001704294,0.003652735,118,275,83,118,040751.jpg6,female
041001.jpg1,041001.jpg,0.2811718,0.17467463,0.011462682,0.023337463,0.467586428,0.010903888,0.029636307,0.001226806,131,118,105,131,041001.jpg2,male
041001.jpg2,041001.jpg,0.5040926,0.12461409,0.000524362,0.322184443,0.014203519,0.02110445,0.011474093,0.001802485,120,400,100,120,041001.jpg8,female
041251.jpg1,041251.jpg,0.8846695,0.012071073,0.004353858,0.003986753,0.023608627,0.06590322,0.003658726,0.001748282,134,83,81,134,041251.jpg2,male
041251.jpg2,041251.jpg,0.91546607,0.001094084,0.00719405,0.005753785,0.000388778,0.05832532,0.01011087,0.001667035,116,393,82,116,041251.jpg8,female
041501.jpg1,041501.jpg,0.9194668,0.011235618,0.002216974,0.04770647,2.18E-05,0.00283657,0.005042006,0.011473775,136,127,76,136,041501.jpg3,male
041501.jpg2,041501.jpg,0.979948,0.014081755,2.16E-05,0.001639877,0.000386924,0.002756994,0.001116724,4.82E-05,101,343,96,101,041501.jpg7,female
041751.jpg1,041751.jpg,0.929293036,0.014742381,0.03729486,0.007726249,1.37E-05,0.0002981,0.004710825,0.005920871,132,98,86,132,041751.jpg2,male
041751.jpg2,041751.jpg,0.8552058,0.12384326,0.000221649,0.011346838,0.001408579,0.004706245,0.003083671,0.000183965,97,345,94,97,041751.jpg7,female
042001.jpg1,042001.jpg,0.6426167,0.007265918,0.037257403,0.039096247,0.021116182,0.211786121,0.027526856,0.013334584,134,114,89,134,042001.jpg2,male
042001.jpg2,042001.jpg,0.900661349,0.040856853,0.000339794,0.001694282,0.001614988,0.054429766,0.000334436,6.86E-05,91,364,107,91,042001.jpg7,female
042251.jpg1,042251.jpg,0.260413319,0.002673662,0.6038345,0.054406814,0.000142366,0.00084677,0.006743646,0.07093889,146,189,91,146,042251.jpg4,male
042501.jpg1,042501.jpg,0.9321819,0.001844581,0.007861513,0.040795356,0.000418525,0.010767592,0.004287114,0.001843434,145,223,88,145,042501.jpg4,male
042751.jpg1,042751.jpg,0.985382438,0.008191207,5.78E-05,0.000230185,0.000189338,0.005574243,0.000159553,0.000215288,146,279,88,146,042751.jpg6,male
043001.jpg1,043001.jpg,0.210209414,0.00674894,0.750563,0.013008624,0.002771924,0.002985835,0.001454418,0.0122578,145,255,85,145,043001.jpg5,male
043251.jpg1,043251.jpg,0.7317678,0.000875187,0.003114447,0.000632323,0.001330754,0.251221776,0.003850041,0.007207691,146,199,116,146,043251.jpg4,male
043501.jpg1,043501.jpg,0.7946647,0.151825771,0.000604853,0.036726106,0.000761338,0.00102232,0.013726554,0.000668398,117,274,91,117,043501.jpg5,female
043751.jpg1,043751.jpg,0.846608639,0.000370445,0.023638237,0.001480525,6.79E-05,0.11425,0.01120721,0.002377049,128,56,141,128,043751.jpg1,male
043751.jpg2,043751.jpg,0.4620646,0.012656399,0.001534006,0.476413071,0.000677518,0.00151444,0.042133074,0.003006901,115,392,92,115,043751.jpg8,female
044001.jpg1,044001.jpg,0.9908454,0.002164208,0.000829361,0.000131354,9.92E-05,0.005386886,0.000438893,0.000104735,146,47,68,146,044001.jpg1,male
044001.jpg2,044001.jpg,0.069001295,0.006271466,0.000771067,0.9123032,0.000392438,0.00178279,0.007488908,0.001988823,107,384,111,107,044001.jpg8,female
044251.jpg1,044251.jpg,0.425779521,0.002184472,0.000285481,0.5542556,0.000887765,0.004836466,0.01139005,0.000380617,118,387,93,118,044251.jpg8,female
044501.jpg1,044501.jpg,0.932743,0.039038807,0.007650031,0.003639808,0.006791482,0.004765657,0.004215821,0.001155358,145,78,89,145,044501.jpg2,male
044501.jpg2,044501.jpg,0.150372922,0.004731258,0.000113216,0.837275147,0.000538063,0.003452271,0.002787989,0.000729129,121,385,86,121,044501.jpg8,female
044751.jpg1,044751.jpg,0.6517004,0.035442576,0.013578606,0.2428803,0.002278792,0.007923005,0.031573944,0.014622405,123,396,85,123,044751.jpg8,female
045001.jpg1,045001.jpg,0.09508965,3.73E-05,0.001491284,0.233439714,2.22E-05,0.007094286,0.662311,0.000514478,125,183,160,125,045001.jpg4,male
045001.jpg2,045001.jpg,0.460640877,0.001677549,0.000240678,0.509972453,0.000187138,0.005730844,0.018998401,0.002552046,113,383,87,113,045001.jpg8,female
045251.jpg1,045251.jpg,0.9812612,0.002720305,0.002397046,0.002334949,0.000208787,0.004182855,0.006160342,0.0007345,143,137,71,143,045251.jpg3,male
045251.jpg2,045251.jpg,0.03983974,0.121395648,0.000478142,0.8373728,0.000342638,3.93E-05,0.00031598,0.000215745,116,397,76,116,045251.jpg8,female
045501.jpg1,045501.jpg,0.7949461,0.000730426,0.01799265,0.117068954,0.000132065,0.046220824,0.019577475,0.003331548,125,116,141,125,045501.jpg2,male
045501.jpg2,045501.jpg,0.886554837,0.05936591,0.009521219,0.01599495,0.007511474,0.004835041,0.012916136,0.003300427,120,385,95,120,045501.jpg8,female
045751.jpg1,045751.jpg,0.923430562,0.0113269,0.002562585,0.031535678,0.000203041,0.009912444,0.018094638,0.002934176,110,406,95,110,045751.jpg8,female
046001.jpg1,046001.jpg,0.5352745,0.000754064,0.3480531,0.000841816,0.003321104,0.09909678,0.010787206,0.001871431,141,95,87,141,046001.jpg2,male
046001.jpg2,046001.jpg,0.9704593,0.001209473,0.001824545,0.009719708,0.000341191,0.009129855,0.006902534,0.000413389,118,371,98,118,046001.jpg7,female
046251.jpg1,046251.jpg,0.789834738,0.023813713,0.119911492,0.00513062,0.011236955,0.012202101,0.008875879,0.028994488,140,86,92,140,046251.jpg2,male
046251.jpg2,046251.jpg,0.9358197,0.0076662,0.004459012,0.027402347,0.001175691,0.021102037,0.001147373,0.001227662,88,385,106,88,046251.jpg8,male
046501.jpg1,046501.jpg,0.8874907,0.010117441,0.019915137,0.035740335,0.00382426,0.025540175,0.009449352,0.007922638,140,76,91,140,046501.jpg2,male
046501.jpg2,046501.jpg,0.855783045,0.011248626,0.00110963,0.056534115,0.002265474,0.071333244,0.001010545,0.000715313,91,399,103,91,046501.jpg8,male
046751.jpg1,046751.jpg,0.7600472,0.033624504,0.08212664,0.007789907,0.03812038,0.020797169,0.013651935,0.043842245,140,190,92,140,046751.jpg4,male
047001.jpg1,047001.jpg,0.85148865,0.006345196,0.121873431,0.000595586,3.47E-05,0.004885395,0.000146295,0.014630761,93,214,72,93,047001.jpg4,#N/A
047001.jpg2,047001.jpg,0.812536061,0.000159533,0.001152492,0.000249931,0.000145451,0.183581755,0.001714476,0.000460329,83,432,122,83,047001.jpg9,female
047251.jpg1,047251.jpg,0.823908865,0.001784091,0.003097201,0.00129842,0.00057747,0.143744946,0.009025916,0.016563105,113,244,95,113,047251.jpg5,female
047501.jpg1,047501.jpg,0.9085325,0.005386482,0.002495709,0.047710273,0.000387385,0.027307866,0.0059142,0.002265611,117,427,88,117,047501.jpg9,female
047751.jpg1,047751.jpg,0.8792005,0.00438677,0.043221485,0.003430642,0.000610679,0.0373494,0.027984027,0.0038165,136,82,85,136,047751.jpg2,male
047751.jpg2,047751.jpg,0.117106728,0.004044486,0.000234381,0.87208575,0.001769296,0.002749793,0.001761753,0.000247824,120,390,85,120,047751.jpg8,female
048001.jpg1,048001.jpg,0.94424057,0.002424293,0.005391641,0.002092073,0.001851252,0.042474236,0.001106716,0.0004192,141,77,68,141,048001.jpg2,male
048001.jpg2,048001.jpg,0.955707133,0.012468218,0.002317127,0.004993743,0.000347065,0.018065427,0.003856011,0.002245291,114,440,78,114,048001.jpg9,female
048251.jpg1,048251.jpg,0.002466212,3.78E-06,0.002027598,9.19E-05,4.70E-06,0.923876941,0.06066423,0.010864638,136,59,90,136,048251.jpg1,male
048251.jpg2,048251.jpg,0.8943121,0.009316453,0.009290137,0.00519946,0.000938399,0.048849043,0.016288241,0.01580616,113,402,82,113,048251.jpg8,female
048501.jpg1,048501.jpg,0.8442331,0.013430356,0.001306771,0.04437306,0.001112973,0.07649559,0.009493497,0.00955467,109,375,85,109,048501.jpg8,female
048751.jpg1,048751.jpg,0.952396452,0.01256854,0.001723082,0.000982271,0.006866104,0.023637455,0.001302679,0.000523387,139,146,96,139,048751.jpg3,male
048751.jpg2,048751.jpg,0.735758841,0.010970273,0.000688039,0.0728395,0.001032325,0.1548362,0.015538255,0.008336564,109,375,91,109,048751.jpg8,female
049001.jpg1,049001.jpg,0.852402568,0.09379652,0.006941591,0.007618381,0.000125155,0.001040058,0.017247304,0.020828439,140,83,80,140,049001.jpg2,male
049001.jpg2,049001.jpg,0.936329246,0.010369628,0.001977269,0.002519557,7.23E-05,0.004221977,0.043022003,0.001488001,114,391,82,114,049001.jpg8,female
049251.jpg1,049251.jpg,0.9554783,6.07E-05,0.001176773,0.000818291,1.54E-05,0.04004055,0.002236942,0.000173105,144,67,123,144,049251.jpg1,male
049251.jpg2,049251.jpg,0.6480576,0.05569598,0.004126415,0.190471441,0.004384673,0.04407121,0.040930674,0.012262047,115,377,86,115,049251.jpg8,female
049501.jpg1,049501.jpg,0.5633746,0.019281589,0.001322888,0.388797224,0.000216666,0.016748732,0.007900081,0.002358246,137,50,90,137,049501.jpg1,male
049501.jpg2,049501.jpg,0.9264029,0.004037163,0.017756775,0.000486264,0.000299519,0.036651164,0.0103321,0.004034084,112,361,83,112,049501.jpg7,female
049751.jpg1,049751.jpg,0.5546568,0.010324366,0.000998892,0.000631659,0.03844585,0.388531923,0.002189919,0.00422058,137,90,101,137,049751.jpg2,male
049751.jpg2,049751.jpg,0.486186177,0.039153658,0.172685683,0.11427588,0.003288274,0.008585477,0.043994192,0.131830677,111,368,100,111,049751.jpg7,female
050001.jpg1,050001.jpg,0.696253359,0.0227255,0.157346725,0.007712968,0.000284965,0.006887056,0.061065104,0.047724336,137,140,130,137,050001.jpg3,male
050001.jpg2,050001.jpg,0.5424869,0.135615721,0.025709815,0.240372911,0.007616793,0.019939572,0.011418981,0.016839296,118,369,108,118,050001.jpg7,female
050251.jpg1,050251.jpg,0.797758341,0.003292156,0.013976414,0.013656401,0.000982902,0.031812217,0.040405586,0.09811598,136,88,103,136,050251.jpg2,male
050251.jpg2,050251.jpg,0.9208224,0.006582295,0.004027527,0.019553818,0.001221585,0.041855082,0.004260197,0.001677132,95,364,101,95,050251.jpg7,male
050501.jpg1,050501.jpg,0.5584403,0.012345557,0.3411858,0.012726957,0.001000943,0.003491109,0.023960166,0.046849135,137,107,121,137,050501.jpg2,male
050501.jpg2,050501.jpg,0.9557326,0.003259093,0.002028277,0.026198125,0.000440502,0.011713811,0.000360586,0.000267,94,367,100,94,050501.jpg7,male
050751.jpg1,050751.jpg,0.9913677,0.001489126,0.001106614,0.002113287,4.97E-05,0.002226884,0.001288134,0.000358627,133,68,68,133,050751.jpg1,male
050751.jpg2,050751.jpg,0.85758394,0.002303494,0.000515819,0.103457041,0.000282127,0.032372747,0.003010242,0.00047462,93,368,99,93,050751.jpg7,male
051001.jpg1,051001.jpg,0.44656828,0.013730107,0.4591932,0.00401251,0.000289017,0.001370177,0.01777406,0.05706264,136,190,94,136,051001.jpg4,male
051251.jpg1,051251.jpg,0.946459055,0.005360371,0.006651326,0.009141527,0.001224687,0.020782134,0.006196608,0.004184299,134,233,83,134,051251.jpg5,male
051501.jpg1,051501.jpg,0.4891487,0.03218188,0.345574647,0.001463876,0.001373466,0.004486596,0.009729813,0.116041042,137,215,86,137,051501.jpg4,male
051751.jpg1,051751.jpg,0.772688746,0.020209694,0.124181673,0.018446766,0.00144802,0.00204025,0.016515417,0.044469405,136,230,63,136,051751.jpg5,male
052001.jpg1,052001.jpg,0.715030253,0.09738048,0.105179496,0.02354,0.001451736,0.003399101,0.014359499,0.03965942,139,194,79,139,052001.jpg4,male
052251.jpg1,052251.jpg,0.2583215,0.08151374,0.52294445,0.020646974,0.016324801,0.029215895,0.007555119,0.063477546,135,193,101,135,052251.jpg4,male
052501.jpg1,052501.jpg,0.8111543,0.037346292,0.022314575,0.03049805,0.006926657,0.065135635,0.006869247,0.019755218,132,186,82,132,052501.jpg4,male
052751.jpg1,052751.jpg,0.07083568,0.010521215,0.6830093,0.213971749,0.007338957,0.001510073,0.000466557,0.012346418,130,247,109,130,052751.jpg5,male
053251.jpg1,053251.jpg,0.282304436,0.000228095,0.001575827,0.6788478,1.83E-05,0.002899119,0.030062944,0.004063478,41,453,87,41,053251.jpg9,female
053501.jpg1,053501.jpg,0.36859262,0.001774257,0.000147557,0.612251461,0.001013923,0.011328165,0.004186879,0.000705126,119,266,99,119,053501.jpg5,female
053751.jpg1,053751.jpg,0.9967135,5.98E-05,0.000106036,0.002814361,7.18E-06,0.000197799,9.92E-05,2.07E-06,131,66,50,131,053751.jpg1,male
053751.jpg2,053751.jpg,0.446648151,0.001685871,0.000367087,0.517421246,0.000174507,0.015039195,0.010228247,0.008435708,109,406,106,109,053751.jpg8,female
054001.jpg1,054001.jpg,0.371542037,0.6277421,4.59E-05,4.35E-06,4.81E-05,0.000484475,0.000117502,1.55E-05,116,222,104,116,054001.jpg4,female
054251.jpg1,054251.jpg,0.850281537,0.00560301,0.007264788,0.0482279,0.000816873,0.043731753,0.020021856,0.02405227,108,260,110,108,054251.jpg5,female
054501.jpg1,054501.jpg,0.921567,0.040802877,0.019095166,0.004213804,0.00010401,0.001038389,0.003538242,0.009640492,134,56,105,134,054501.jpg1,male
054501.jpg2,054501.jpg,0.7357321,0.023548331,0.001685578,0.184025049,0.001426792,0.04491996,0.005271383,0.003390806,107,398,107,107,054501.jpg8,female
054751.jpg1,054751.jpg,0.397539,0.001296209,0.001234772,0.550353,0.001558742,0.006829308,0.038748007,0.002440956,115,216,97,115,054751.jpg4,female
055001.jpg1,055001.jpg,0.9800607,8.01E-05,0.002824856,0.000266516,1.86E-05,0.01070368,0.005397456,0.000648102,128,135,72,128,055001.jpg3,male
055001.jpg2,055001.jpg,0.818406761,0.013480641,0.010323928,0.000874388,0.003153705,0.101521239,0.0066285,0.045610815,113,415,109,113,055001.jpg8,female
055251.jpg1,055251.jpg,0.956103146,0.006084743,0.001948861,0.002029578,0.000188744,0.02568478,0.005571414,0.002388719,130,110,100,130,055251.jpg2,male
055251.jpg2,055251.jpg,0.881345,0.001738867,9.99E-05,0.021397788,0.000108348,0.09085915,0.003066546,0.001384391,106,404,114,106,055251.jpg8,female
055501.jpg1,055501.jpg,0.9998042,2.25E-07,2.90E-05,9.24E-07,6.05E-07,0.00016425,8.31E-07,2.68E-09,82,82,87,82,055501.jpg2,male
055501.jpg2,055501.jpg,0.5252661,0.2624026,0.003695497,0.170293123,0.002969367,0.01087223,0.003788054,0.020713052,69,456,65,69,055501.jpg9,female
055751.jpg1,055751.jpg,0.774688244,0.049893264,0.06863256,0.020850183,0.000604276,0.006688096,0.0433169,0.035326455,136,97,101,136,055751.jpg2,male
055751.jpg2,055751.jpg,0.865008533,0.003029648,0.00040921,0.077241465,0.000274568,0.03162404,0.02177929,0.000633254,92,368,107,92,055751.jpg7,female
056001.jpg1,056001.jpg,0.7832046,0.001705217,0.000784732,0.197220191,0.000130093,0.008727285,0.00262465,0.005603191,135,110,108,135,056001.jpg2,male
056001.jpg2,056001.jpg,0.9514186,0.001089696,4.48E-05,0.03473145,3.49E-05,0.011577387,0.001026006,7.71E-05,95,374,97,95,056001.jpg7,female
056251.jpg1,056251.jpg,0.46370706,0.002191274,0.315764785,0.024622634,0.003046057,0.024811089,0.062723436,0.103133656,133,66,89,133,056251.jpg1,male
056251.jpg2,056251.jpg,0.951743543,0.000290508,3.55E-05,0.005277403,2.81E-05,0.024890596,0.017588107,0.000146233,98,382,108,98,056251.jpg8,female
056501.jpg1,056501.jpg,0.715897739,0.259164035,0.014687291,0.000147623,0.00022738,0.000885005,0.004504457,0.004486476,134,265,86,134,056501.jpg5,male
056751.jpg1,056751.jpg,0.480067283,0.005886795,0.375064552,0.015834041,0.003047445,0.007539593,0.04707651,0.06548379,132,259,111,132,056751.jpg5,male
057001.jpg1,057001.jpg,0.83960253,0.001947007,0.052200086,0.020617781,0.001472651,0.037141785,0.029854795,0.017163388,78,133,92,78,057001.jpg3,male
057001.jpg2,057001.jpg,0.502479732,0.109331004,0.008362958,0.102570668,0.028602371,0.151157409,0.052306324,0.04518952,69,453,74,69,057001.jpg9,female
057251.jpg1,057251.jpg,0.926081657,0.003247716,0.001092955,0.01682442,0.000113523,0.050745256,0.000844868,0.001049602,44,216,122,44,057251.jpg4,male
057501.jpg1,057501.jpg,0.9850287,0.001090318,0.005108293,0.000646999,0.000583692,0.00650683,0.000811069,0.000224087,100,280,56,100,057501.jpg6,male
057751.jpg1,057751.jpg,0.958193,0.02172373,8.57E-05,2.41E-05,0.00177383,0.016723298,0.001283256,0.000193109,50,166,130,50,057751.jpg3,female
057751.jpg2,057751.jpg,0.7087883,0.001352287,0.195247382,0.001178103,8.74E-05,0.003383244,0.028665027,0.06129832,48,529,54,48,057751.jpg11,male
057751.jpg3,057751.jpg,0.9247285,0.061125513,0.000325644,0.000231986,0.006392683,0.007115941,7.39E-05,5.83E-06,44,561,92,44,057751.jpg11,male
058001.jpg1,058001.jpg,0.831145346,0.000591802,0.00048672,5.69E-06,0.000577593,0.166288361,0.000776436,0.000128042,86,192,97,86,058001.jpg4,female
058251.jpg1,058251.jpg,0.80541414,0.021418208,0.000205796,0.002833259,0.005036453,0.09248506,0.06432639,0.008280679,159,314,80,159,058251.jpg6,male
058751.jpg1,058751.jpg,0.8429456,0.010877672,0.003251075,0.135383785,3.03E-05,0.000452147,0.00548524,0.001574227,98,269,66,98,058751.jpg5,male
059251.jpg1,059251.jpg,0.9644904,0.000128597,0.003184275,0.003651089,0.000107484,0.018108925,0.010188146,0.000141096,39,503,70,39,059251.jpg10,female
059251.jpg2,059251.jpg,0.9517377,0.000557962,0.000898249,0.016187087,6.65E-05,0.026025996,0.003112082,0.001414396,38,192,54,38,059251.jpg4,male
059751.jpg1,059751.jpg,0.891755939,0.074244104,0.00052569,0.023795152,0.000226414,0.002186044,0.00614335,0.001123293,96,256,61,96,059751.jpg5,male
060001.jpg1,060001.jpg,0.847961545,0.001008348,0.051864836,0.000571048,0.000498177,0.07191208,0.015786326,0.010397648,98,262,72,98,060001.jpg5,male
061001.jpg1,061001.jpg,0.85097456,0.019517342,0.04283131,0.044196863,0.000340484,0.005267906,0.011328189,0.025543371,132,236,88,132,061001.jpg5,male
061251.jpg1,061251.jpg,0.738942266,0.003126564,0.08053715,0.06818855,0.001340334,0.01241409,0.052369952,0.043081097,140,229,94,140,061251.jpg5,male
061501.jpg1,061501.jpg,0.8434771,0.008206701,0.05751693,0.005475717,0.007473227,0.015089942,0.014651822,0.048108596,139,231,88,139,061501.jpg5,male
061751.jpg1,061751.jpg,0.933090448,0.014096946,0.01261636,0.013573136,0.001009901,0.006734406,0.007637365,0.011241424,138,237,76,138,061751.jpg5,male
062001.jpg1,062001.jpg,0.9843821,0.001227896,0.003251194,0.003259111,0.000166333,0.00489256,0.002410494,0.000410326,140,266,71,140,062001.jpg5,male
062251.jpg1,062251.jpg,0.609235,0.003193888,0.143473119,0.007100622,0.000809752,0.009119023,0.028879657,0.198188975,139,234,89,139,062251.jpg5,male
062501.jpg1,062501.jpg,0.989236057,0.003890798,0.004135324,0.00120805,0.000244183,0.000242125,0.000919718,0.000123729,142,254,87,142,062501.jpg5,male
062751.jpg1,062751.jpg,0.540118158,0.321935415,0.07612337,0.005819071,0.000249318,0.000537545,0.017080773,0.038136333,144,233,103,144,062751.jpg5,male
063251.jpg1,063251.jpg,0.732748747,0.000806748,0.004402632,0.19140996,0.000242488,0.008694083,0.057104662,0.004590692,47,211,106,47,063251.jpg4,male
063251.jpg2,063251.jpg,0.258079976,0.000710088,0.000659115,0.731784344,0.001267275,0.004786123,0.002578357,0.000134752,39,111,119,39,063251.jpg2,male
063251.jpg3,063251.jpg,0.375195771,2.04E-05,3.76E-05,0.622694433,1.29E-06,0.001937812,9.90E-05,1.36E-05,38,504,146,38,063251.jpg10,male
063501.jpg1,063501.jpg,0.030669479,1.62E-05,4.68E-05,0.9674216,4.42E-06,0.001828464,4.86E-06,8.22E-06,39,427,119,39,063501.jpg9,male
064251.jpg1,064251.jpg,0.941156,1.71E-06,0.000492745,0.000221135,7.27E-07,0.058023512,6.89E-05,3.53E-05,80,177,124,80,064251.jpg4,male
064251.jpg2,064251.jpg,0.7748788,5.42E-05,6.86E-05,0.000405793,0.000364591,0.2217086,0.001946291,0.000573097,68,430,83,68,064251.jpg9,female
064501.jpg1,064501.jpg,0.9908311,0.00012833,0.000747421,8.62E-06,0.000702754,0.007458721,0.000121096,1.98E-06,137,273,106,137,064501.jpg5,male
064751.jpg1,064751.jpg,0.9919044,0.001955981,0.001195127,0.002296682,0.000645352,0.000552135,0.001331903,0.000118453,135,237,81,135,064751.jpg5,male
065001.jpg1,065001.jpg,0.940541863,0.014470307,0.002941765,0.024254406,0.000429699,0.000372808,0.015209883,0.001779261,135,280,88,135,065001.jpg6,male
065251.jpg1,065251.jpg,0.5592231,0.019083278,0.37177974,0.002440692,0.002187693,0.000811941,0.007115391,0.03735815,134,222,92,134,065251.jpg4,male
065501.jpg1,065501.jpg,0.9797448,0.007010693,0.000922989,0.004317623,0.003602407,0.003005346,0.001228637,0.000167505,143,179,77,143,065501.jpg4,male
065751.jpg1,065751.jpg,0.6031007,0.033407304,0.333938479,0.000361025,0.000310726,0.001021299,0.007994724,0.019865753,139,85,87,139,065751.jpg2,male
065751.jpg2,065751.jpg,0.354031265,8.06E-06,2.66E-06,0.6447361,2.39E-06,0.001059242,0.000148241,1.20E-05,99,358,97,99,065751.jpg7,female
066001.jpg1,066001.jpg,0.955574751,0.000129978,0.005066353,1.47E-05,1.66E-05,0.038226668,0.00064245,0.000328513,132,252,99,132,066001.jpg5,male
066251.jpg1,066251.jpg,0.743372738,0.003879711,0.001917269,0.2037051,0.000275871,0.034685046,0.002986856,0.009177405,153,109,86,153,066251.jpg2,male
066251.jpg2,066251.jpg,0.6131152,0.004157956,0.000469801,0.354539752,0.00338328,0.009167122,0.014913889,0.000253003,124,410,96,124,066251.jpg8,female
066501.jpg1,066501.jpg,0.625581861,0.010205757,0.2793464,0.029246885,0.005591285,0.002196361,0.027369306,0.02046212,148,210,86,148,066501.jpg4,male
066751.jpg1,066751.jpg,0.7778688,0.1533043,0.0304579,0.01280708,0.000420526,0.002693465,0.013913625,0.008534316,147,209,90,147,066751.jpg4,male
067001.jpg1,067001.jpg,0.86622566,0.003397802,0.048551552,0.032662157,0.00242254,0.01154031,0.016683677,0.018516313,151,221,100,151,067001.jpg4,male
067251.jpg1,067251.jpg,0.861909151,0.059959125,0.005165747,0.011052107,0.011821434,0.04194825,0.005451404,0.002692756,143,242,101,143,067251.jpg5,male
067501.jpg1,067501.jpg,0.926594257,0.000729844,0.000858601,0.029592114,0.000269098,0.01557029,0.025338357,0.001047437,117,242,94,117,067501.jpg5,female
067751.jpg1,067751.jpg,0.760855258,0.059945803,0.0085507,0.014548658,0.013231489,0.06610759,0.04510935,0.031651128,137,247,117,137,067751.jpg5,female
068251.jpg1,068251.jpg,0.954267144,0.005784579,0.005552623,0.008510097,0.000750667,0.015283082,0.008135049,0.00171676,133,257,107,133,068251.jpg5,female
