_id,data/faceRectangle/top,data/faceRectangle/width,data/faceRectangle/left,data/faceRectangle/height,data/faceId,data/attributes/age,data/attributes/gender,data/attributes/headPose/yaw,data/attributes/headPose/pitch,data/attributes/headPose/roll,data
015751.jpg1,103,144,215,144,3f49afa1-b65b-4014-9458-e8214aa89228,84,male,18.9,0,-7.2,
016001.jpg1,117,142,227,142,0483c947-7e04-4cb5-8f38-69d95d37a337,78,male,-1.1,0,-2.5,
016251.jpg1,92,144,230,144,909e7938-90cd-4cdf-943d-15f3c08c451a,85,male,6.8,0,-1.9,
016501.jpg1,118,147,227,147,24f3b480-306d-437a-9e4f-1576f52dcac1,81,male,-4.1,0,-4.4,
016751.jpg1,113,145,217,145,3994dcd2-f73a-4f95-b53a-f8f358a00bc9,81,male,-4,0,-5.3,
017001.jpg1,111,146,240,146,850ac267-f152-430a-aee4-af790c37654a,82,male,-0.9,0,-4.7,
017251.jpg1,106,144,218,144,330c9f5f-7fd8-4e6e-948e-96e9e08f56ee,78,male,-0.7,0,-3.8,
017501.jpg1,113,144,232,144,b91455d1-e0e2-4c5f-8af0-71220d3470d8,82,male,18.8,0,-6.8,
017751.jpg1,125,49,517,49,a0ed6b52-748b-4f53-bd76-1e47f81a266a,37,female,16.5,0,-0.6,
017751.jpg2,123,48,125,48,f012d7f2-05b9-44af-b9b4-2dfb71f07fca,60,male,38.2,0,-1.9,
018001.jpg1,92,110,284,110,aff73b7b-46d3-4da0-90f0-2fb31acbb015,50,female,9.3,0,-11,
018251.jpg1,109,112,268,112,bd4d4b65-c57c-4e03-9e23-c27f49b0aa9a,50,female,-17.1,0,6.8,
018501.jpg1,75,134,129,134,4b72ce4c-59b0-4546-b675-83afc9bd0afd,76,male,18.9,0,-3.8,
018501.jpg2,93,114,438,114,1073e253-1697-4175-8584-9a6d491f894e,50,female,-11,0,10,
018751.jpg1,92,116,271,116,2c22705c-6c31-4ab0-b429-c772fa604ff5,63,female,-2.9,0,7.8,
019001.jpg1,103,113,352,113,d8c2e951-4cf2-4d84-9eb1-1d18c9f84cb3,50,female,25.4,0,1.4,
019501.jpg1,102,138,180,138,872883b3-1626-4510-95bb-25f7de18ca80,82,male,-0.7,0,-7.5,
019751.jpg1,85,128,230,128,46075dd5-00a5-4476-b08f-c875eaf7cb92,71,male,40.1,0,-14.6,
020001.jpg1,103,137,196,137,8834a081-10ae-46bc-b245-0eb16b19cb7e,82,male,-8.9,0,-0.1,
020251.jpg1,95,136,215,136,420b4c89-38b0-40cd-9500-7dd84f6e9cee,82,male,-2.9,0,-4.1,
020501.jpg1,116,120,444,120,f16e50d3-96d2-439a-811d-9b5c0ae7c7ef,36,female,0.1,0,4.1,
020751.jpg1,131,124,183,124,4f8a3a03-643d-400b-bcd8-7aaa0af4415e,84,male,-1.6,0,-11.4,
021001.jpg1,131,111,251,111,725e96b1-1a9a-447a-8f11-0ab3e5061a2d,32,female,-7.6,0,-6.2,
021251.jpg1,79,110,285,110,b4160ba1-dc84-433d-a193-b80d75ec7c5a,46,female,5.7,0,0.1,
021501.jpg1,86,112,312,112,5ddd9028-74b9-4322-9368-dfaa87c519f4,46,female,17,0,1.7,
022001.jpg1,94,111,310,111,7b67bcca-ef31-4e05-ad51-d24e4396f137,52,female,18.9,0,-1.7,
022251.jpg1,101,113,282,113,21d48936-176f-4a6a-9b50-fe7fe4037077,67,female,-18.1,0,4.9,
022501.jpg1,125,126,247,126,f4a74438-2ce6-4353-b550-137e5a92d62a,51,female,-30.8,0,1.7,
022751.jpg1,125,128,250,128,ae250998-16c7-47a6-b848-a1d884e67d96,46,female,-33.7,0,-0.7,
023001.jpg1,113,131,455,131,08f8e302-15d9-445d-bde9-6aba28714361,76,female,-16.3,0,-8.5,
023251.jpg1,123,130,248,130,88bc467b-09cc-4232-b45c-80ba0eb738f5,58,female,-21.1,0,4.7,
023501.jpg1,107,136,412,136,8d4b9c36-a47c-4e32-b53b-d096ab0cc3b6,38,female,15.9,0,-18.7,
023501.jpg2,107,132,114,132,1e3142ee-f94b-4724-9877-01162774f250,90,male,12.7,0,-6.1,
023751.jpg1,113,132,231,132,517bf3d8-e108-4f43-ad0b-a7b41fed3f4c,50,female,-24.6,0,1,
024001.jpg1,115,136,290,136,f678bc2e-b475-4e5a-9b93-e6bce65e537b,58,female,0,0,4.1,
024251.jpg1,100,132,237,132,962489f8-1e73-43e1-b594-832032d2b324,50,female,-13.5,0,6.4,
024501.jpg1,101,142,101,142,d971edcf-149c-4d26-b225-74b12bedba25,82,male,4.7,0,-6.6,
024501.jpg2,93,137,396,137,2a431163-a285-473d-8c09-97516b5ef114,51,female,-4,0,-1.4,
024751.jpg1,110,131,369,131,6b5cda41-c720-4e33-8eca-fd942299d20b,46,female,-33,0,-4.1,
024751.jpg2,128,123,104,123,59111d99-b68e-4de7-b706-acc475ce506e,65,male,15.1,0,-10.1,
025001.jpg1,109,143,184,143,a76362bf-8742-4e57-adf3-bf624abd0cec,81,male,-4,0,-2.5,
025251.jpg1,83,138,224,138,9cd7bdbc-739b-48a6-be2d-2a21d85c2796,72,male,24.5,0,-2.1,
025501.jpg1,114,142,197,142,89b3e60e-a794-4bf2-9412-78a169563cee,84,male,9.6,0,-9.6,
025751.jpg1,104,144,177,144,0cd0f86b-92a6-492e-9bb5-dc63c8b56c3b,82,male,12.1,0,-10.5,
026001.jpg1,62,139,201,139,fe0bf014-973b-4ce7-96db-63182663528c,82,male,18.8,0,-4.5,
026251.jpg1,110,142,191,142,48357f86-c1b7-4b37-b240-5380b6944326,72,male,8.2,0,-6.7,
026501.jpg1,117,141,187,141,a70327cf-3905-445b-962c-4cbec2513fa4,78,male,8.3,0,-10.4,
026751.jpg1,92,147,184,147,bc138794-5255-430f-8a79-d4cb3be25115,88,male,14.1,0,-4.1,
027001.jpg1,87,149,195,149,4931bb9c-bac9-4a1c-8a1f-ef23c488d242,66,male,-20.1,0,2.2,
027251.jpg1,95,143,226,143,7fdb0067-9896-4eab-827d-7b4c07fb6e6d,80,male,-4,0,0.6,
027501.jpg1,104,143,209,143,187095a7-1bd0-4194-8030-a0a36903babf,86,male,-0.7,0,-5.5,
027751.jpg1,117,142,213,142,419990fe-8042-46d2-9bfc-172beb590841,81,male,-4,0,-2.9,
028251.jpg1,142,119,242,119,a4bdd8cf-dce9-40be-ad43-52636f8091a8,39,male,-28.3,0,9.1,
028501.jpg1,95,139,216,139,8dccdb85-68e9-4dd0-9aad-d06afe996bb1,82,male,20.7,0,-12.2,
028751.jpg1,101,141,257,141,580f8e64-262b-48ea-83a3-7b935f858d4d,82,male,17.5,0,-2.3,
029001.jpg1,122,110,138,110,0bcd2acd-0f8c-4c93-9ffb-288ef6868114,79,male,49.2,0,-18,
029001.jpg2,118,100,429,100,630d4514-872f-45ea-9982-29563ee7acdc,46,female,-33,0,4.6,
029251.jpg1,135,140,115,140,4521da45-2a38-4467-a714-2b0eac2e6e27,89,male,23.5,0,-6.1,
029251.jpg2,101,87,374,87,8541b540-6cdb-4033-9e39-1a82f30657e1,52,male,-48.5,0,20.6,
029501.jpg1,126,133,85,133,43c272df-6085-4dbb-bb3d-a1de0029f2a2,68,male,33,0,-13.2,
029501.jpg2,100,89,380,89,d745776b-8c8a-4c03-92ce-dfbab6f4fc28,50,male,-52.3,0,19.9,
029751.jpg1,78,138,147,138,448c1d4c-1d8d-4a11-8134-b53b4480c660,67,male,18.4,0,-0.3,
029751.jpg2,103,86,382,86,32fea8df-0287-4679-be3c-0c5e1f1420c8,56,male,-54.8,0,16.7,
030001.jpg1,85,141,227,141,cfcbcd48-d79e-4c58-87c3-6fff35459bee,82,male,-2.7,0,2.3,
030251.jpg1,106,144,214,144,21612823-66de-4668-b840-42f889457fe7,81,male,-6,0,-1.3,
030501.jpg1,101,145,239,145,f059090a-6ac7-42c3-ae7a-30542b5b1e2d,89,male,-3.8,0,-1.7,
030751.jpg1,84,141,259,141,4f020c7f-6670-44ac-9389-744193f34f95,81,male,-2.7,0,0.1,
031001.jpg1,100,141,253,141,72765d18-c4e1-4aff-a83c-52bd15a429e6,77,male,25,0,-5.5,
031501.jpg1,141,114,95,114,94d17615-2ba9-4531-a25e-7b9ff54c6869,54,male,32.4,0,-4.8,
031501.jpg2,96,110,444,110,8a99518b-1def-43cb-a981-7b337908583a,44,female,-6.5,0,3.3,
031751.jpg1,126,125,99,125,d114c083-e8ff-4958-8f33-25e1db2f63b0,90,male,1.5,0,-0.9,
031751.jpg2,90,112,416,112,ad5718f0-06b6-4ad8-8d97-51710606baa6,42,female,-20.3,0,-0.1,
032001.jpg1,74,138,116,138,251d8d03-d2fe-487d-a24b-057c88949ae3,82,male,5.4,0,-3.4,
032001.jpg2,98,115,453,115,b9f836dd-ee71-4e7d-9aab-ae0261a9c9fa,50,female,7.9,0,-0.3,
032251.jpg1,71,140,121,140,4fdbe182-1ede-4b8f-bbaa-38f80776c5fb,81,male,6.1,0,-0.4,
032251.jpg2,89,122,441,122,261f996b-c48c-4939-b274-e4ed00af374d,55,female,-2.5,0,-2.3,
032501.jpg1,90,123,261,123,40b3783f-9ec8-4307-abfe-4e9b0378a804,72,female,-19.8,0,-2.2,
032751.jpg1,84,134,108,134,5da96a6c-b1c8-4e57-80d0-cb78696e2595,82,male,13,0,-5.5,
032751.jpg2,111,118,336,118,1a043c18-ba6b-4a12-bb4e-efe9ccbc9a58,36,female,-31.7,0,-1.8,
033001.jpg1,129,128,77,128,d7795492-e4d0-4a24-b93d-00258684e7d1,80,male,-3.4,0,-3.1,
033001.jpg2,99,123,405,123,3b998128-dbda-4190-9d44-d96de4607a9f,44,female,-8.9,0,-1.7,
033251.jpg1,84,119,443,119,615c090b-3215-4736-b8a0-e52e9cccdf28,48,female,-18.1,0,5.6,
033501.jpg1,75,153,56,153,fcbe6d17-1259-4951-8afe-77a9e93d010f,79,male,0,0,-6.2,
033501.jpg2,99,122,419,122,6695fa74-4ac3-46c3-92e6-fca8ae6fdd47,54,female,-20.7,0,6.3,
033751.jpg1,67,149,152,149,25376e69-1e6c-438f-b878-65ed4caa2956,86,male,13.7,0,2.5,
033751.jpg2,95,131,366,131,9a4f9b07-2b20-44b6-86e8-6238884f8149,56,female,-28.3,0,6,
034001.jpg1,91,152,95,152,7cb72247-f0fa-47d5-884d-58349acf2711,81,male,4.3,0,1.6,
034001.jpg2,103,130,379,130,dd205b77-f5f5-4715-b601-cfdac07c2f01,56,female,-24.8,0,10.5,
034251.jpg1,90,150,104,150,59c1ce30-4c55-413d-8eff-d0bb6dc30dc9,84,male,8.2,0,-0.2,
034251.jpg2,122,125,368,125,c9090444-2318-4c12-a55f-7b669b8072ee,44,female,-38.5,0,4.6,
034501.jpg1,92,155,118,155,e1cd284e-a2db-465b-b84f-d8fc445b6614,82,male,8.2,0,0.4,
034501.jpg2,117,129,356,129,a9f7eced-346d-4bea-9070-745bd180eefe,64,female,-4.3,0,-0.8,
034751.jpg1,94,156,92,156,1f63e16b-a9eb-4255-b80c-fb80f73ce300,82,male,5.6,0,-3.1,
034751.jpg2,125,124,392,124,f2257bac-76b4-4ef5-a945-f83971709eab,60,female,-20,0,4.2,
035001.jpg1,93,154,208,154,e1348ea5-605d-41fe-aaaf-b249be7703ff,76,male,-3.3,0,0.7,
035251.jpg1,103,153,211,153,a4f60690-4afc-419d-95d4-1e2b5f088fcf,79,male,9.9,0,4.1,
035501.jpg1,88,153,83,153,822f009e-a8c5-44c3-a6ab-54dfb73c195b,85,male,8.3,0,-2.3,
035501.jpg2,114,106,364,106,5a697c19-7906-401f-ac94-43ffb930a22a,54,female,-47.3,0,23.1,
035751.jpg1,107,154,104,154,35c3f52e-7914-4215-9c5a-e7039e3e5261,82,male,-1.1,0,-2.9,
035751.jpg2,120,108,360,108,1b9b33f4-2425-4ac0-9100-6422be3942b0,56,female,-46.2,0,15.7,
036001.jpg1,179,107,259,107,aacd0c75-daec-4ee5-9fb5-1d59b5645b4b,49,male,5.4,0,4.8,
036251.jpg1,82,149,180,149,916467a8-63b5-4bd4-8a1b-b1492d36f4fb,80,male,14.6,0,-6.8,
036751.jpg1,91,143,167,143,0110ee50-65ed-44f3-aefb-6f2b7d182bcb,87,male,14.7,0,-4.1,
037001.jpg1,105,154,187,154,ef548534-6828-4d7a-9e5c-23bc9ad18fa4,86,male,23.8,0,-6.3,
037251.jpg1,114,151,172,151,f602c867-4dee-4600-afc8-d693e2103023,86,male,12.7,0,-4.4,
037501.jpg1,103,152,44,152,f245941d-3847-4813-a4f6-bdc44873c827,84,male,-2.7,0,4.3,
037501.jpg2,154,116,429,116,a7d528d9-ce5c-4c62-8cde-9dd42bf76d49,33,female,23.8,0,2.7,
037751.jpg1,111,150,196,150,53b148ad-2b30-48b7-aa15-4bfd1c4fe064,84,male,8.3,0,-6.9,
038001.jpg1,108,149,234,149,ce47f7c9-f283-4ede-b975-d9e0d08853ff,81,male,18.3,0,-4,
038251.jpg1,101,153,206,153,4fe5a034-f9c1-46d4-9701-9faf95c4e99c,83,male,18.9,0,-5.6,
038501.jpg1,105,149,222,149,a6b464ce-7f6b-4d1a-8814-ef1564c7ed4c,80,male,7.6,0,1.8,
038751.jpg1,134,152,214,152,42c28d69-c390-4872-9038-575f449ea256,77,male,19.2,0,-6.8,
039001.jpg1,101,148,208,148,e3001254-3e46-49fc-83e5-e88bfa290a5e,80,male,26.3,0,-7.5,
039251.jpg1,141,96,471,96,711ab8fc-ad89-4af5-a537-3453e7417d74,46,female,-1.4,0,15.2,
039501.jpg1,105,149,247,149,3e120237-6ac0-40ef-8fd3-ef95610c5e20,84,male,23.6,0,-9,
039751.jpg1,111,117,308,117,4427665c-ca4a-493b-907f-323ab69198af,74,female,-1.8,0,2.6,
040251.jpg1,104,118,287,118,255ada7f-caae-4fe6-8c94-a4a8ee2a334f,45,female,2.7,0,1.5,
040501.jpg1,99,119,245,119,445ab08e-e95f-4e53-8cc3-82612e71a00e,62,female,-15.7,0,-2.1,
040751.jpg1,84,117,276,117,230bfecd-f531-413e-a936-31d0256b88d5,58,female,3.1,0,-2.1,
041001.jpg1,106,126,123,126,cad3a41b-cc43-472b-932e-47241b6db23f,86,male,17.8,0,-4.7,
041001.jpg2,99,120,401,120,62678061-9434-4476-ae7e-5c2c34f8cc37,43,female,2.4,0,-6.8,
041251.jpg1,81,135,82,135,0f0812f1-2cfc-49e2-9ff0-516beded08eb,82,male,8.3,0,-8.3,
041251.jpg2,81,117,392,117,014b98a7-7e03-4f4d-b095-bda387047496,59,female,-0.6,0,-4,
041501.jpg1,76,135,128,135,682dfb5a-5f58-40c0-812d-93b5b1bec10a,79,male,13.3,0,1.9,
041501.jpg2,96,99,344,99,07a8d77c-2059-44c5-b47d-645772b5f482,46,female,-47.6,0,14,
041751.jpg1,85,134,96,134,0085e705-2915-4c7b-a732-a9694163d76f,80,male,18.4,0,-3.1,
041751.jpg2,95,96,345,96,97ab294a-859f-49f1-bbde-863faf4d2318,54,female,-52.1,0,16.7,
042001.jpg1,90,133,114,133,ef1365a3-7324-485d-bb03-4524a52482e2,82,male,17.4,0,1.3,
042001.jpg2,106,93,363,93,721a2dee-f32d-4790-9af1-301a9d81de68,52,female,-52.3,0,13.5,
042251.jpg1,91,146,188,146,39347211-1277-4111-8e8e-b80cba051eea,82,male,-3.3,0,0.2,
042501.jpg1,88,145,224,145,8eba7e42-418b-4252-abde-7c13df016ed7,82,male,8.2,0,1,
042751.jpg1,88,145,280,145,4722e0dd-bb27-492c-8a58-fab5c4f22127,63,male,30.3,0,-2.5,
043001.jpg1,85,146,255,146,8ba619c6-0306-46ac-95d2-7c7d5590da44,86,male,7.6,0,2.1,
043251.jpg1,116,145,199,145,07b3958b-7431-4eaf-933b-964a4554f3f6,84,male,-4,0,-4,
043501.jpg1,91,118,273,118,5552a1d1-d440-4703-abf7-c32537192c13,51,female,6.8,0,-0.4,
043751.jpg1,142,127,55,127,fb145bcf-ec75-4089-aff9-ca8d5f9ca63a,84,male,-2.2,0,3.7,
043751.jpg2,92,115,392,115,12be3fc9-910c-4174-a8bc-0e3f6ba13f50,44,female,-14.5,0,0.8,
044001.jpg1,66,144,47,144,2ee78983-3ef5-4015-8c2d-4dbe0ff77d94,82,male,-0.3,0,-3.3,
044001.jpg2,111,106,384,106,101af03f-e471-4fa2-b984-29b813033046,45,female,-19.3,0,6.8,
044251.jpg1,93,118,387,118,c0bf5b0c-ba2b-40e8-b6cb-f756c6ab4815,46,female,-4.3,0,-3.9,
044501.jpg1,88,146,77,146,c42a9382-63ce-4cd9-b04a-f9defd9f70ce,82,male,-4,0,-6.4,
044501.jpg2,86,120,385,120,7fab1eca-18d9-4ccc-87a1-97842f831396,57,female,-1.7,0,-5.6,
044751.jpg1,84,123,395,123,8534cdf6-de50-4ba3-9baa-0b692d15eaa6,46,female,-8.8,0,-0.3,
045001.jpg1,161,122,182,122,32f20373-7b46-479f-b270-8430f4e60893,62,male,18.9,0,2,
045001.jpg2,88,113,383,113,7dc4bf00-aaf7-4b9b-b5f7-fd5faa6373f0,58,female,-23.6,0,2.2,
045251.jpg1,70,144,137,144,e6237d97-b3fd-429a-95e7-00c3e16cb175,82,male,-0.9,0,2.7,
045251.jpg2,75,119,396,119,1cf2aae6-2a3c-44b5-8f78-13f402a5e090,45,female,-16.2,0,3.1,
045501.jpg1,142,121,117,121,8c0a56ab-601f-48ee-89ec-26ee04bef60a,79,male,11.9,0,-7.6,
045501.jpg2,96,119,386,119,6664d425-8ed0-493a-98f7-e111d82b2333,46,female,-1.2,0,-6.7,
045751.jpg1,164,126,96,126,56cfa10b-fb65-4144-9c51-55c450b2ef64,55,male,-12.8,0,-9.3,
045751.jpg2,94,112,403,112,26dd673c-5f2c-43ee-8176-c996212c2554,48,female,-5.2,0,-5.8,
046001.jpg1,90,136,97,136,410efc91-cfbf-481e-be78-0e943681575e,70,male,-2.9,0,-8,
046001.jpg2,99,117,371,117,5eba2c78-678c-4c05-ba3c-b7587bb1f7ed,46,female,6.8,0,-15.7,
046251.jpg1,91,143,84,143,15f17d3e-cac3-4ddb-b792-7a4eac466e91,76,male,0,0,-3,
046251.jpg2,102,91,383,91,b73166d3-88e7-4f2a-b700-917b1ccc300e,42,male,-51.5,0,28.3,
046501.jpg1,90,141,75,141,1fd38e94-26dc-4b08-b10b-b1d450cb2a61,84,male,-4,0,-5.3,
046501.jpg2,103,94,399,94,bc0c7f71-0dec-4c8d-8943-095e96e9eca9,50,male,-52.8,0,27.1,
046751.jpg1,92,141,189,141,e49167d0-a557-4e05-b25f-cd58d5899142,81,male,-1.3,0,-3.4,
047001.jpg1,122,83,432,83,18b90e46-5a8b-4219-beeb-deff0051d21d,8,female,-0.8,0,15.6,
047251.jpg1,96,113,244,113,7b813f98-c88f-40b0-9431-857ba7bf4351,74,female,-18.9,0,3.2,
047501.jpg1,88,116,428,116,bb15f153-e5fb-408e-9884-acbbedf6633a,50,female,0.9,0,3.1,
047751.jpg1,85,133,82,133,c03c3e90-ff1b-4b27-a65d-31ccd6a996ff,82,male,-1.1,0,-7.5,
047751.jpg2,85,118,391,118,ec75141c-a96a-4aa9-94de-f384e1f3374e,53,female,-4.5,0,-6.7,
048001.jpg1,69,139,78,139,dce15f34-8a39-4227-8018-6b96de38a653,81,male,7.2,0,-8.7,
048001.jpg2,79,114,440,114,146d579d-f312-498b-8d48-7037b938d5c0,45,female,-4.3,0,-5.2,
048251.jpg1,89,136,61,136,0b872a6f-022d-49b0-aefc-35f93749aeef,81,male,3.7,0,1.1,
048251.jpg2,82,113,402,113,84335fd6-8fc7-4fd3-927f-965c8aa9bbc0,50,female,-6.5,0,7.5,
048501.jpg1,85,109,375,109,251e62f8-cd3e-4c53-b8b4-0fcfb07200d5,46,female,-30.7,0,10.2,
048751.jpg1,96,139,148,139,58ab8f9a-8154-4725-b23c-9cd7b0ac2cfb,87,male,23.6,0,-6.6,
048751.jpg2,91,107,376,107,02e93083-1238-4234-b563-70cb34499cf1,35,female,-35.7,0,9.2,
049001.jpg1,82,137,84,137,f30f861e-2820-4808-9ecc-cf6fe781bd54,84,male,-3.5,0,-0.2,
049001.jpg2,82,114,392,114,37d33c6d-f3f0-4d14-9091-0d905a8e6972,44,female,-30.1,0,8.8,
049251.jpg1,126,132,74,132,be9d642a-1bfa-4ecb-8fb2-1020c0847005,66,male,-13.2,0,-16.5,
049251.jpg2,86,116,376,116,770479d5-c9d8-40ce-a195-24e1e05f6384,62,female,-20.9,0,-0.4,
049501.jpg1,91,136,49,136,ac3b3586-2b79-47e7-933b-f2eafbc817cd,90,male,-15.3,0,-10.5,
049501.jpg2,84,110,363,110,757e5c02-b0da-4032-9661-f23c9053472c,38,female,-21.7,0,2.2,
049751.jpg1,101,137,89,137,3b57b109-51e0-4a67-ae22-896f9ca1a292,80,male,-3.3,0,-1.1,
049751.jpg2,100,113,367,113,00dc47f0-09ac-4166-ac1f-63ccf0b6e6cd,36,female,-34.8,0,13.1,
050001.jpg1,131,135,140,135,91ceefe2-3173-48b6-a4d0-60408d1e373d,84,male,-1,0,2.9,
050001.jpg2,109,116,369,116,7f886281-9938-4262-87bb-4da6fc74ea18,48,female,-5.3,0,-12,
050251.jpg1,105,133,88,133,2705fc77-7689-491d-ad61-0af95aaf54ff,81,male,1.1,0,-6.4,
050251.jpg2,101,95,364,95,a23b226a-18c8-4bb2-8072-e3d137d6b8f8,56,male,-48.1,0,27.2,
050501.jpg1,121,137,106,137,ca283cd4-ee98-48b0-ba69-a1ddc6d8007d,81,male,4.5,0,0.7,
050501.jpg2,102,90,369,90,a4cdfb2e-2d02-4190-962d-667a175af8fd,50,male,-47.1,0,25,
050751.jpg1,68,133,67,133,88d426f9-3fed-4aa0-8566-c1025611148c,71,male,-1,0,-2.8,
050751.jpg2,95,96,366,96,63616302-acfc-4aec-99be-07098b4007a8,45,male,-51.3,0,24.5,
051001.jpg1,93,136,189,136,6f8f2daf-f15f-4d02-82f7-e530c26ef876,82,male,-9,0,3.7,
051251.jpg1,82,137,232,137,b6b7083c-76b2-4823-85e9-0251956c55de,82,male,-1.3,0,2.7,
051501.jpg1,87,135,216,135,c6683516-5387-4179-a56b-f1f77f770c1c,81,male,-3.3,0,1.9,
051751.jpg1,62,138,229,138,c1b4ed1c-aac0-4d16-90dd-feec1678b6fe,76,male,-1.3,0,-4.5,
052001.jpg1,79,139,193,139,6e0575bb-9372-49ea-a0c6-5cf79875d20a,81,male,-3.3,0,-3.4,
052251.jpg1,102,135,194,135,3430a762-05bf-4960-bfd4-b1043eaf8445,82,male,-1.6,0,-7.2,
052501.jpg1,81,132,186,132,950ac873-7553-4f89-909f-5f3845a1d5a2,81,male,7.7,0,-7.1,
052751.jpg1,108,130,247,130,ec753df6-48ff-4063-8d23-f1774c433cc8,88,male,-9.5,0,0.4,
053251.jpg1,87,41,453,41,4899ba43-85af-4942-8b12-9f7bf60645df,46,female,3.2,0,3.9,
053501.jpg1,100,117,267,117,47ccb386-5cfb-42bd-b6a0-e27ac09c7ff9,46,female,4,0,-3.5,
053751.jpg1,49,133,64,133,034d54b4-541f-462b-a969-031f99434064,80,male,-5.7,0,-2.1,
053751.jpg2,104,110,406,110,f7a3eecf-51b6-4855-b0eb-53eaf995f2f8,50,female,-21.7,0,2.2,
054001.jpg1,104,116,222,116,2631b3c7-88b9-48ab-aad8-1ae445fcf6f7,46,female,-27,0,-2.8,
054251.jpg1,109,108,260,108,37a45b5d-5ed2-4974-a4a2-42a81c68760d,46,female,-28.3,0,15.7,
054501.jpg1,105,133,57,133,ed26e911-eb02-46f9-a190-f77b40b625ae,88,male,-3.3,0,-1.1,
054501.jpg2,107,105,399,105,07ed44c6-b440-49ba-be43-32f6b3dbb05d,39,female,-40.5,0,17.6,
054751.jpg1,97,115,216,115,0d85ca80-2bfe-4899-ae46-c564b185527f,44,female,-18.1,0,3.3,
055001.jpg1,72,128,134,128,68c48680-cbd3-4720-af1d-eb43ab355d25,74,male,26.5,0,2.5,
055001.jpg2,109,113,414,113,e524e5b5-f1d4-4326-8388-166e397bc25b,42,female,-23,0,11.7,
055251.jpg1,100,129,110,129,b2a0e8b2-dcd3-4ed0-aa2a-1b65d27789b7,82,male,-2.2,0,3.4,
055251.jpg2,113,106,402,106,5bba313f-d87c-4a14-9538-91e82093ece1,43,female,-27.1,0,11.3,
055501.jpg1,87,82,83,82,41ce83f3-e6f9-421a-abc0-73a846046b78,40,male,5.9,0,-8.3,
055501.jpg2,65,69,455,69,02873687-4c62-4975-ab6f-d62626c0479e,27,female,1.3,0,-0.3,
055751.jpg1,101,135,97,135,ba7c5249-56fb-4c76-8137-8cc00acbb035,86,male,8.3,0,-7.2,
055751.jpg2,108,91,368,91,3ba6df93-ecfe-41e8-aad2-cc7c5f6a3901,75,female,-45.8,0,21.3,
056001.jpg1,108,133,111,133,98f92864-653d-4b86-9f21-a0966710842c,86,male,1.1,0,1.2,
056001.jpg2,98,96,374,96,f2856563-e65d-4879-84c0-c407a25a66d3,62,female,-45.7,0,19,
056251.jpg1,88,135,64,135,656ecb1a-d940-493e-bc48-9f6e139b2db7,80,male,-3.3,0,-4.8,
056251.jpg2,108,99,381,99,1823013f-37ea-4051-aba6-c4b11d9e139b,54,female,-40.7,0,15.9,
056501.jpg1,87,133,266,133,4d29ff33-133e-4ff6-8b55-868fe2cc25c8,76,male,-2.9,0,-1.2,
056751.jpg1,113,130,259,130,feb629a7-4083-4bde-8445-93a3052072bf,83,male,2.4,0,-2.5,
057001.jpg1,91,78,132,78,097671b6-77f5-451e-b0a1-21000e69eb38,35,male,24.8,0,-8.7,
057001.jpg2,74,69,453,69,8c8d3580-4d6c-4425-9ff9-6a2a57dd563a,30,female,-26.3,0,6.1,
057251.jpg1,122,43,216,43,90234f1b-d547-4aac-9ec5-e461e61e8518,74,male,14.2,0,-0.5,
057251.jpg2,159,31,473,31,e20ac315-0fd3-4f02-8a51-4affefbbc35d,16,female,22.4,0,0.3,
057501.jpg1,56,99,281,99,ed319771-5eaf-42e9-b347-118451290a77,44,male,-22.8,0,-0.6,
057751.jpg1,54,49,529,49,14a0e404-4998-46c8-bfc5-15d7cb905300,18,male,-30.7,0,20.3,
057751.jpg2,131,48,167,48,f043991d-92a7-4609-adbf-23b73fba3247,32,female,21.8,0,-3.1,
057751.jpg3,91,45,560,45,f077bfa5-41cd-451a-9110-7dd8467bfda8,18,female,-50.7,0,12.6,
058001.jpg1,99,83,193,83,d55eede5-8e37-4152-a9bb-72dd4534ebb5,14,female,29.6,0,9.2,
058251.jpg1,78,164,311,164,c00c6179-5ea0-4525-98c2-300cd69a5f0b,29,male,-33.3,0,5.1,
058751.jpg1,66,98,270,98,245dea1a-40a4-4fa9-9968-04682ad44b50,42,male,-3.5,0,7.2,
059251.jpg1,70,39,503,39,57c11d05-437e-4e55-8518-9b4b8ab53dc1,27,female,-32.1,0,11.1,
059251.jpg2,54,37,193,37,71939978-e094-4fc9-86b9-0021c9403915,23,male,48.8,0,-8.4,
059751.jpg1,61,96,256,96,dccfc392-2a29-4fb5-ad9a-d3fb2c25acbc,45,male,-17.3,0,1.9,
060001.jpg1,72,99,261,99,d92e70f8-794c-41c2-9750-5b394c888983,38,male,-1.4,0,-3.5,
061001.jpg1,88,132,236,132,70bda8c1-167b-4da1-a0a7-a15a55b2a48f,85,male,-1.9,0,-0.7,
061251.jpg1,95,139,229,139,f4ac26aa-c987-4e9a-bbb9-d0da0d020755,74,male,-0.9,0,-0.7,
061501.jpg1,86,143,229,143,c0fd95a5-80a0-4637-b25b-16dd0db39f34,76,male,-4,0,-0.6,
061751.jpg1,75,139,236,139,3bdde370-93aa-41fd-9013-4d77c8fdbdb1,78,male,-3.3,0,-0.1,
