_id,data/faceRectangle/top,data/faceRectangle/width,data/faceRectangle/left,data/faceRectangle/height,data/faceId,data/attributes/age,data/attributes/gender,data/attributes/headPose/yaw,data/attributes/headPose/pitch,data/attributes/headPose/roll,data
062001.jpg1,72,138,267,138,61457221-aedd-4aa5-bd66-62e91497ef6f,76,male,-4,0,-0.3,
062251.jpg1,89,139,233,139,eb546f67-e898-486c-9915-a86736105c7a,83,male,-5.3,0,-3.2,
062501.jpg1,89,139,256,139,26d2b3f8-6e7b-4b57-bd3f-d8aeb0fa6a61,83,male,-3.3,0,-1.9,
062751.jpg1,104,143,235,143,3b767973-5e8f-4209-bc17-0aebff8734b5,83,male,-1.1,0,-5,
063251.jpg1,106,46,211,46,108c7c2e-76c7-4dcd-9171-b69beabe67b0,37,male,0.1,0,5.3,
063251.jpg2,119,38,112,38,4b25c3f0-b776-415b-9de2-98e4fc2bdadc,45,male,-9.4,0,6.1,
063251.jpg3,146,38,503,38,5287b083-baa0-478e-b8a4-de5d1a9cacf8,44,male,-42.9,0,2.4,
063501.jpg1,119,39,428,39,04c7990f-ba86-4cb8-b4df-e03df1139eb5,41,male,-41.9,0,0.4,
064251.jpg1,124,79,177,79,5a43d529-c002-4c56-9a28-120b3b485106,27,male,8.1,0,-1.4,
064251.jpg2,83,70,429,70,ae3442e5-1e07-41bb-a9aa-0c7d9a3529b3,31,female,-5.3,0,-9.3,
064501.jpg1,106,137,272,137,2007196f-fae9-4b74-a129-88ff728469e1,38,male,-0.5,0,-5.1,
064751.jpg1,81,137,236,137,1979faf4-0461-488f-9ea9-81e3d41a9499,81,male,21.8,0,-2.5,
065001.jpg1,88,136,278,136,692b0c14-ab3a-4142-993e-e3bd524c882f,38,male,2.2,0,1,
065251.jpg1,90,136,222,136,9c11319d-1e04-4b58-9131-b6f8d2ff5f9e,82,male,19.4,0,-8.3,
065501.jpg1,77,142,178,142,fb0a0a8d-318d-4cc0-b758-075d5f089f4a,82,male,-4,0,-5.1,
065751.jpg1,87,139,84,139,790c5ce0-4578-410c-8312-ddb0d284bcb8,76,male,29.9,0,-4.7,
065751.jpg2,96,100,358,100,a992a582-3b39-48ac-8886-7f187ad6083a,48,female,-49.4,0,11.4,
066001.jpg1,99,134,252,134,61370bef-aed6-4d65-a0fe-9cff6370afd4,37,male,-2.3,0,-5.1,
066251.jpg1,86,154,108,154,d836780f-8554-4dff-a700-1e5ee318a13a,82,male,21.8,0,-2.1,
066251.jpg2,98,120,412,120,dcf57280-1d29-4195-81fa-a5dd973a5da5,55,female,3.1,0,5,
066501.jpg1,88,145,212,145,f5622241-770d-4771-884b-ed756653ba69,82,male,20.7,0,-7.2,
066751.jpg1,89,149,208,149,1fa8623c-264a-47fb-9605-3786a5878389,78,male,-8.5,0,0.9,
067001.jpg1,99,151,220,151,6deab314-0a28-43f6-a941-87f8553dc5ca,81,male,-3.3,0,-0.3,
067251.jpg1,102,143,244,143,acfb1af1-f7ea-4b27-b9a3-3c7d9f9bf39b,86,male,33.6,0,-4.8,
067501.jpg1,95,116,243,116,fc021174-14a0-4700-b456-bde0e6b523b4,40,female,4,0,-21.8,
067751.jpg1,117,136,247,136,7c5e5483-45c5-45c9-ba96-9763c4056f0e,34,female,-4,0,5.3,
068251.jpg1,108,132,258,132,cfa687a6-65ef-49c3-9d2c-b1967e14086f,44,female,12.2,0,-18.4,
068501.jpg1,111,135,260,135,258f6463-5c91-4437-bf53-abe11d9bd528,46,female,2.6,0,6.3,
068751.jpg1,96,131,277,131,2d7c71e1-e782-44ac-9cd1-e463057cd91c,34,female,13.9,0,-7.4,
069001.jpg1,111,135,249,135,26293b91-639f-48b1-9462-3bd9b4aafa5b,46,female,-3.6,0,-3.4,
069251.jpg1,104,135,251,135,c15e6d77-3509-4ba2-84be-94ebcd1791ea,46,female,7.4,0,-7.5,
069501.jpg1,105,131,433,131,9004cc8c-f734-48f4-bd8a-d98c9578c4bb,45,female,12,0,-11.6,
069501.jpg2,94,123,147,123,ddbd5ffd-51e9-48e3-8409-4538df2293e2,59,male,47.6,0,-5,
069751.jpg1,102,136,426,136,6e72e907-4102-43bc-9154-f215412b12c9,44,female,3.4,0,-13.9,
070001.jpg1,100,129,291,129,1154f525-7880-4d66-a9ed-307923ad8903,20,female,8.6,0,2,
070251.jpg1,109,136,260,136,49391102-46c1-4b36-8374-d2aed56508f0,59,female,-2.5,0,0.7,
070501.jpg1,54,76,128,76,b8206b5d-e71c-4274-8b11-d780c072071b,30,male,-35.7,0,14.6,
070501.jpg2,142,64,320,64,e3b8183b-263b-40dc-90db-1c3b7b687748,54,female,-50,0,6.4,
070751.jpg1,81,130,286,130,81977801-e433-43c3-ba03-db58dbef88f4,43,female,15.9,0,-6.2,
071001.jpg1,111,121,283,121,f874b9f0-f4f4-4730-aefc-17d723cf18c4,60,female,-6.4,0,8.9,
071251.jpg1,85,112,282,112,f7d13570-8764-4d0d-9728-72ce83497dd3,43,female,3.8,0,-5.2,
071501.jpg1,59,72,166,72,32351310-1c2d-4f31-af71-796d31fd3d59,72,male,-41.6,0,2.8,
071501.jpg2,125,72,354,72,f3978c7c-346d-4f2e-b35d-2c36da5a5183,46,female,-41.9,0,8.5,
072001.jpg1,89,135,199,135,3ffa1c15-92c5-4743-8f15-73712eafc1a7,84,male,-3,0,-2.3,
072251.jpg1,78,136,176,136,f5d25a54-dc91-4bf0-ace7-daf9935e2ef6,80,male,8.2,0,-6.7,
072501.jpg1,74,142,222,142,fd269daf-f6d5-4677-808f-b0d72cc2fb8c,82,male,17.4,0,-3.2,
072751.jpg1,96,144,177,144,827a1912-84f9-4efa-89c2-3d7ae12f0be1,81,male,-3.2,0,-4.2,
073001.jpg1,90,143,180,143,e1df3c0a-7fd9-4e43-bd08-bed15e214080,76,male,-1.1,0,1.7,
073251.jpg1,80,143,201,143,3399947a-ba1c-4ca9-86f1-e9e1ab2b12c5,82,male,-1.6,0,-0.4,
073501.jpg1,93,143,215,143,815cd297-a29d-4d9d-8f1d-66ad06e73431,80,male,-2.7,0,-0.6,
073751.jpg1,92,141,228,141,7c5d920a-0438-45e2-8415-c69a75b1b522,80,male,4.8,0,-2.3,
074001.jpg1,87,140,224,140,48dab208-662b-4a08-959a-661580c0f7d6,82,male,-4.1,0,-5.1,
074251.jpg1,102,141,208,141,e001de6d-e148-445a-a23f-434978ec0a3a,76,male,-4.1,0,-6.5,
074751.jpg1,90,112,299,112,f917f901-f83f-480c-8d88-293e1397ec17,40,female,13.2,0,-4.2,
075251.jpg1,88,111,414,111,b8366f12-f795-4dee-a969-a76123788daf,44,female,-17.5,0,1.4,
075501.jpg1,90,116,422,116,c32bc7ee-2b24-4b6d-8796-acee2cda8942,54,female,-18.1,0,-5.1,
075751.jpg1,106,117,238,117,e108c876-e116-46b4-ae9d-ca4e84893982,54,female,-21.3,0,2.3,
076001.jpg1,98,116,223,116,9e55efb9-c42c-4200-b016-c764c53d71b8,58,female,-18.4,0,3.2,
076251.jpg1,104,137,102,137,850fd5f7-3002-40e1-a245-87ae24d048fa,82,male,8.3,0,-7.6,
076251.jpg2,92,125,391,125,8cd34d61-6d10-45d7-94be-87071d4cff66,66,female,-3.5,0,3.8,
076501.jpg1,85,136,207,136,a25ce086-9fae-4dcd-8aca-5d2ed0735e28,82,male,-1,0,0.7,
076751.jpg1,58,66,160,66,e311edbf-79a5-4cf4-af59-c42c09b3fde4,82,male,-43.6,0,11.6,
077001.jpg1,119,136,165,136,48728b03-fa62-4aed-9f94-d67eb4561119,84,male,-6.3,0,-1.5,
077251.jpg1,86,138,219,138,7bc51359-a64d-4811-81db-6cd4bf9bf67d,83,male,19.6,0,-2.4,
077501.jpg1,108,140,209,140,8a829ac2-edb3-4b9e-9d5d-680f58161e5b,83,male,-2.7,0,-1.9,
077751.jpg1,64,50,127,50,5b412726-8161-43ac-ae72-55d108155a83,74,male,23.9,0,0.9,
077751.jpg2,112,42,477,42,0e744952-e547-45f5-bea3-4966faf73003,12,female,-8.3,0,7.1,
078001.jpg1,65,77,249,77,450c246d-c244-40d8-ba4b-f9684253f555,54,male,-27.4,0,-1.4,
078001.jpg2,145,70,328,70,84d9dc49-bd0f-4852-97cd-8a12058833dd,56,male,-41.9,0,0.6,
078251.jpg1,89,111,211,111,0856f5e8-c46f-4e57-9b79-9f2d5b866688,76,female,-26.1,0,-5.5,
078501.jpg1,72,121,393,121,b820109e-0a5c-4c55-b155-25db26d51be9,43,female,-21,0,9,
078501.jpg2,102,118,115,118,3ee616a4-3d32-4f96-aabb-400ea174f3a1,48,male,43.7,0,-14.3,
078751.jpg1,103,59,435,59,62ff8568-78eb-49da-ab4c-d579a5b90523,12,female,39.2,0,-10.1,
079001.jpg1,100,132,68,132,73221c1d-8519-4ece-8bf6-3b7c1441b479,82,male,2.4,0,-9.1,
079001.jpg2,94,120,430,120,c3ea547c-ed8d-4ca8-be9f-c965115a1c62,40,female,-6.7,0,-0.3,
079251.jpg1,87,112,287,112,77c1306f-7c44-4c54-820d-43efa7faf481,36,female,1.1,0,-5.5,
079501.jpg1,90,117,217,117,e63bc261-ca12-44a2-b1de-4382ba5c9ae1,53,female,-10.4,0,3.3,
079751.jpg1,95,111,255,111,4ce914b7-2c56-4a82-8144-44fa5bcaabca,74,female,-16.7,0,5.5,
080001.jpg1,91,115,245,115,638906ea-0295-4482-9b94-92bd477b03b2,44,female,-17.2,0,3.3,
080501.jpg1,85,139,164,139,6b5e51f8-40ca-4286-955e-bc7adb7e099c,82,male,8.3,0,-9.1,
080751.jpg1,62,132,207,132,60e1ac87-4f72-469d-891c-166ff304cdd8,84,male,13.6,0,-1.3,
081001.jpg1,101,139,195,139,41288407-2981-4740-a028-eb7547f49a6b,84,male,-1.1,0,-1.7,
081251.jpg1,90,137,194,137,f2783f11-b2b8-4f8a-b933-e6799ebf1857,83,male,8.2,0,-5.5,
081501.jpg1,66,41,168,41,7d7a0a22-cedd-41dd-b0b8-01ef1c75b8e5,84,male,16.7,0,-7.4,
081501.jpg2,96,29,452,29,b3f6b6ad-c943-4c5f-931c-7ffaf478ad2e,33,female,-45.3,0,11.8,
082001.jpg1,100,109,311,109,91c8fd50-e8c1-4947-820d-5a1b15b4ca52,46,female,29.8,0,-13.7,
082251.jpg1,99,109,324,109,d84373b2-b094-4f4f-a113-8c3e35a4c11d,45,female,32.2,0,-6.5,
082751.jpg1,100,115,292,115,6c1b0240-3906-4b2d-8cc3-380e21644fb4,36,female,4.2,0,-2.5,
083001.jpg1,83,114,287,114,8e12e589-a61d-4d77-ab83-75080b68ec0d,44,female,16.1,0,-4.9,
083251.jpg1,111,113,272,113,a4163fb4-0a32-4f27-a718-2cfb4e4fdcbd,58,female,-10.5,0,8.9,
083501.jpg1,87,112,251,112,a5b320c2-576a-45e0-8529-c935942520b2,54,female,-3.1,0,-9.1,
083751.jpg1,81,117,293,117,98156876-b5d9-4e70-8cd1-c95526fd317e,43,female,-3.1,0,-4.5,
084001.jpg1,95,49,458,49,2759ee2e-fbf1-4c81-a6d2-de9b3705a416,36,female,-14.9,0,-1.9,
084001.jpg2,76,43,139,43,be1c6c6f-8052-4a92-bbea-b1c99b07b506,64,male,32.2,0,7.3,
084251.jpg1,61,108,271,108,dc849d25-09d6-43be-97d5-8bb02e932948,36,female,6.1,0,-7.1,
084501.jpg1,98,115,233,115,a9ba2d99-c3e2-46ce-ab86-81ff33acbed4,47,female,-25.2,0,11.3,
084751.jpg1,70,75,173,75,2d4fcbc9-6579-4c20-8b91-57a2a1cccf7b,66,male,-11.4,0,-9.3,
084751.jpg2,122,67,351,67,36c20f84-be64-46a3-9366-2cdfd254429c,50,male,-47.9,0,11.6,
085001.jpg1,76,118,259,118,b7598c2f-2250-44ce-aff0-3dde4a4c98d7,52,female,14.8,0,-4.4,
085501.jpg1,66,138,77,138,b01228f5-cd45-4bda-813a-9c05891b19da,82,male,-4,0,-0.5,
085501.jpg2,109,99,379,99,1075339c-41a1-4cb3-9455-37bfe11bc774,48,male,-51.4,0,22.7,
085751.jpg1,80,138,184,138,304695af-83bb-429b-b9fb-ee46e198c713,86,male,11.4,0,-7.3,
086001.jpg1,75,155,227,155,f91a2ef5-a7a2-403b-9bdd-eaa5219523fe,78,male,-4,0,3.1,
086251.jpg1,74,157,178,157,fab27da8-ca4e-440f-a212-d508af05b81a,82,male,-3.3,0,-8.8,
086501.jpg1,69,159,198,159,ee907871-108c-4f89-867a-23de8c41b684,82,male,-4,0,-2.1,
086751.jpg1,54,160,193,160,6fcde1a6-0b58-42b4-9160-e0437cb60f41,76,male,-2.7,0,-0.4,
087001.jpg1,107,58,497,58,d619cedb-f92d-4e33-aa93-1876d5ae0ac5,34,female,-16.6,0,7.1,
087251.jpg1,112,116,241,116,d9089d4c-f784-46eb-aab7-361a938c3832,54,female,-19.7,0,7.7,
087501.jpg1,108,68,411,68,d7ed4395-87d0-43c8-ad6e-be39a5761c7d,41,female,29.7,0,0.7,
087751.jpg1,104,114,204,114,49852ee3-dc06-455d-a937-97a122ead644,41,female,-42.6,0,14.6,
088001.jpg1,101,129,231,129,83bdbd27-8a38-492c-9ae3-fa1590a4d6f1,46,female,-13.1,0,2.1,
088251.jpg1,92,127,237,127,822cb758-3892-4431-b871-ef0cbdfe3327,58,female,-20.5,0,0.3,
088501.jpg1,78,134,334,134,fd971016-5343-43bd-9b23-833b295c30f2,77,male,20.7,0,3.5,
089001.jpg1,96,137,213,137,c1965df3-38a5-4678-a508-9a994a6f1f68,82,male,4.5,0,-12,
089251.jpg1,50,37,99,37,786c1445-0d82-4789-afc2-02745dbebf6d,44,male,-14.5,0,-4,
089251.jpg2,50,32,246,32,a09b45d4-3401-415d-aac0-015911a6edbb,37,female,2.2,0,-6.5,
089501.jpg1,76,116,265,116,41f7b2c2-f89a-42fa-a1ac-61d829482a9d,36,female,2.6,0,-8.3,
089751.jpg1,100,118,299,118,f6230378-74dc-486f-b2ee-8c8fe3f9231e,40,female,18.3,0,15.9,
090001.jpg1,97,135,185,135,f84b88e9-0290-4417-a1e7-ba1a4ae9e78a,84,male,8.2,0,-8.7,
090251.jpg1,110,50,447,50,40503b57-1b46-4613-a435-3b5cd1b23dea,44,female,-19.5,0,12.9,
090501.jpg1,86,134,202,134,23d811c2-5867-4d88-829f-c0c5fb201597,82,male,17.5,0,-2,
090751.jpg1,98,132,208,132,58fca30c-b3f7-438a-9509-a3cab3083a94,79,male,20.7,0,-12,
091001.jpg1,79,136,200,136,fb95fa11-cfe1-488c-8692-8e5284e57718,76,male,-1.1,0,-0.5,
091251.jpg1,90,136,198,136,dd6c9dc6-4817-4126-b81a-4997c2941513,82,male,-1,0,-5.5,
091501.jpg1,99,135,182,135,4dc4bfb1-4dd3-4342-9c34-6f5a7a30a8be,81,male,24.5,0,-6.6,
091751.jpg1,90,132,195,132,7da4b700-8a39-4ef1-b975-b06006066968,82,male,18.9,0,-9,
092001.jpg1,61,151,174,151,c44babf2-8dd7-47b2-8379-65f78e638eb7,82,male,17.5,0,-8.2,
092251.jpg1,54,151,178,151,37dc7bb6-0407-499a-95ed-a09b59780299,69,male,18.8,0,-8.1,
092501.jpg1,103,154,172,154,1037bd92-42de-409a-b67d-3fb3aa5866f3,82,male,18.1,0,-7.7,
093501.jpg1,33,30,325,30,c9d84e7b-4493-44f7-af07-a1ef4e1e7068,27,female,-8.9,0,0.4,
093751.jpg1,90,120,258,120,e3af7dde-e82f-4a82-a5f6-e711dc8a9932,30,female,-4.3,0,10.4,
094001.jpg1,64,72,273,72,ff092975-1efe-4292-82ae-fd17635d48f2,36,female,-9,0,2.9,
094251.jpg1,91,108,226,108,15742fab-4123-4390-9c74-e1584a02c320,43,female,-24.1,0,4.5,
094501.jpg1,75,37,430,37,46967ca2-da92-423c-8853-908a77d3ac7a,36,female,-0.7,0,-1.1,
094501.jpg2,64,36,224,36,bc5a384a-f092-45d0-ace8-b51d8fa17a31,27,female,48.3,0,-22.3,
094751.jpg1,91,84,281,84,608d64ba-0664-4067-a34c-f64c38500d36,45,female,-17.2,0,2.2,
095001.jpg1,63,40,186,40,d48811ba-5e2a-4bd0-a985-f4366940ebf2,56,male,45.2,0,-7.9,
095001.jpg2,75,34,345,34,0c5e5b76-5b41-4cc3-aecb-6e32866c75ab,36,female,-45.4,0,5.4,
095251.jpg1,59,45,227,45,df7cd086-8426-447e-a9c2-15b280824c66,28,male,14.9,0,-7.4,
095501.jpg1,113,119,257,119,b872f73b-a802-4557-b667-c6eb2c5dac3d,43,female,-4.7,0,-0.5,
095751.jpg1,51,31,198,31,334e2d4e-f49b-4165-9e7d-0dfb52b9cd2d,56,male,39.3,0,-6.5,
095751.jpg2,62,30,88,30,e6f32a93-01f5-40f2-9257-3704722cf940,47,male,41.5,0,13,
095751.jpg3,49,28,459,28,36f31b6f-cf3b-459f-bb4e-7937df3fe202,46,male,-19.9,0,2.3,
095751.jpg4,50,27,551,27,08c9488f-6251-48e3-83fe-e34cdd053c1f,73,male,5.2,0,-1.1,
095751.jpg5,79,26,343,26,9006d7a7-cfbd-459e-a420-30fe06610eeb,12,female,44.1,0,-5,
096001.jpg1,77,108,241,108,3e14f599-b83f-40be-8b9c-d204b3e0002b,43,female,8.4,0,-16.4,
096251.jpg1,112,118,242,118,6b4a6654-80dd-4b8f-8be3-5ade3395ce9b,42,female,-16.3,0,8.4,
096501.jpg1,80,47,412,47,f57119b8-1d43-4165-978e-b229e2722af5,30,female,-20,0,0.2,
096501.jpg2,72,46,159,46,e2282e4d-3d4f-4c09-a9ef-d11cb6335a89,27,male,-1,0,-16.3,
097251.jpg1,113,111,345,111,d06bb509-fc20-4a6f-a3b9-ccfda624c610,36,female,-31.7,0,0.8,
