frame,text_id
frame_000001.jpg,0
frame_000251.jpg,0
frame_000501.jpg,0
frame_000751.jpg,0
frame_001001.jpg,0
frame_001251.jpg,0
frame_001501.jpg,0
frame_001751.jpg,0
frame_002001.jpg,0
frame_002251.jpg,0
frame_002501.jpg,0
frame_002751.jpg,0
frame_003001.jpg,0
frame_003251.jpg,0
frame_003501.jpg,0
frame_003751.jpg,0
frame_004001.jpg,0
frame_004251.jpg,0
frame_004501.jpg,0
frame_004751.jpg,0
frame_005001.jpg,0
frame_005251.jpg,0
frame_005501.jpg,0
frame_005751.jpg,0
frame_006001.jpg,0
frame_006251.jpg,0
frame_006501.jpg,0
frame_006751.jpg,0
frame_007001.jpg,0
frame_007251.jpg,0
frame_007501.jpg,0
frame_007751.jpg,0
frame_008001.jpg,1
frame_008251.jpg,1
frame_008501.jpg,1
frame_008751.jpg,1
frame_009001.jpg,1
frame_009251.jpg,1
frame_009501.jpg,1
frame_009751.jpg,1
frame_010001.jpg,2
frame_010251.jpg,2
frame_010501.jpg,2
frame_010751.jpg,2
frame_011001.jpg,2
frame_011251.jpg,2
frame_011501.jpg,2
frame_011751.jpg,2
frame_012001.jpg,2
frame_012251.jpg,2
frame_012501.jpg,2
frame_012751.jpg,2
frame_013001.jpg,2
frame_013251.jpg,2
frame_013501.jpg,2
frame_013751.jpg,2
frame_014001.jpg,3
frame_014251.jpg,3
frame_014501.jpg,3
frame_014751.jpg,3
frame_015001.jpg,3
frame_015251.jpg,3
frame_015501.jpg,3
frame_015751.jpg,3
frame_016001.jpg,4
frame_016251.jpg,4
frame_016501.jpg,4
frame_016751.jpg,4
frame_017001.jpg,4
frame_017251.jpg,4
frame_017501.jpg,4
frame_017751.jpg,4
frame_018001.jpg,5
frame_018251.jpg,5
frame_018501.jpg,5
frame_018751.jpg,5
frame_019001.jpg,5
frame_019251.jpg,5
frame_019501.jpg,5
frame_019751.jpg,5
frame_020001.jpg,7
frame_020251.jpg,7
frame_020501.jpg,7
frame_020751.jpg,7
frame_021001.jpg,7
frame_021251.jpg,7
frame_021501.jpg,7
frame_021751.jpg,7
frame_022001.jpg,8
frame_022251.jpg,8
frame_022501.jpg,8
frame_022751.jpg,8
frame_023001.jpg,8
frame_023251.jpg,8
frame_023501.jpg,8
frame_023751.jpg,8
frame_024001.jpg,9
frame_024251.jpg,9
frame_024501.jpg,9
frame_024751.jpg,9
frame_025001.jpg,9
frame_025251.jpg,9
frame_025501.jpg,9
frame_025751.jpg,9
frame_026001.jpg,9
frame_026251.jpg,9
frame_026501.jpg,9
frame_026751.jpg,9
frame_027001.jpg,9
frame_027251.jpg,9
frame_027501.jpg,9
frame_027751.jpg,9
frame_028001.jpg,9
frame_028251.jpg,9
frame_028501.jpg,9
frame_028751.jpg,9
frame_029001.jpg,9
frame_029251.jpg,9
frame_029501.jpg,9
frame_029751.jpg,9
frame_030001.jpg,13
frame_030251.jpg,13
frame_030501.jpg,13
frame_030751.jpg,13
frame_031001.jpg,13
frame_031251.jpg,13
frame_031501.jpg,13
frame_031751.jpg,13
frame_032001.jpg,13
frame_032251.jpg,13
frame_032501.jpg,13
frame_032751.jpg,13
frame_033001.jpg,13
frame_033251.jpg,13
frame_033501.jpg,13
frame_033751.jpg,13
frame_034001.jpg,14
frame_034251.jpg,14
frame_034501.jpg,14
frame_034751.jpg,14
frame_035001.jpg,14
frame_035251.jpg,14
frame_035501.jpg,14
frame_035751.jpg,14
frame_036001.jpg,15
frame_036251.jpg,15
frame_036501.jpg,15
frame_036751.jpg,15
frame_037001.jpg,15
frame_037251.jpg,15
frame_037501.jpg,15
frame_037751.jpg,15
frame_038001.jpg,16
frame_038251.jpg,16
frame_038501.jpg,16
frame_038751.jpg,16
frame_039001.jpg,16
frame_039251.jpg,16
frame_039501.jpg,16
frame_039751.jpg,16
frame_040001.jpg,18
frame_040251.jpg,18
frame_040501.jpg,18
frame_040751.jpg,18
frame_041001.jpg,18
frame_041251.jpg,18
frame_041501.jpg,18
frame_041751.jpg,18
frame_042001.jpg,19
frame_042251.jpg,19
frame_042501.jpg,19
frame_042751.jpg,19
frame_043001.jpg,19
frame_043251.jpg,19
frame_043501.jpg,19
frame_043751.jpg,19
frame_044001.jpg,20
frame_044251.jpg,20
frame_044501.jpg,20
frame_044751.jpg,20
frame_045001.jpg,20
frame_045251.jpg,20
frame_045501.jpg,20
frame_045751.jpg,20
frame_046001.jpg,22
frame_046251.jpg,22
frame_046501.jpg,22
frame_046751.jpg,22
frame_047001.jpg,22
frame_047251.jpg,22
frame_047501.jpg,22
frame_047751.jpg,22
frame_048001.jpg,24
